,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.32479998,1.918945,0.27576825,2.0332985,0,0.0001,1e-05,20,1,,
1,model_type.euclidean,activation.dmelu,0.3548,1.8424846,0.34449023,1.8755627,1,0.0001,1e-05,20,1,,
2,model_type.euclidean,activation.dmelu,0.3669,1.8123455,0.36545694,1.8254681,2,0.0001,1e-05,20,1,,
3,model_type.euclidean,activation.dmelu,0.37489998,1.7953203,0.37323943,1.7980951,3,0.0001,1e-05,20,1,,
4,model_type.euclidean,activation.dmelu,0.37829998,1.7805111,0.38102192,1.7778918,4,0.0001,1e-05,20,1,,
5,model_type.euclidean,activation.dmelu,0.3847,1.7592199,0.38886443,1.7616334,5,0.0001,1e-05,20,1,,
6,model_type.euclidean,activation.dmelu,0.3909,1.7454804,0.3956066,1.7470375,6,0.0001,1e-05,20,1,,
7,model_type.euclidean,activation.dmelu,0.3901,1.7389772,0.3993678,1.7343059,7,0.0001,1e-05,20,1,,
8,model_type.euclidean,activation.dmelu,0.3981,1.7317674,0.40114838,1.7253352,8,0.0001,1e-05,20,1,,
9,model_type.euclidean,activation.dmelu,0.3988,1.7188249,0.4068302,1.7121276,9,0.0001,1e-05,20,1,,
10,model_type.euclidean,activation.dmelu,0.40309998,1.719342,0.41147166,1.7026829,10,0.0001,1e-05,20,1,,
11,model_type.euclidean,activation.dmelu,0.4034,1.7025621,0.4141125,1.6935798,11,0.0001,1e-05,20,1,,
12,model_type.euclidean,activation.dmelu,0.41329998,1.6891594,0.4174536,1.6813643,12,0.0001,1e-05,20,1,,
13,model_type.euclidean,activation.dmelu,0.41189998,1.680404,0.41827384,1.6707758,13,0.0001,1e-05,20,1,,
14,model_type.euclidean,activation.dmelu,0.41599998,1.6716207,0.42391565,1.6603165,14,0.0001,1e-05,20,1,,
15,model_type.euclidean,activation.dmelu,0.4134,1.6670299,0.4274568,1.6509582,15,0.0001,1e-05,20,1,,
16,model_type.euclidean,activation.dmelu,0.4168,1.65819,0.428137,1.6440741,16,0.0001,1e-05,20,1,,
17,model_type.euclidean,activation.dmelu,0.41489998,1.6537565,0.43329865,1.6353723,17,0.0001,1e-05,20,1,,
18,model_type.euclidean,activation.dmelu,0.42479998,1.6500752,0.43377882,1.6291176,18,0.0001,1e-05,20,1,,
19,model_type.euclidean,activation.dmelu,0.42319998,1.643682,0.4371799,1.6212765,19,0.0001,1e-05,20,1,,
20,model_type.euclidean,activation.dmelu,0.42119998,1.6373794,0.4384203,1.6165004,20,0.0001,1e-05,20,1,,
21,model_type.euclidean,activation.dmelu,0.41939998,1.6458975,0.44088107,1.6109458,21,0.0001,1e-05,20,1,,
22,model_type.euclidean,activation.dmelu,0.42749998,1.632897,0.44148126,1.6055669,22,0.0001,1e-05,20,1,,
23,model_type.euclidean,activation.dmelu,0.42819998,1.625027,0.44316182,1.6007056,23,0.0001,1e-05,20,1,,
24,model_type.euclidean,activation.dmelu,0.43109998,1.620529,0.446943,1.5944699,24,0.0001,1e-05,20,1,,
25,model_type.euclidean,activation.dmelu,0.4285,1.6333599,0.44900367,1.5877072,25,0.0001,1e-05,20,1,,
26,model_type.euclidean,activation.dmelu,0.431,1.6156354,0.44888365,1.5850545,26,0.0001,1e-05,20,1,,
