,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.34579998,1.8253015,0.29765525,1.9458872,0,0.0001,1e-05,100,3,,
1,model_type.euclidean,activation.dmelu,0.3834,1.7417244,0.37015846,1.7773046,1,0.0001,1e-05,100,3,,
2,model_type.euclidean,activation.dmelu,0.4055,1.6772614,0.39668694,1.7025572,2,0.0001,1e-05,100,3,,
3,model_type.euclidean,activation.dmelu,0.4231,1.6362128,0.4152729,1.6525302,3,0.0001,1e-05,100,3,,
4,model_type.euclidean,activation.dmelu,0.4393,1.5891345,0.43017766,1.6125143,4,0.0001,1e-05,100,3,,
5,model_type.euclidean,activation.dmelu,0.4436,1.5751323,0.43922055,1.5844657,5,0.0001,1e-05,100,3,,
6,model_type.euclidean,activation.dmelu,0.4454,1.5688419,0.44634283,1.561208,6,0.0001,1e-05,100,3,,
7,model_type.euclidean,activation.dmelu,0.45929998,1.529669,0.4549456,1.5341259,7,0.0001,1e-05,100,3,,
8,model_type.euclidean,activation.dmelu,0.45679998,1.5437305,0.46204785,1.5142449,8,0.0001,1e-05,100,3,,
9,model_type.euclidean,activation.dmelu,0.4703,1.5051278,0.47049055,1.493768,9,0.0001,1e-05,100,3,,
10,model_type.euclidean,activation.dmelu,0.47379997,1.4889097,0.47579226,1.4754599,10,0.0001,1e-05,100,3,,
11,model_type.euclidean,activation.dmelu,0.4711,1.5054195,0.48215428,1.4578456,11,0.0001,1e-05,100,3,,
12,model_type.euclidean,activation.dmelu,0.4768,1.4727219,0.48743597,1.4439676,12,0.0001,1e-05,100,3,,
13,model_type.euclidean,activation.dmelu,0.4829,1.4585323,0.49069703,1.4327608,13,0.0001,1e-05,100,3,,
14,model_type.euclidean,activation.dmelu,0.48439997,1.4542168,0.4996799,1.4156218,14,0.0001,1e-05,100,3,,
15,model_type.euclidean,activation.dmelu,0.48799998,1.4596744,0.50178057,1.4070328,15,0.0001,1e-05,100,3,,
16,model_type.euclidean,activation.dmelu,0.49339998,1.4395853,0.5052417,1.3957359,16,0.0001,1e-05,100,3,,
17,model_type.euclidean,activation.dmelu,0.4856,1.4477326,0.5109235,1.385571,17,0.0001,1e-05,100,3,,
18,model_type.euclidean,activation.dmelu,0.49699998,1.4254141,0.512524,1.3764466,18,0.0001,1e-05,100,3,,
19,model_type.euclidean,activation.dmelu,0.5002,1.4199563,0.51618516,1.3643132,19,0.0001,1e-05,100,3,,
20,model_type.euclidean,activation.dmelu,0.49629998,1.4254162,0.5224072,1.3545792,20,0.0001,1e-05,100,3,,
21,model_type.euclidean,activation.dmelu,0.49469998,1.4378467,0.52102673,1.3465015,21,0.0001,1e-05,100,3,,
22,model_type.euclidean,activation.dmelu,0.502,1.4032341,0.5265085,1.3394237,22,0.0001,1e-05,100,3,,
23,model_type.euclidean,activation.dmelu,0.51,1.397733,0.52914935,1.3288463,23,0.0001,1e-05,100,3,,
24,model_type.euclidean,activation.dmelu,0.4955,1.4157766,0.5325504,1.3206611,24,0.0001,1e-05,100,3,,
25,model_type.euclidean,activation.dmelu,0.50339997,1.4010441,0.5349512,1.31217,25,0.0001,1e-05,100,3,,
26,model_type.euclidean,activation.dmelu,0.5094,1.3960336,0.53899246,1.3043427,26,0.0001,1e-05,100,3,,
27,model_type.euclidean,activation.dmelu,0.51159996,1.3805697,0.5410131,1.2959013,27,0.0001,1e-05,100,3,,
28,model_type.euclidean,activation.dmelu,0.5054,1.4059477,0.543754,1.2907845,28,0.0001,1e-05,100,3,,
29,model_type.euclidean,activation.dmelu,0.5036,1.4018148,0.54733515,1.2800217,29,0.0001,1e-05,100,3,,
30,model_type.euclidean,activation.dmelu,0.5085,1.3905296,0.55171657,1.2727848,30,0.0001,1e-05,100,3,,
