,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.20735677083333334,2.159134758843316,0.13350272,2.8748727,0,0.01,0.0005,78.25113654136658
1,model_type.alexnet,activation.relu,0.2837456597222222,1.990841997994317,0.2259323,2.0953236,1,0.01,0.0005,153.05448651313782
2,model_type.alexnet,activation.relu,0.3512369791666667,1.7673441966374714,0.27288732,1.9566697,2,0.01,0.0005,227.78930282592773
3,model_type.alexnet,activation.relu,0.3800998263888889,1.6512925492392645,0.35103232,1.7493194,3,0.01,0.0005,302.4808783531189
4,model_type.alexnet,activation.relu,0.4380425347222222,1.5280117458767362,0.39792734,1.6169199,4,0.01,0.0005,376.97689843177795
5,model_type.alexnet,activation.relu,0.4609375,1.4845501449373033,0.4359195,1.5226691,5,0.01,0.0005,451.9584062099457
6,model_type.alexnet,activation.relu,0.5048828125,1.3304485612445407,0.46606913,1.4455236,6,0.01,0.0005,525.9863953590393
7,model_type.alexnet,activation.relu,0.5109592013888888,1.3504456811481051,0.49225754,1.3878075,7,0.01,0.0005,601.079222202301
8,model_type.alexnet,activation.relu,0.5388454861111112,1.2528797785441081,0.51536494,1.334646,8,0.01,0.0005,676.0570766925812
9,model_type.alexnet,activation.relu,0.5169270833333334,1.3431484169430203,0.5340309,1.2840481,9,0.01,0.0005,751.0751180648804
10,model_type.alexnet,activation.relu,0.5965711805555556,1.1194752189848158,0.5565781,1.2318112,10,0.01,0.0005,825.7980117797852
11,model_type.alexnet,activation.relu,0.6089409722222222,1.0952884091271295,0.57862514,1.1789211,11,0.01,0.0005,900.4675488471985
12,model_type.alexnet,activation.relu,0.6123046875,1.0899441374672785,0.60051215,1.1239502,12,0.01,0.0005,975.2128341197968
13,model_type.alexnet,activation.relu,0.6342230902777778,1.0338444378640916,0.62049854,1.0727032,13,0.01,0.0005,1049.270878791809
14,model_type.alexnet,activation.relu,0.6700303819444444,0.9391707976659139,0.6366437,1.0227698,14,0.01,0.0005,1123.5554790496826
15,model_type.alexnet,activation.relu,0.6657986111111112,0.9598187406857809,0.6554297,0.976305,15,0.01,0.0005,1198.4107768535614
16,model_type.alexnet,activation.relu,0.7020399305555556,0.8429763913154602,0.67161494,0.9344096,16,0.01,0.0005,1272.636658191681
17,model_type.alexnet,activation.relu,0.6891276041666666,0.9103573030895658,0.6828385,0.893363,17,0.01,0.0005,1354.5153849124908
18,model_type.alexnet,activation.relu,0.7199435763888888,0.8003252943356832,0.69884366,0.8521133,18,0.01,0.0005,1428.6738739013672
19,model_type.alexnet,activation.relu,0.7215711805555556,0.8015809655189514,0.7129682,0.8177478,19,0.01,0.0005,1503.5519306659698
20,model_type.alexnet,activation.relu,0.7271050347222222,0.7925016151534187,0.7224312,0.79118645,20,0.01,0.0005,1578.8644750118256
21,model_type.alexnet,activation.relu,0.7529296875,0.7101967864566379,0.73201424,0.75801146,21,0.01,0.0005,1653.5898180007935
22,model_type.alexnet,activation.relu,0.75390625,0.7057185967763265,0.74647886,0.7265353,22,0.01,0.0005,1727.5533521175385
23,model_type.alexnet,activation.relu,0.7490234375,0.7207652065489027,0.74998,0.70614463,23,0.01,0.0005,1802.5597052574158
24,model_type.alexnet,activation.relu,0.7754991319444444,0.6482652227083842,0.7575024,0.68863887,24,0.01,0.0005,1877.226805448532
25,model_type.alexnet,activation.relu,0.7790798611111112,0.6486623419655694,0.7660251,0.66707814,25,0.01,0.0005,1952.006142616272
26,model_type.alexnet,activation.relu,0.7839626736111112,0.6286566125022041,0.7730874,0.6480916,26,0.01,0.0005,2027.2070090770721
27,model_type.alexnet,activation.relu,0.7736545138888888,0.6676933566729227,0.7806698,0.62774354,27,0.01,0.0005,2101.6583485603333
28,model_type.alexnet,activation.relu,0.7872178819444444,0.6076012187533908,0.7888324,0.6094732,28,0.01,0.0005,2176.4886195659637
29,model_type.alexnet,activation.relu,0.8040364583333334,0.5798329909642538,0.793734,0.5950704,29,0.01,0.0005,2251.151917219162
30,model_type.alexnet,activation.relu,0.8072916666666666,0.5635261668099297,0.80047613,0.5743852,30,0.01,0.0005,2326.896387577057
31,model_type.alexnet,activation.relu,0.7981770833333334,0.5896915329827203,0.8043374,0.5597243,31,0.01,0.0005,2401.4123220443726
32,model_type.alexnet,activation.relu,0.8032769097222222,0.5863107509083219,0.8090989,0.55104226,32,0.01,0.0005,2475.893606185913
33,model_type.alexnet,activation.relu,0.8084852430555556,0.5675302081637912,0.81354034,0.53255534,33,0.01,0.0005,2551.2040140628815
34,model_type.alexnet,activation.relu,0.8226996527777778,0.5315785937839084,0.815621,0.52350664,34,0.01,0.0005,2626.3939867019653
35,model_type.alexnet,activation.relu,0.8213975694444444,0.531739718384213,0.82364357,0.50640535,35,0.01,0.0005,2701.0574238300323
36,model_type.alexnet,activation.relu,0.8129340277777778,0.5441989567544725,0.8265645,0.49940938,36,0.01,0.0005,2775.543794631958
37,model_type.alexnet,activation.relu,0.8202039930555556,0.530160536368688,0.82974553,0.4841972,37,0.01,0.0005,2850.1938803195953
38,model_type.alexnet,activation.relu,0.8312717013888888,0.4925663272539775,0.8370479,0.46921954,38,0.01,0.0005,2925.424825668335
39,model_type.alexnet,activation.relu,0.8259548611111112,0.5225239131185744,0.84022886,0.46165735,39,0.01,0.0005,3000.118542909622
40,model_type.alexnet,activation.relu,0.8296440972222222,0.4936225248707665,0.8419094,0.4526544,40,0.01,0.0005,3074.6198465824127
41,model_type.alexnet,activation.relu,0.8315972222222222,0.5039375325043997,0.8480114,0.4371897,41,0.01,0.0005,3148.944690465927
42,model_type.alexnet,activation.relu,0.833984375,0.48840756879912484,0.84893167,0.43161467,42,0.01,0.0005,3223.78146648407
43,model_type.alexnet,activation.relu,0.8396267361111112,0.47764015197753906,0.8535932,0.4214193,43,0.01,0.0005,3298.228606700897
44,model_type.alexnet,activation.relu,0.8371310763888888,0.4829380512237549,0.85667413,0.41220888,44,0.01,0.0005,3373.976993560791
45,model_type.alexnet,activation.relu,0.8395182291666666,0.4824335277080536,0.8597551,0.40590498,45,0.01,0.0005,3448.3669652938843
46,model_type.alexnet,activation.relu,0.83984375,0.47520120276345146,0.86361635,0.38971964,46,0.01,0.0005,3523.062378883362
47,model_type.alexnet,activation.relu,0.8444010416666666,0.46610594789187115,0.86521685,0.38193783,47,0.01,0.0005,3597.8177783489227
48,model_type.alexnet,activation.relu,0.8335503472222222,0.5140629013379415,0.8668574,0.37383056,48,0.01,0.0005,3674.959089040756
49,model_type.alexnet,activation.relu,0.8475477430555556,0.4601089424557156,0.8731194,0.3651746,49,0.01,0.0005,3750.2761907577515
50,model_type.alexnet,activation.relu,0.84765625,0.4648106296857198,0.8746599,0.3563452,50,0.01,0.0005,3824.675144433975
51,model_type.alexnet,activation.relu,0.8345269097222222,0.5186657541328006,0.87706065,0.34872925,51,0.01,0.0005,3899.268540620804
52,model_type.alexnet,activation.relu,0.8395182291666666,0.4999805821312798,0.88084185,0.3412278,52,0.01,0.0005,3973.9766206741333
