,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.21180555555555555,2.1362612512376575,0.14362596,2.7913573,0,0.01,0.0005,79.51159119606018
1,model_type.alexnet,activation.relu,0.2667100694444444,2.0005721516079373,0.2262724,2.1015444,1,0.01,0.0005,155.48830246925354
2,model_type.alexnet,activation.relu,0.3409288194444444,1.797757135497199,0.27644846,1.9610127,2,0.01,0.0005,230.54698300361633
3,model_type.alexnet,activation.relu,0.4127604166666667,1.5696423318650987,0.35135242,1.7510947,3,0.01,0.0005,305.7221300601959
4,model_type.alexnet,activation.relu,0.439453125,1.504287216398451,0.39740717,1.6296091,4,0.01,0.0005,380.8454649448395
5,model_type.alexnet,activation.relu,0.4283854166666667,1.5923256476720173,0.43613955,1.5295798,5,0.01,0.0005,456.08583879470825
6,model_type.alexnet,activation.relu,0.490234375,1.3730773793326483,0.46644926,1.4541888,6,0.01,0.0005,530.8987929821014
7,model_type.alexnet,activation.relu,0.5339626736111112,1.2857232888539631,0.4896367,1.3990786,7,0.01,0.0005,606.5211703777313
8,model_type.alexnet,activation.relu,0.5480685763888888,1.2689029905531142,0.51278406,1.3447607,8,0.01,0.0005,686.0611588954926
9,model_type.alexnet,activation.relu,0.5760633680555556,1.1954141590330336,0.5351713,1.2893232,9,0.01,0.0005,765.3826966285706
10,model_type.alexnet,activation.relu,0.5874565972222222,1.1675778759850397,0.5579385,1.2325039,10,0.01,0.0005,839.9173803329468
11,model_type.alexnet,activation.relu,0.6006944444444444,1.1254783471425374,0.5794054,1.1790394,11,0.01,0.0005,914.0986444950104
12,model_type.alexnet,activation.relu,0.6359592013888888,1.0186369021733601,0.59785134,1.1261343,12,0.01,0.0005,988.6367008686066
13,model_type.alexnet,activation.relu,0.6431206597222222,1.0068794753816392,0.6190781,1.0743734,13,0.01,0.0005,1063.404447555542
14,model_type.alexnet,activation.relu,0.6480034722222222,0.9918752378887601,0.6372239,1.0268499,14,0.01,0.0005,1138.748004436493
15,model_type.alexnet,activation.relu,0.6846788194444444,0.9091064863734775,0.65136844,0.9827657,15,0.01,0.0005,1213.369110584259
16,model_type.alexnet,activation.relu,0.6694878472222222,0.9833226402600607,0.67135483,0.9338687,16,0.01,0.0005,1289.2417299747467
17,model_type.alexnet,activation.relu,0.7277560763888888,0.7758380439546373,0.68571943,0.89365417,17,0.01,0.0005,1364.1106107234955
18,model_type.alexnet,activation.relu,0.7292751736111112,0.7784317334493002,0.69854355,0.8573317,18,0.01,0.0005,1439.7983248233795
19,model_type.alexnet,activation.relu,0.7331814236111112,0.7742742697397867,0.712428,0.81959593,19,0.01,0.0005,1514.1402020454407
20,model_type.alexnet,activation.relu,0.7426215277777778,0.7514336307843527,0.72305137,0.7876861,20,0.01,0.0005,1589.9028141498566
21,model_type.alexnet,activation.relu,0.7567274305555556,0.7084550592634413,0.7318542,0.7602122,21,0.01,0.0005,1665.1116042137146
22,model_type.alexnet,activation.relu,0.7626953125,0.6867812408341302,0.74231756,0.73249805,22,0.01,0.0005,1739.60249710083
23,model_type.alexnet,activation.relu,0.7201605902777778,0.8174376156595018,0.75288093,0.7105995,23,0.01,0.0005,1814.187885761261
24,model_type.alexnet,activation.relu,0.7618272569444444,0.6888868808746338,0.7609435,0.6854316,24,0.01,0.0005,1888.7862076759338
25,model_type.alexnet,activation.relu,0.7650824652777778,0.7017271055115594,0.7681658,0.6647449,25,0.01,0.0005,1963.3573007583618
26,model_type.alexnet,activation.relu,0.7874348958333334,0.6205486721462674,0.7765085,0.64174896,26,0.01,0.0005,2038.4673881530762
27,model_type.alexnet,activation.relu,0.7830946180555556,0.6295536226696439,0.7816501,0.62603575,27,0.01,0.0005,2113.7594287395477
28,model_type.alexnet,activation.relu,0.7850477430555556,0.63024812274509,0.78737193,0.6118829,28,0.01,0.0005,2188.190890789032
29,model_type.alexnet,activation.relu,0.7870008680555556,0.6219863229327731,0.79145324,0.59342146,29,0.01,0.0005,2263.152863740921
30,model_type.alexnet,activation.relu,0.8032769097222222,0.5686567028363546,0.79859555,0.57375467,30,0.01,0.0005,2337.7139763832092
31,model_type.alexnet,activation.relu,0.7964409722222222,0.6041594478819106,0.8027769,0.5619867,31,0.01,0.0005,2412.2679266929626
32,model_type.alexnet,activation.relu,0.8129340277777778,0.5495216581556532,0.80951905,0.54820406,32,0.01,0.0005,2487.0749521255493
33,model_type.alexnet,activation.relu,0.8081597222222222,0.5613126622305976,0.8127401,0.531609,33,0.01,0.0005,2561.3269279003143
34,model_type.alexnet,activation.relu,0.8107638888888888,0.5676304234398736,0.8179818,0.5180002,34,0.01,0.0005,2636.2048094272614
35,model_type.alexnet,activation.relu,0.8218315972222222,0.5230963826179504,0.82580423,0.50205165,35,0.01,0.0005,2711.1617970466614
36,model_type.alexnet,activation.relu,0.8249782986111112,0.526911778582467,0.8283651,0.49264023,36,0.01,0.0005,2785.717308998108
37,model_type.alexnet,activation.relu,0.8234592013888888,0.5394342376126183,0.8323864,0.47967026,37,0.01,0.0005,2860.5899138450623
38,model_type.alexnet,activation.relu,0.8259548611111112,0.5179819928275214,0.83706784,0.4691876,38,0.01,0.0005,2935.1746666431427
39,model_type.alexnet,activation.relu,0.8208550347222222,0.5449085699187385,0.83964866,0.4573967,39,0.01,0.0005,3010.3301224708557
40,model_type.alexnet,activation.relu,0.8357204861111112,0.48380057679282296,0.8417094,0.4505448,40,0.01,0.0005,3085.8618013858795
41,model_type.alexnet,activation.relu,0.8372395833333334,0.48024823930528426,0.8454906,0.43840462,41,0.01,0.0005,3160.96750664711
42,model_type.alexnet,activation.relu,0.8351779513888888,0.4976383580101861,0.8505322,0.427329,42,0.01,0.0005,3235.592605829239
43,model_type.alexnet,activation.relu,0.8298611111111112,0.5234560668468475,0.85615396,0.41640267,43,0.01,0.0005,3310.335767030716
44,model_type.alexnet,activation.relu,0.8438585069444444,0.46157076292567784,0.8577745,0.40649167,44,0.01,0.0005,3385.3969802856445
45,model_type.alexnet,activation.relu,0.8279079861111112,0.517230984237459,0.86115557,0.39784145,45,0.01,0.0005,3460.5789053440094
46,model_type.alexnet,activation.relu,0.8280164930555556,0.4948948091930813,0.8661572,0.3879682,46,0.01,0.0005,3535.3422248363495
47,model_type.alexnet,activation.relu,0.8376736111111112,0.4852515591515435,0.86609715,0.37958965,47,0.01,0.0005,3609.783498764038
48,model_type.alexnet,activation.relu,0.8451605902777778,0.46618818243344623,0.8694582,0.37220615,48,0.01,0.0005,3685.0660769939423
49,model_type.alexnet,activation.relu,0.8364800347222222,0.4837540288766225,0.8736996,0.36605546,49,0.01,0.0005,3759.8813593387604
50,model_type.alexnet,activation.relu,0.8330078125,0.5106216503514184,0.8756802,0.35433134,50,0.01,0.0005,3835.0069720745087
51,model_type.alexnet,activation.relu,0.8370225694444444,0.49711241987016463,0.878001,0.3462305,51,0.01,0.0005,3909.3874130249023
52,model_type.alexnet,activation.relu,0.8465711805555556,0.4590746859709422,0.8817422,0.3388932,52,0.01,0.0005,3984.2038283348083
53,model_type.alexnet,activation.relu,0.8538411458333334,0.4299430549144745,0.8838428,0.33117685,53,0.01,0.0005,4058.524507045746
54,model_type.alexnet,activation.relu,0.8625217013888888,0.4119390977753533,0.8859035,0.32543692,54,0.01,0.0005,4132.777105331421
55,model_type.alexnet,activation.relu,0.8559027777777778,0.4373187753889296,0.8901448,0.31642914,55,0.01,0.0005,4208.657973051071
56,model_type.alexnet,activation.relu,0.85546875,0.42989340755674577,0.89272565,0.30906755,56,0.01,0.0005,4282.803789615631
57,model_type.alexnet,activation.relu,0.8608940972222222,0.42155418793360394,0.8932058,0.30454004,57,0.01,0.0005,4356.888710975647
58,model_type.alexnet,activation.relu,0.8597005208333334,0.42972833580440944,0.89540654,0.29817215,58,0.01,0.0005,4431.0310661792755
59,model_type.alexnet,activation.relu,0.8518880208333334,0.4628024035029941,0.8982474,0.29071143,59,0.01,0.0005,4505.435737848282
60,model_type.alexnet,activation.relu,0.8570963541666666,0.4357961250676049,0.8991677,0.2853159,60,0.01,0.0005,4579.823779344559
61,model_type.alexnet,activation.relu,0.8625217013888888,0.41761362221505904,0.9004281,0.2797024,61,0.01,0.0005,4655.639751672745
62,model_type.alexnet,activation.relu,0.8630642361111112,0.4122343361377716,0.90534973,0.27171186,62,0.01,0.0005,4730.2580535411835
63,model_type.alexnet,activation.relu,0.861328125,0.42907676763004726,0.9066901,0.26624492,63,0.01,0.0005,4804.757041454315
64,model_type.alexnet,activation.relu,0.8690321180555556,0.3991585307651096,0.9099712,0.2594615,64,0.01,0.0005,4879.0172753334045
65,model_type.alexnet,activation.relu,0.85546875,0.4441567659378052,0.9112516,0.2538122,65,0.01,0.0005,4953.691241264343
66,model_type.alexnet,activation.relu,0.8638237847222222,0.431319127480189,0.91195184,0.25036022,66,0.01,0.0005,5028.310412168503
67,model_type.alexnet,activation.relu,0.8633897569444444,0.4218081600136227,0.9143126,0.24331959,67,0.01,0.0005,5105.512579441071
68,model_type.alexnet,activation.relu,0.8594835069444444,0.42792894774013096,0.91417253,0.24071223,68,0.01,0.0005,5180.150752782822
69,model_type.alexnet,activation.relu,0.8717447916666666,0.40844132502873737,0.9191141,0.23065479,69,0.01,0.0005,5255.187730073929
70,model_type.alexnet,activation.relu,0.8677300347222222,0.40857277976142037,0.9210147,0.22570316,70,0.01,0.0005,5329.8427703380585
71,model_type.alexnet,activation.relu,0.8727213541666666,0.40247856246100533,0.921835,0.22277066,71,0.01,0.0005,5404.554335832596
72,model_type.alexnet,activation.relu,0.873046875,0.4049898617797428,0.9227953,0.21792126,72,0.01,0.0005,5479.182327032089
73,model_type.alexnet,activation.relu,0.8605685763888888,0.44691624575191075,0.92671657,0.20717001,73,0.01,0.0005,5553.649151802063
74,model_type.alexnet,activation.relu,0.8723958333333334,0.40395308534304303,0.9264765,0.21012974,74,0.01,0.0005,5631.178781509399
75,model_type.alexnet,activation.relu,0.8684895833333334,0.415567547082901,0.92835706,0.20599738,75,0.01,0.0005,5706.496853590012
76,model_type.alexnet,activation.relu,0.8827039930555556,0.3820512029859755,0.9453025,0.15854037,76,0.01,0.0005,5781.915904283524
77,model_type.alexnet,activation.relu,0.8815104166666666,0.390768438577652,0.94738317,0.15083076,77,0.01,0.0005,5856.755427837372
78,model_type.alexnet,activation.relu,0.8830295138888888,0.3933019737402598,0.94916373,0.14643027,78,0.01,0.0005,5931.996448516846
79,model_type.alexnet,activation.relu,0.8821614583333334,0.3870042728053199,0.9518846,0.13945818,79,0.01,0.0005,6007.727370023727
80,model_type.alexnet,activation.relu,0.8846571180555556,0.3848931888739268,0.950064,0.14226577,80,0.01,0.0005,6082.721477031708
81,model_type.alexnet,activation.relu,0.8810763888888888,0.39471261699994403,0.9526849,0.1361303,81,0.01,0.0005,6157.885173797607
82,model_type.alexnet,activation.relu,0.8814019097222222,0.39830291271209717,0.9512244,0.13888204,82,0.01,0.0005,6232.387327671051
83,model_type.alexnet,activation.relu,0.8832465277777778,0.39275344875123763,0.95208466,0.13625658,83,0.01,0.0005,6307.343512773514
84,model_type.alexnet,activation.relu,0.8817274305555556,0.39155104756355286,0.95334506,0.1361018,84,0.01,0.0005,6381.78154706955
85,model_type.alexnet,activation.relu,0.8827039930555556,0.39140918519761825,0.953065,0.13372667,85,0.01,0.0005,6456.722989797592
86,model_type.alexnet,activation.relu,0.8833550347222222,0.3969112005498674,0.95396525,0.1325842,86,0.01,0.0005,6531.462157726288
87,model_type.alexnet,activation.relu,0.8836805555555556,0.3952982359462314,0.953165,0.13236797,87,0.01,0.0005,6605.898391008377
88,model_type.alexnet,activation.relu,0.8841145833333334,0.3971301151646508,0.9558459,0.1297666,88,0.01,0.0005,6680.943786144257
89,model_type.alexnet,activation.relu,0.8824869791666666,0.4013176096810235,0.9557859,0.12740947,89,0.01,0.0005,6756.324178934097
90,model_type.alexnet,activation.relu,0.8821614583333334,0.3956334988276164,0.9560859,0.12804045,90,0.01,0.0005,6830.983874082565
