,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,0.005859375,5.298118233680725,0.0045414534,5.2984548,0,0.01,0.0005,208.31700205802917
1,model_type.halexnet,0.005126953125,5.264592289924622,0.0054617478,5.2902746,1,0.01,0.0005,423.71524310112
2,model_type.halexnet,0.01123046875,5.166989684104919,0.009112916,5.2072144,2,0.01,0.0005,646.8446781635284
3,model_type.halexnet,0.014404296875,5.1307947635650635,0.012944142,5.101996,3,0.01,0.0005,856.3225817680359
4,model_type.halexnet,0.020751953125,5.046537160873413,0.016545294,5.0585685,4,0.01,0.0005,1062.9831850528717
5,model_type.halexnet,0.030517578125,4.934476256370544,0.024077704,4.986903,5,0.01,0.0005,1271.942789554596
6,model_type.halexnet,0.045166015625,4.749287843704224,0.03725192,4.8540115,6,0.01,0.0005,1480.7423803806305
7,model_type.halexnet,0.064453125,4.604919791221619,0.053517126,4.687842,7,0.01,0.0005,1689.8194346427917
8,model_type.halexnet,0.081787109375,4.402206659317017,0.068521924,4.5404787,8,0.01,0.0005,1902.8420894145966
9,model_type.halexnet,0.0927734375,4.298010349273682,0.09003881,4.3680453,9,0.01,0.0005,2119.6388614177704
10,model_type.halexnet,0.133056640625,4.006364166736603,0.11163572,4.1963296,10,0.01,0.0005,2346.808824300766
11,model_type.halexnet,0.14697265625,3.938692033290863,0.13514325,4.0300837,11,0.01,0.0005,2557.2834515571594
12,model_type.halexnet,0.17578125,3.7066885828971863,0.15426937,3.895805,12,0.01,0.0005,2766.7957825660706
13,model_type.halexnet,0.181396484375,3.666690945625305,0.17402568,3.77353,13,0.01,0.0005,2976.0496044158936
14,model_type.halexnet,0.19482421875,3.5696104168891907,0.18868038,3.6638775,14,0.01,0.0005,3187.260547876358
15,model_type.halexnet,0.224853515625,3.4690139293670654,0.20522568,3.5643818,15,0.01,0.0005,3397.635595560074
16,model_type.halexnet,0.21826171875,3.444713532924652,0.22015044,3.4757197,16,0.01,0.0005,3607.3766503334045
17,model_type.halexnet,0.247802734375,3.2994330525398254,0.23478512,3.3880768,17,0.01,0.0005,3828.736507177353
18,model_type.halexnet,0.257568359375,3.2692481875419617,0.24879962,3.3070295,18,0.01,0.0005,4046.298679113388
19,model_type.halexnet,0.26708984375,3.196122884750366,0.26230395,3.2313387,19,0.01,0.0005,4258.067361354828
20,model_type.halexnet,0.277587890625,3.1250441670417786,0.27448782,3.1569812,20,0.01,0.0005,4470.789132118225
21,model_type.halexnet,0.30419921875,3.0141438841819763,0.28584146,3.0814285,21,0.01,0.0005,4680.97051358223
22,model_type.halexnet,0.299072265625,3.0318808555603027,0.2996659,3.0157568,22,0.01,0.0005,4892.598614454269
23,model_type.halexnet,0.3173828125,2.9469844102859497,0.30945903,2.951903,23,0.01,0.0005,5102.000498533249
24,model_type.halexnet,0.31884765625,2.949708640575409,0.32358354,2.8830535,24,0.01,0.0005,5313.507515907288
25,model_type.halexnet,0.322509765625,2.9169691801071167,0.33342668,2.8227596,25,0.01,0.0005,5531.739337205887
26,model_type.halexnet,0.33837890625,2.8772483468055725,0.34412012,2.7636268,26,0.01,0.0005,5766.116312265396
27,model_type.halexnet,0.351318359375,2.7787607312202454,0.35670415,2.6990707,27,0.01,0.0005,5977.838782787323
28,model_type.halexnet,0.34423828125,2.7481716871261597,0.3674976,2.635888,28,0.01,0.0005,6189.469532489777
29,model_type.halexnet,0.347412109375,2.7831308245658875,0.37654048,2.5848835,29,0.01,0.0005,6400.74737071991
30,model_type.halexnet,0.350341796875,2.7744101881980896,0.38897446,2.525828,30,0.01,0.0005,6613.393991231918
31,model_type.halexnet,0.368408203125,2.6616756916046143,0.40215868,2.4657822,31,0.01,0.0005,6824.9126007556915
32,model_type.halexnet,0.3759765625,2.6095537543296814,0.412532,2.412721,32,0.01,0.0005,7038.005612373352
33,model_type.halexnet,0.37939453125,2.6775333285331726,0.42213508,2.3559778,33,0.01,0.0005,7252.375147819519
34,model_type.halexnet,0.4033203125,2.5597265362739563,0.43282852,2.2984304,34,0.01,0.0005,7495.3655705451965
35,model_type.halexnet,0.381591796875,2.6180474162101746,0.4428417,2.2441568,35,0.01,0.0005,7711.016577959061
36,model_type.halexnet,0.3876953125,2.6179781556129456,0.45327505,2.1945188,36,0.01,0.0005,7920.638854265213
37,model_type.halexnet,0.39208984375,2.5831021070480347,0.46358836,2.1415215,37,0.01,0.0005,8131.733783721924
38,model_type.halexnet,0.399169921875,2.59490305185318,0.4746919,2.0819838,38,0.01,0.0005,8344.637177705765
39,model_type.halexnet,0.396240234375,2.6172285676002502,0.48693582,2.032889,39,0.01,0.0005,8556.800362825394
40,model_type.halexnet,0.39404296875,2.622249662876129,0.49612877,1.9771206,40,0.01,0.0005,8771.984389543533
41,model_type.halexnet,0.39892578125,2.589682638645172,0.50738233,1.9267789,41,0.01,0.0005,8981.237406015396
42,model_type.halexnet,0.3974609375,2.625649571418762,0.5183459,1.8694531,42,0.01,0.0005,9192.519715309143
43,model_type.halexnet,0.390869140625,2.653956174850464,0.5263084,1.8235004,43,0.01,0.0005,9429.338214159012
44,model_type.halexnet,0.411376953125,2.56167995929718,0.5398328,1.7682683,44,0.01,0.0005,9641.064274787903
45,model_type.halexnet,0.416259765625,2.611744463443756,0.5515965,1.7101483,45,0.01,0.0005,9851.445414304733
