,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,0.00634765625,5.297988772392273,0.0042913733,5.2983804,0,0.01,0.0005,262.9467782974243
1,model_type.halexnet,0.008056640625,5.284649848937988,0.0046614916,5.291986,1,0.01,0.0005,478.11390137672424
2,model_type.halexnet,0.0107421875,5.213090181350708,0.0064420616,5.246,2,0.01,0.0005,689.4158754348755
3,model_type.halexnet,0.010498046875,5.121128439903259,0.012143886,5.149743,3,0.01,0.0005,901.4546957015991
4,model_type.halexnet,0.0185546875,5.0248706340789795,0.014614677,5.0840964,4,0.01,0.0005,1111.1927654743195
5,model_type.halexnet,0.027099609375,4.920316576957703,0.022657251,4.9895434,5,0.01,0.0005,1323.6126458644867
6,model_type.halexnet,0.029541015625,4.826860547065735,0.031199984,4.893765,6,0.01,0.0005,1534.8613767623901
7,model_type.halexnet,0.0498046875,4.718003034591675,0.038142204,4.8073735,7,0.01,0.0005,1744.7168595790863
8,model_type.halexnet,0.072265625,4.558869957923889,0.055517767,4.6644573,8,0.01,0.0005,1953.8535673618317
9,model_type.halexnet,0.088134765625,4.360349655151367,0.072283134,4.4978533,9,0.01,0.0005,2165.65668797493
10,model_type.halexnet,0.11083984375,4.194027304649353,0.0921895,4.320176,10,0.01,0.0005,2375.4672985076904
11,model_type.halexnet,0.12255859375,4.08639669418335,0.116997436,4.1476297,11,0.01,0.0005,2586.1299102306366
12,model_type.halexnet,0.15771484375,3.896269679069519,0.1369138,3.9960663,12,0.01,0.0005,2796.7600224018097
13,model_type.halexnet,0.169677734375,3.763465702533722,0.15727033,3.8584185,13,0.01,0.0005,3006.803232908249
14,model_type.halexnet,0.2001953125,3.556937515735626,0.17475592,3.741241,14,0.01,0.0005,3216.859270811081
15,model_type.halexnet,0.2109375,3.5075430870056152,0.19365197,3.6291332,15,0.01,0.0005,3428.6269478797913
16,model_type.halexnet,0.22021484375,3.4221778512001038,0.20782651,3.537738,16,0.01,0.0005,3639.505000591278
17,model_type.halexnet,0.234619140625,3.3729036450386047,0.2209707,3.4498324,17,0.01,0.0005,3849.111977338791
18,model_type.halexnet,0.251708984375,3.343091130256653,0.23568542,3.3636909,18,0.01,0.0005,4060.6747715473175
19,model_type.halexnet,0.264404296875,3.2069064378738403,0.24927977,3.2922354,19,0.01,0.0005,4272.719006538391
20,model_type.halexnet,0.266357421875,3.231820046901703,0.26350433,3.212492,20,0.01,0.0005,4481.834381818771
21,model_type.halexnet,0.273681640625,3.2022246718406677,0.27611837,3.1383455,21,0.01,0.0005,4692.047983646393
22,model_type.halexnet,0.3076171875,2.9753037095069885,0.2877921,3.0720017,22,0.01,0.0005,4900.083256244659
23,model_type.halexnet,0.30322265625,3.0409682989120483,0.30120638,2.9973223,23,0.01,0.0005,5110.600692510605
24,model_type.halexnet,0.30908203125,2.9595827460289,0.31214988,2.9343314,24,0.01,0.0005,5320.184364557266
25,model_type.halexnet,0.32080078125,2.869281768798828,0.32551417,2.8674288,25,0.01,0.0005,5529.267822980881
26,model_type.halexnet,0.334228515625,2.8374515771865845,0.33675775,2.8069563,26,0.01,0.0005,5738.329830408096
27,model_type.halexnet,0.33056640625,2.846486270427704,0.34900168,2.7407696,27,0.01,0.0005,5946.648612976074
28,model_type.halexnet,0.3486328125,2.7929476499557495,0.35949504,2.6851823,28,0.01,0.0005,6156.635822296143
29,model_type.halexnet,0.357666015625,2.7444111704826355,0.3693682,2.6261854,29,0.01,0.0005,6365.602729320526
30,model_type.halexnet,0.361083984375,2.6964192390441895,0.38008162,2.567016,30,0.01,0.0005,6574.888242959976
31,model_type.halexnet,0.358154296875,2.710439085960388,0.39383602,2.5111399,31,0.01,0.0005,6782.539887189865
32,model_type.halexnet,0.3544921875,2.7667269706726074,0.4056098,2.4502182,32,0.01,0.0005,6992.691198587418
33,model_type.halexnet,0.377197265625,2.6577658653259277,0.4134323,2.3950205,33,0.01,0.0005,7202.285121679306
34,model_type.halexnet,0.395751953125,2.582281231880188,0.42414573,2.3458192,34,0.01,0.0005,7411.048534393311
35,model_type.halexnet,0.375732421875,2.659810245037079,0.434419,2.2937531,35,0.01,0.0005,7624.081546783447
36,model_type.halexnet,0.388427734375,2.610661745071411,0.44508243,2.2338266,36,0.01,0.0005,7835.924421310425
37,model_type.halexnet,0.395751953125,2.5826651453971863,0.45692623,2.1834443,37,0.01,0.0005,8045.84054851532
38,model_type.halexnet,0.409423828125,2.5432385206222534,0.46701944,2.133637,38,0.01,0.0005,8255.574565887451
39,model_type.halexnet,0.40576171875,2.560862958431244,0.47486195,2.0776484,39,0.01,0.0005,8463.706139087677
40,model_type.halexnet,0.392822265625,2.618531882762909,0.48762605,2.0233982,40,0.01,0.0005,8675.823448419571
41,model_type.halexnet,0.410400390625,2.5425552129745483,0.49881962,1.9668247,41,0.01,0.0005,8886.457011699677
42,model_type.halexnet,0.410888671875,2.5454073548316956,0.50862277,1.919208,42,0.01,0.0005,9096.175436735153
43,model_type.halexnet,0.396728515625,2.6365976333618164,0.5190261,1.8638834,43,0.01,0.0005,9307.469277858734
44,model_type.halexnet,0.407958984375,2.587271809577942,0.53172016,1.8117616,44,0.01,0.0005,9516.383440971375
45,model_type.halexnet,0.389892578125,2.6933695673942566,0.54196346,1.7559528,45,0.01,0.0005,9727.220730781555
46,model_type.halexnet,0.405029296875,2.606731593608856,0.5526469,1.7034832,46,0.01,0.0005,9936.284796476364
47,model_type.halexnet,0.41748046875,2.5889041423797607,0.5619298,1.6539431,47,0.01,0.0005,10142.672180652618
48,model_type.halexnet,0.40478515625,2.6284931302070618,0.5734135,1.6044036,48,0.01,0.0005,10351.53704214096
49,model_type.halexnet,0.398193359375,2.6956528425216675,0.5845871,1.5540028,49,0.01,0.0005,10559.350102186203
50,model_type.halexnet,0.41259765625,2.6243940591812134,0.59427017,1.502508,50,0.01,0.0005,10768.129222393036
51,model_type.halexnet,0.409912109375,2.6614986062049866,0.6055838,1.4496542,51,0.01,0.0005,10974.894919872284
52,model_type.halexnet,0.413330078125,2.718162953853607,0.6175776,1.4021665,52,0.01,0.0005,11181.717720985413
53,model_type.halexnet,0.44970703125,2.6189321279525757,0.7212408,1.0002898,53,0.01,0.0005,11391.035618305206
54,model_type.halexnet,0.451904296875,2.6484479904174805,0.7365557,0.9325333,54,0.01,0.0005,11614.351967811584
55,model_type.halexnet,0.437255859375,2.774694502353668,0.74585867,0.8961535,55,0.01,0.0005,11820.660630941391
