,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,0.0048828125,5.298027992248535,0.0046414854,5.2984176,0,0.01,0.0005,482.52211594581604
1,model_type.halexnet,0.0048828125,5.28583562374115,0.005421735,5.2937884,1,0.01,0.0005,916.2037696838379
2,model_type.halexnet,0.00732421875,5.21486759185791,0.0059018885,5.250322,2,0.01,0.0005,1350.214052438736
3,model_type.halexnet,0.017578125,5.109546780586243,0.011743758,5.1600633,3,0.01,0.0005,1776.683499097824
4,model_type.halexnet,0.020751953125,5.040412068367004,0.014084507,5.0873384,4,0.01,0.0005,2250.9309842586517
5,model_type.halexnet,0.026123046875,4.93311619758606,0.020046415,5.0039186,5,0.01,0.0005,2808.347320318222
6,model_type.halexnet,0.018798828125,5.087146878242493,0.02927937,4.9058003,6,0.01,0.0005,3374.698695898056
7,model_type.halexnet,0.038818359375,4.80364203453064,0.040362917,4.7912693,7,0.01,0.0005,3804.4813520908356
8,model_type.halexnet,0.0654296875,4.5504173040390015,0.05399728,4.648123,8,0.01,0.0005,4241.39621257782
9,model_type.halexnet,0.081787109375,4.423753499984741,0.06798176,4.515589,9,0.01,0.0005,4763.9764449596405
10,model_type.halexnet,0.104736328125,4.2543991804122925,0.08610755,4.3642,10,0.01,0.0005,5189.797526836395
11,model_type.halexnet,0.11279296875,4.177837371826172,0.1090549,4.1958284,11,0.01,0.0005,5701.772837162018
12,model_type.halexnet,0.15380859375,3.862093925476074,0.13113196,4.0428047,12,0.01,0.0005,6227.942067623138
13,model_type.halexnet,0.16796875,3.7957302927970886,0.14977793,3.9141376,13,0.01,0.0005,6787.677183866501
14,model_type.halexnet,0.185791015625,3.6192851066589355,0.16607314,3.7942178,14,0.01,0.0005,7224.639185428619
15,model_type.halexnet,0.19921875,3.541948616504669,0.1834487,3.68463,15,0.01,0.0005,7730.430591583252
16,model_type.halexnet,0.2099609375,3.492111563682556,0.19927377,3.5850973,16,0.01,0.0005,8221.415876150131
17,model_type.halexnet,0.24072265625,3.390519082546234,0.21423855,3.4983788,17,0.01,0.0005,8678.266731739044
18,model_type.halexnet,0.25,3.332362711429596,0.2297035,3.4163158,18,0.01,0.0005,9217.055367469788
19,model_type.halexnet,0.256591796875,3.2375993728637695,0.24258763,3.3299232,19,0.01,0.0005,9587.986452102661
20,model_type.halexnet,0.261962890625,3.242263674736023,0.25518167,3.2552266,20,0.01,0.0005,10095.386454105377
21,model_type.halexnet,0.27685546875,3.1399636268615723,0.26917613,3.1768744,21,0.01,0.0005,10676.192551612854
22,model_type.halexnet,0.27099609375,3.1947633028030396,0.28231034,3.109847,22,0.01,0.0005,11120.843971014023
23,model_type.halexnet,0.290771484375,3.037241280078888,0.29540452,3.0378428,23,0.01,0.0005,11558.275389909744
24,model_type.halexnet,0.3076171875,2.9743046164512634,0.30641806,2.972187,24,0.01,0.0005,12140.464034080505
25,model_type.halexnet,0.320556640625,2.922760486602783,0.31819183,2.9078126,25,0.01,0.0005,12599.481726408005
26,model_type.halexnet,0.322265625,2.9398043155670166,0.32982555,2.843158,26,0.01,0.0005,13080.742351293564
27,model_type.halexnet,0.313720703125,2.910019814968109,0.3434299,2.7773535,27,0.01,0.0005,13515.266840696335
28,model_type.halexnet,0.329345703125,2.8882327675819397,0.35175255,2.7228513,28,0.01,0.0005,13974.22691988945
29,model_type.halexnet,0.33349609375,2.802703559398651,0.36296615,2.6607041,29,0.01,0.0005,14500.613458395004
30,model_type.halexnet,0.361572265625,2.720575451850891,0.37447983,2.6029544,30,0.01,0.0005,15079.299701929092
31,model_type.halexnet,0.35302734375,2.742543935775757,0.3861836,2.546052,31,0.01,0.0005,15521.985203742981
32,model_type.halexnet,0.364013671875,2.7218366861343384,0.39758724,2.489122,32,0.01,0.0005,15957.81815648079
33,model_type.halexnet,0.3447265625,2.7545973658561707,0.40839067,2.4319608,33,0.01,0.0005,16386.51966357231
34,model_type.halexnet,0.37841796875,2.6494868993759155,0.41825384,2.3766901,34,0.01,0.0005,16887.578914880753
35,model_type.halexnet,0.388671875,2.6260306239128113,0.4269266,2.3245373,35,0.01,0.0005,17324.55435037613
36,model_type.halexnet,0.386962890625,2.5929697155952454,0.44104114,2.26411,36,0.01,0.0005,17751.419880390167
37,model_type.halexnet,0.389892578125,2.626611590385437,0.44985396,2.2168238,37,0.01,0.0005,18265.83504319191
38,model_type.halexnet,0.38916015625,2.615625321865082,0.45979714,2.161626,38,0.01,0.0005,18746.608961105347
39,model_type.halexnet,0.399658203125,2.5813172459602356,0.46971032,2.1091137,39,0.01,0.0005,19274.939017772675
40,model_type.halexnet,0.404052734375,2.528087556362152,0.47962347,2.0567,40,0.01,0.0005,19781.631212234497
41,model_type.halexnet,0.400390625,2.563473641872406,0.4915273,2.0006988,41,0.01,0.0005,20265.65954685211
42,model_type.halexnet,0.397216796875,2.57746422290802,0.5015905,1.9496582,42,0.01,0.0005,20818.28184556961
43,model_type.halexnet,0.401123046875,2.5849782824516296,0.5146847,1.8964597,43,0.01,0.0005,21382.35313820839
44,model_type.halexnet,0.40771484375,2.5438443422317505,0.52390766,1.8432328,44,0.01,0.0005,21796.66292500496
45,model_type.halexnet,0.403564453125,2.5875713229179382,0.5335207,1.7953645,45,0.01,0.0005,22249.283783197403
46,model_type.halexnet,0.405517578125,2.6196088790893555,0.5450144,1.7346994,46,0.01,0.0005,22604.36821293831
47,model_type.halexnet,0.416748046875,2.576176881790161,0.5565781,1.6873333,47,0.01,0.0005,23080.49284887314
48,model_type.halexnet,0.406982421875,2.6039214730262756,0.56617117,1.639896,48,0.01,0.0005,23634.04147386551
49,model_type.halexnet,0.410888671875,2.5973559617996216,0.5761944,1.5894568,49,0.01,0.0005,24113.878591299057
50,model_type.halexnet,0.4091796875,2.6375032663345337,0.58737797,1.5404415,50,0.01,0.0005,24595.37430214882
51,model_type.halexnet,0.406982421875,2.62310653924942,0.59853154,1.4868883,51,0.01,0.0005,25050.460624217987
52,model_type.halexnet,0.434814453125,2.6326170563697815,0.70179456,1.0781229,52,0.01,0.0005,25597.217324495316
53,model_type.halexnet,0.436767578125,2.6586133241653442,0.7185099,1.0090961,53,0.01,0.0005,26022.867206811905
54,model_type.halexnet,0.444580078125,2.617445707321167,0.72707266,0.97783864,54,0.01,0.0005,26454.51891374588
