,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,0.005126953125,5.297992587089539,0.00453145,5.2984195,0,0.01,0.0005,212.59352731704712
1,model_type.halexnet,0.00732421875,5.28619921207428,0.0047615236,5.292715,1,0.01,0.0005,420.083788394928
2,model_type.halexnet,0.010009765625,5.224732518196106,0.007652449,5.2518406,2,0.01,0.0005,628.978372335434
3,model_type.halexnet,0.01611328125,5.118126153945923,0.011703745,5.151876,3,0.01,0.0005,837.5010440349579
4,model_type.halexnet,0.017578125,5.0920926332473755,0.013054177,5.0962873,4,0.01,0.0005,1046.5308327674866
5,model_type.halexnet,0.029296875,5.019401907920837,0.018575944,5.0522285,5,0.01,0.0005,1254.737417936325
6,model_type.halexnet,0.030517578125,4.937706470489502,0.029389404,4.951688,6,0.01,0.0005,1463.0935020446777
7,model_type.halexnet,0.06591796875,4.593989253044128,0.04772527,4.7478724,7,0.01,0.0005,1670.8433156013489
8,model_type.halexnet,0.082763671875,4.431000113487244,0.07007242,4.5408025,8,0.01,0.0005,1876.1342577934265
9,model_type.halexnet,0.09619140625,4.296942830085754,0.08993878,4.3709946,9,0.01,0.0005,2083.2869651317596
10,model_type.halexnet,0.11962890625,4.114338994026184,0.111235596,4.203585,10,0.01,0.0005,2289.762510061264
11,model_type.halexnet,0.14453125,3.938569128513336,0.13539332,4.0285707,11,0.01,0.0005,2495.504103422165
12,model_type.halexnet,0.16650390625,3.7602718472480774,0.15605994,3.8783257,12,0.01,0.0005,2708.5389971733093
13,model_type.halexnet,0.178466796875,3.7222177386283875,0.17520607,3.7485158,13,0.01,0.0005,2923.863500595093
14,model_type.halexnet,0.19091796875,3.664574444293976,0.19445223,3.6347263,14,0.01,0.0005,3131.640683889389
15,model_type.halexnet,0.2294921875,3.4577096700668335,0.21037732,3.5334795,15,0.01,0.0005,3340.5716502666473
16,model_type.halexnet,0.228271484375,3.4324638843536377,0.22699264,3.4401805,16,0.01,0.0005,3550.519895553589
17,model_type.halexnet,0.24072265625,3.3534045219421387,0.2415573,3.3528354,17,0.01,0.0005,3758.209499359131
18,model_type.halexnet,0.25537109375,3.279453158378601,0.2534511,3.2711878,18,0.01,0.0005,3969.7154247760773
19,model_type.halexnet,0.260009765625,3.271825075149536,0.26474473,3.1971312,19,0.01,0.0005,4176.371531486511
20,model_type.halexnet,0.284912109375,3.14459890127182,0.2796895,3.1173193,20,0.01,0.0005,4381.903258323669
21,model_type.halexnet,0.294677734375,3.0443926453590393,0.2919534,3.0463374,21,0.01,0.0005,4588.530896186829
22,model_type.halexnet,0.300537109375,3.0363405346870422,0.30710828,2.9760773,22,0.01,0.0005,4801.308112621307
23,model_type.halexnet,0.302978515625,3.0012015104293823,0.31921214,2.905438,23,0.01,0.0005,5012.020463705063
24,model_type.halexnet,0.32763671875,2.8683948516845703,0.3284151,2.8471742,24,0.01,0.0005,5220.043571710587
25,model_type.halexnet,0.33642578125,2.866953670978546,0.34267965,2.7791018,25,0.01,0.0005,5427.731452465057
26,model_type.halexnet,0.3447265625,2.7889381051063538,0.35515365,2.7160707,26,0.01,0.0005,5638.2606291770935
27,model_type.halexnet,0.34375,2.8238064646720886,0.36608714,2.6538417,27,0.01,0.0005,5857.197603702545
28,model_type.halexnet,0.368408203125,2.68222177028656,0.37635043,2.5940256,28,0.01,0.0005,6067.29354763031
29,model_type.halexnet,0.353515625,2.789612889289856,0.38743398,2.5343564,29,0.01,0.0005,6276.928491353989
30,model_type.halexnet,0.37744140625,2.637450635433197,0.39822742,2.4796782,30,0.01,0.0005,6484.508793830872
31,model_type.halexnet,0.37841796875,2.6480183005332947,0.40932098,2.4245067,31,0.01,0.0005,6692.850571155548
32,model_type.halexnet,0.37255859375,2.6715092062950134,0.42114475,2.364587,32,0.01,0.0005,6907.611861467361
33,model_type.halexnet,0.37255859375,2.686639726161957,0.43046775,2.309328,33,0.01,0.0005,7117.30820441246
34,model_type.halexnet,0.39013671875,2.607992649078369,0.44146127,2.2524393,34,0.01,0.0005,7329.598486423492
35,model_type.halexnet,0.387451171875,2.63150817155838,0.45105433,2.2011652,35,0.01,0.0005,7538.439608097076
36,model_type.halexnet,0.39208984375,2.594654083251953,0.46477872,2.1434515,36,0.01,0.0005,7750.112855434418
37,model_type.halexnet,0.3984375,2.6079869866371155,0.47334146,2.0927923,37,0.01,0.0005,7966.6182076931
38,model_type.halexnet,0.399169921875,2.5450015664100647,0.48322463,2.0405571,38,0.01,0.0005,8183.201392173767
39,model_type.halexnet,0.428466796875,2.4934934973716736,0.4941081,1.984464,39,0.01,0.0005,8395.855589151382
40,model_type.halexnet,0.399169921875,2.616512954235077,0.5069222,1.9359223,40,0.01,0.0005,8605.931463479996
41,model_type.halexnet,0.400634765625,2.595556318759918,0.51923615,1.8732989,41,0.01,0.0005,8815.011959552765
42,model_type.halexnet,0.41064453125,2.5277516841888428,0.5266485,1.8262769,42,0.01,0.0005,9024.702518939972
43,model_type.halexnet,0.412353515625,2.5489495992660522,0.53913254,1.7717105,43,0.01,0.0005,9234.674553394318
44,model_type.halexnet,0.404541015625,2.6586232781410217,0.5477653,1.7215004,44,0.01,0.0005,9442.364030122757
45,model_type.halexnet,0.414794921875,2.5670034885406494,0.5631902,1.6640744,45,0.01,0.0005,9649.939703464508
46,model_type.halexnet,0.409423828125,2.6186617016792297,0.57082266,1.6186539,46,0.01,0.0005,9860.113094806671
47,model_type.halexnet,0.3955078125,2.659584939479828,0.58134604,1.5700471,47,0.01,0.0005,10069.728557825089
48,model_type.halexnet,0.404052734375,2.6976890563964844,0.5916593,1.5216742,48,0.01,0.0005,10289.72969007492
49,model_type.halexnet,0.38818359375,2.7673845291137695,0.6022527,1.4717962,49,0.01,0.0005,10498.564715385437
50,model_type.halexnet,0.40869140625,2.6525516510009766,0.61425656,1.4158618,50,0.01,0.0005,10706.505780935287
51,model_type.halexnet,0.439453125,2.680293083190918,0.71756965,1.0183593,51,0.01,0.0005,10912.512802362442
52,model_type.halexnet,0.445068359375,2.6467037200927734,0.73274446,0.95008576,52,0.01,0.0005,11120.266027450562
53,model_type.halexnet,0.438720703125,2.71488881111145,0.7408871,0.91599625,53,0.01,0.0005,11326.196113586426
