,Model,Activation,Test accuracy,Test loss,Normalized test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities,Problem dimension
0,model_type.hyperbolic,activation.dmelu,,0.3606139,0.7721574,,0.64975387,0,0.01,0.0001,20,2,,,10
1,model_type.hyperbolic,activation.dmelu,,0.3217673,0.68897784,,0.37959585,1,0.01,0.0001,20,2,,,10
2,model_type.hyperbolic,activation.dmelu,,0.27004692,0.5782326,,0.3395213,2,0.01,0.0001,20,2,,,10
3,model_type.hyperbolic,activation.dmelu,,0.2192286,0.46941888,,0.2803324,3,0.01,0.0001,20,2,,,10
4,model_type.hyperbolic,activation.dmelu,,0.19813646,0.42425576,,0.2205792,4,0.01,0.0001,20,2,,,10
5,model_type.hyperbolic,activation.dmelu,,0.19985904,0.4279442,,0.19342728,5,0.01,0.0001,20,2,,,10
6,model_type.hyperbolic,activation.dmelu,,0.19904126,0.42619315,,0.1930692,6,0.01,0.0001,20,2,,,10
7,model_type.hyperbolic,activation.dmelu,,0.18711951,0.40066594,,0.19146095,7,0.01,0.0001,20,2,,,10
8,model_type.hyperbolic,activation.dmelu,,0.17442383,0.37348157,,0.17605272,8,0.01,0.0001,20,2,,,10
9,model_type.hyperbolic,activation.dmelu,,0.17164591,0.3675334,,0.15536198,9,0.01,0.0001,20,2,,,10
10,model_type.hyperbolic,activation.dmelu,,0.1791534,0.38360867,,0.1414492,10,0.01,0.0001,20,2,,,10
11,model_type.hyperbolic,activation.dmelu,,0.18852337,0.40367192,,0.13784096,11,0.01,0.0001,20,2,,,10
12,model_type.hyperbolic,activation.dmelu,,0.1915122,0.4100717,,0.13915445,12,0.01,0.0001,20,2,,,10
13,model_type.hyperbolic,activation.dmelu,,0.18640862,0.39914376,,0.13861923,13,0.01,0.0001,20,2,,,10
14,model_type.hyperbolic,activation.dmelu,,0.17693412,0.3788567,,0.13406184,14,0.01,0.0001,20,2,,,10
15,model_type.hyperbolic,activation.dmelu,,0.16768682,0.3590561,,0.12756452,15,0.01,0.0001,20,2,,,10
16,model_type.hyperbolic,activation.dmelu,,0.16089365,0.34451035,,0.1219594,16,0.01,0.0001,20,2,,,10
17,model_type.hyperbolic,activation.dmelu,,0.15601273,0.33405915,,0.11826368,17,0.01,0.0001,20,2,,,10
18,model_type.hyperbolic,activation.dmelu,,0.15151355,0.32442537,,0.115424044,18,0.01,0.0001,20,2,,,10
19,model_type.hyperbolic,activation.dmelu,,0.1467456,0.3142161,,0.11186699,19,0.01,0.0001,20,2,,,10
20,model_type.hyperbolic,activation.dmelu,,0.14223343,0.30455452,,0.107139215,20,0.01,0.0001,20,2,,,10
21,model_type.hyperbolic,activation.dmelu,,0.13871704,0.2970251,,0.1020952,21,0.01,0.0001,20,2,,,10
22,model_type.hyperbolic,activation.dmelu,,0.1362472,0.29173663,,0.09788807,22,0.01,0.0001,20,2,,,10
23,model_type.hyperbolic,activation.dmelu,,0.13410553,0.2871508,,0.094995745,23,0.01,0.0001,20,2,,,10
24,model_type.hyperbolic,activation.dmelu,,0.13138226,0.28131965,,0.09302714,24,0.01,0.0001,20,2,,,10
25,model_type.hyperbolic,activation.dmelu,,0.12762035,0.27326456,,0.09119894,25,0.01,0.0001,20,2,,,10
26,model_type.hyperbolic,activation.dmelu,,0.12307584,0.2635337,,0.0889503,26,0.01,0.0001,20,2,,,10
27,model_type.hyperbolic,activation.dmelu,,0.11849833,0.2537322,,0.08626743,27,0.01,0.0001,20,2,,,10
28,model_type.hyperbolic,activation.dmelu,,0.11461659,0.2454205,,0.08356429,28,0.01,0.0001,20,2,,,10
29,model_type.hyperbolic,activation.dmelu,,0.1116945,0.23916364,,0.08126592,29,0.01,0.0001,20,2,,,10
30,model_type.hyperbolic,activation.dmelu,,0.10949344,0.23445065,,0.07941934,30,0.01,0.0001,20,2,,,10
31,model_type.hyperbolic,activation.dmelu,,0.10764422,0.23049106,,0.07766828,31,0.01,0.0001,20,2,,,10
32,model_type.hyperbolic,activation.dmelu,,0.10604554,0.2270679,,0.07561452,32,0.01,0.0001,20,2,,,10
33,model_type.hyperbolic,activation.dmelu,,0.10487388,0.22455911,,0.073205106,33,0.01,0.0001,20,2,,,10
34,model_type.hyperbolic,activation.dmelu,,0.10424136,0.22320475,,0.070753224,34,0.01,0.0001,20,2,,,10
35,model_type.hyperbolic,activation.dmelu,,0.10392091,0.22251858,,0.068595126,35,0.01,0.0001,20,2,,,10
36,model_type.hyperbolic,activation.dmelu,,0.10346513,0.22154266,,0.06677872,36,0.01,0.0001,20,2,,,10
37,model_type.hyperbolic,activation.dmelu,,0.102580205,0.21964782,,0.065105684,37,0.01,0.0001,20,2,,,10
38,model_type.hyperbolic,activation.dmelu,,0.10133842,0.21698888,,0.06342773,38,0.01,0.0001,20,2,,,10
39,model_type.hyperbolic,activation.dmelu,,0.100010596,0.2141457,,0.061819497,39,0.01,0.0001,20,2,,,10
40,model_type.hyperbolic,activation.dmelu,,0.09873875,0.2114224,,0.06043324,40,0.01,0.0001,20,2,,,10
41,model_type.hyperbolic,activation.dmelu,,0.097423874,0.20860694,,0.059236906,41,0.01,0.0001,20,2,,,10
42,model_type.hyperbolic,activation.dmelu,,0.0959305,0.20540929,,0.05797911,42,0.01,0.0001,20,2,,,10
43,model_type.hyperbolic,activation.dmelu,,0.0943176,0.20195569,,0.056448307,43,0.01,0.0001,20,2,,,10
44,model_type.hyperbolic,activation.dmelu,,0.092782095,0.19866782,,0.054718517,44,0.01,0.0001,20,2,,,10
45,model_type.hyperbolic,activation.dmelu,,0.09138502,0.19567637,,0.053070992,45,0.01,0.0001,20,2,,,10
46,model_type.hyperbolic,activation.dmelu,,0.08992644,0.19255319,,0.051675655,46,0.01,0.0001,20,2,,,10
47,model_type.hyperbolic,activation.dmelu,,0.08815199,0.18875371,,0.05042089,47,0.01,0.0001,20,2,,,10
48,model_type.hyperbolic,activation.dmelu,,0.08604461,0.18424131,,0.049084596,48,0.01,0.0001,20,2,,,10
49,model_type.hyperbolic,activation.dmelu,,0.083850615,0.17954347,,0.047610622,49,0.01,0.0001,20,2,,,10
50,model_type.hyperbolic,activation.dmelu,,0.08182793,0.17521243,,0.04614571,50,0.01,0.0001,20,2,,,10
51,model_type.hyperbolic,activation.dmelu,,0.08003699,0.17137761,,0.04482198,51,0.01,0.0001,20,2,,,10
52,model_type.hyperbolic,activation.dmelu,,0.07840089,0.16787435,,0.043592013,52,0.01,0.0001,20,2,,,10
53,model_type.hyperbolic,activation.dmelu,,0.07687746,0.16461234,,0.042332564,53,0.01,0.0001,20,2,,,10
54,model_type.hyperbolic,activation.dmelu,,0.075470336,0.16159935,,0.04103312,54,0.01,0.0001,20,2,,,10
55,model_type.hyperbolic,activation.dmelu,,0.07411009,0.15868676,,0.03978812,55,0.01,0.0001,20,2,,,10
56,model_type.hyperbolic,activation.dmelu,,0.072651885,0.15556441,,0.03863523,56,0.01,0.0001,20,2,,,10
