,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3238,1.888019,0.27768886,2.0143166,0,0.0001,1e-05,40,3,,
1,model_type.euclidean,activation.dmelu,0.36229998,1.8100901,0.34431016,1.8484299,1,0.0001,1e-05,40,3,,
2,model_type.euclidean,activation.dmelu,0.3803,1.7469012,0.36981833,1.7806445,2,0.0001,1e-05,40,3,,
3,model_type.euclidean,activation.dmelu,0.3931,1.7064396,0.38532332,1.7322811,3,0.0001,1e-05,40,3,,
4,model_type.euclidean,activation.dmelu,0.4067,1.6716584,0.39980793,1.6914661,4,0.0001,1e-05,40,3,,
5,model_type.euclidean,activation.dmelu,0.4148,1.6569713,0.4114917,1.6608917,5,0.0001,1e-05,40,3,,
6,model_type.euclidean,activation.dmelu,0.42569998,1.6187456,0.42099473,1.6353036,6,0.0001,1e-05,40,3,,
7,model_type.euclidean,activation.dmelu,0.4303,1.6051611,0.42739677,1.6129299,7,0.0001,1e-05,40,3,,
8,model_type.euclidean,activation.dmelu,0.44099998,1.5848955,0.4364797,1.594208,8,0.0001,1e-05,40,3,,
9,model_type.euclidean,activation.dmelu,0.443,1.5735248,0.4419414,1.5768223,9,0.0001,1e-05,40,3,,
10,model_type.euclidean,activation.dmelu,0.44829997,1.5617529,0.44556257,1.5649174,10,0.0001,1e-05,40,3,,
11,model_type.euclidean,activation.dmelu,0.4466,1.5505071,0.4512644,1.5504843,11,0.0001,1e-05,40,3,,
12,model_type.euclidean,activation.dmelu,0.45389998,1.5471641,0.45724633,1.534644,12,0.0001,1e-05,40,3,,
13,model_type.euclidean,activation.dmelu,0.4544,1.5448571,0.4583867,1.5257298,13,0.0001,1e-05,40,3,,
14,model_type.euclidean,activation.dmelu,0.44919997,1.5469625,0.46264803,1.5132288,14,0.0001,1e-05,40,3,,
15,model_type.euclidean,activation.dmelu,0.46159998,1.5161566,0.46546894,1.5061659,15,0.0001,1e-05,40,3,,
16,model_type.euclidean,activation.dmelu,0.4597,1.5113947,0.47011045,1.4942576,16,0.0001,1e-05,40,3,,
17,model_type.euclidean,activation.dmelu,0.4687,1.503703,0.47243118,1.4861982,17,0.0001,1e-05,40,3,,
18,model_type.euclidean,activation.dmelu,0.4691,1.4987621,0.47609234,1.4776653,18,0.0001,1e-05,40,3,,
19,model_type.euclidean,activation.dmelu,0.4727,1.491037,0.47733274,1.4703571,19,0.0001,1e-05,40,3,,
20,model_type.euclidean,activation.dmelu,0.47289997,1.4819947,0.48089388,1.4614719,20,0.0001,1e-05,40,3,,
21,model_type.euclidean,activation.dmelu,0.46089998,1.5161928,0.4825344,1.4553223,21,0.0001,1e-05,40,3,,
22,model_type.euclidean,activation.dmelu,0.4644,1.4963555,0.48567542,1.4484254,22,0.0001,1e-05,40,3,,
