,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
28,model_type.resnet18,0.44771634615384615,2.2894736986893873,0.5424536,1.835408,28,0.01,0.0005,6230.4706065654755
29,model_type.resnet18,0.47415865384615385,2.1614754459796806,0.5511964,1.7936652,29,0.01,0.0005,6457.951936483383
30,model_type.resnet18,0.4579326923076923,2.2701721084423556,0.5584687,1.7549038,30,0.01,0.0005,6664.833914041519
31,model_type.resnet18,0.46875,2.1660232757910705,0.56961226,1.713708,31,0.01,0.0005,6873.771742105484
32,model_type.resnet18,0.46274038461538464,2.265633910130232,0.57519406,1.6779072,32,0.01,0.0005,7078.465911865234
33,model_type.resnet18,0.46854967948717946,2.1867112395090933,0.5867678,1.6386946,33,0.01,0.0005,7295.455143690109
34,model_type.resnet18,0.46935096153846156,2.2080990167764516,0.59275967,1.6045094,34,0.01,0.0005,7529.878614187241
35,model_type.resnet18,0.47095352564102566,2.184009755269075,0.60211265,1.5674566,35,0.01,0.0005,7776.39755988121
36,model_type.resnet18,0.492588141025641,2.1105598348837633,0.6107354,1.5278708,36,0.01,0.0005,8005.265194892883
37,model_type.resnet18,0.4801682692307692,2.188965013393989,0.6182078,1.492019,37,0.01,0.0005,8234.29250073433
38,model_type.resnet18,0.48938301282051283,2.1143502394358316,0.62507004,1.4585577,38,0.01,0.0005,8447.67867898941
39,model_type.resnet18,0.49659455128205127,2.078677440300966,0.6352533,1.4239699,39,0.01,0.0005,8658.833958864212
40,model_type.resnet18,0.48717948717948717,2.136793457544767,0.64175534,1.3855473,40,0.01,0.0005,8868.069543361664
41,model_type.resnet18,0.49599358974358976,2.1114160953423915,0.6480974,1.3566594,41,0.01,0.0005,9074.385252952576
42,model_type.resnet18,0.49599358974358976,2.1227119885958157,0.6576104,1.3224277,42,0.01,0.0005,9278.407353162766
43,model_type.resnet18,0.48096955128205127,2.189065551146483,0.6668334,1.2859044,43,0.01,0.0005,9484.322548389435
44,model_type.resnet18,0.4891826923076923,2.1760571048809934,0.6746559,1.2512618,44,0.01,0.0005,9686.698172092438
45,model_type.resnet18,0.49759615384615385,2.116090560570741,0.6805978,1.2232052,45,0.01,0.0005,9893.333838701248
46,model_type.resnet18,0.48036858974358976,2.204199882654043,0.69039094,1.1890794,46,0.01,0.0005,10099.120217323303
47,model_type.resnet18,0.47736378205128205,2.2353106569021177,0.69732314,1.1585592,47,0.01,0.0005,10307.214298009872
48,model_type.resnet18,0.49919871794871795,2.106302635791974,0.7042954,1.127775,48,0.01,0.0005,10513.55396771431
49,model_type.resnet18,0.4895833333333333,2.169947243653811,0.7126781,1.0969337,49,0.01,0.0005,10714.093542814255
50,model_type.resnet18,0.4953926282051282,2.124364538070483,0.72106075,1.0633782,50,0.01,0.0005,10917.424293994904
51,model_type.resnet18,0.5426682692307693,1.895318940663949,0.8005562,0.80910516,51,0.01,0.0005,11122.01705121994
52,model_type.resnet18,0.5424679487179487,1.8949521688314586,0.81713146,0.7626172,52,0.01,0.0005,11323.63690495491
53,model_type.resnet18,0.5438701923076923,1.9005269729174101,0.8225532,0.74349684,53,0.01,0.0005,11526.725295066833
54,model_type.resnet18,0.5472756410256411,1.8810431498747606,0.8271947,0.7273768,54,0.01,0.0005,11731.149369478226
55,model_type.resnet18,0.546073717948718,1.9005684210703924,0.8305058,0.71640784,55,0.01,0.0005,11931.869990825653
56,model_type.resnet18,0.5456730769230769,1.88922295662073,0.83303654,0.70812464,56,0.01,0.0005,12131.895658493042
57,model_type.resnet18,0.5508814102564102,1.8810421824455261,0.8361376,0.69815475,57,0.01,0.0005,12326.159332036972
58,model_type.resnet18,0.546073717948718,1.8894143211535919,0.8381682,0.6888161,58,0.01,0.0005,12523.275693178177
59,model_type.resnet18,0.5448717948717948,1.9010767019712007,0.840609,0.67934424,59,0.01,0.0005,12719.712657928467
60,model_type.resnet18,0.5432692307692307,1.9054000988984718,0.8412692,0.67489517,60,0.01,0.0005,12916.209324359894
61,model_type.resnet18,0.5472756410256411,1.9041634049171057,0.84573066,0.6668543,61,0.01,0.0005,13112.024832963943
62,model_type.resnet18,0.5462740384615384,1.9078548856270618,0.84708107,0.66053784,62,0.01,0.0005,13310.341372728348
63,model_type.resnet18,0.5464743589743589,1.9163617675121014,0.8481514,0.65421844,63,0.01,0.0005,13503.79577088356
64,model_type.resnet18,0.5462740384615384,1.89991799226174,0.8492818,0.6481925,64,0.01,0.0005,13697.170560598373
65,model_type.resnet18,0.5448717948717948,1.918435819638081,0.8525028,0.6404375,65,0.01,0.0005,13890.823311805725
66,model_type.resnet18,0.5484775641025641,1.898444218513293,0.853063,0.63616914,66,0.01,0.0005,14087.068512439728
67,model_type.resnet18,0.5444711538461539,1.9227466659668164,0.8565941,0.62630093,67,0.01,0.0005,14282.485901355743
68,model_type.resnet18,0.5430689102564102,1.9273546628462963,0.8580946,0.620597,68,0.01,0.0005,14477.701785087585
69,model_type.resnet18,0.5434695512820513,1.9191856109178984,0.8587948,0.6154666,69,0.01,0.0005,14671.77780342102
70,model_type.resnet18,0.5448717948717948,1.9356401639106946,0.8616557,0.60826427,70,0.01,0.0005,14865.54835820198
71,model_type.resnet18,0.5408653846153846,1.9327947405668406,0.8636364,0.60349256,71,0.01,0.0005,15061.64268875122
