,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.06570512820512821,4.606800201611641,0.04472431,4.8669515,0,0.01,0.0005,209.73105669021606
1,model_type.resnet18,0.11778846153846154,4.165003318053025,0.098441504,4.340472,1,0.01,0.0005,414.4366693496704
2,model_type.resnet18,0.15364583333333334,3.864836720319895,0.14197543,4.0057745,2,0.01,0.0005,631.9644639492035
3,model_type.resnet18,0.17247596153846154,3.7362317672142615,0.17601633,3.7675467,3,0.01,0.0005,856.964793920517
4,model_type.resnet18,0.1921073717948718,3.622747228695796,0.20511563,3.5787325,4,0.01,0.0005,1066.1888415813446
5,model_type.resnet18,0.22255608974358973,3.4426792004169564,0.23007363,3.425221,5,0.01,0.0005,1272.1351556777954
6,model_type.resnet18,0.2481971153846154,3.308125064923213,0.2527609,3.2890575,6,0.01,0.0005,1478.457626581192
7,model_type.resnet18,0.26622596153846156,3.184466465925559,0.2725672,3.1695712,7,0.01,0.0005,1688.6323676109314
8,model_type.resnet18,0.29126602564102566,3.0670190835610414,0.29470432,3.0582926,8,0.01,0.0005,1892.7506666183472
9,model_type.resnet18,0.30448717948717946,2.976221900719863,0.3109395,2.9614954,9,0.01,0.0005,2098.6474606990814
10,model_type.resnet18,0.31630608974358976,2.8963332053942556,0.32838508,2.8690531,10,0.01,0.0005,2307.383330345154
11,model_type.resnet18,0.32251602564102566,2.913182224982824,0.3466409,2.782929,11,0.01,0.0005,2515.9696769714355
12,model_type.resnet18,0.34294871794871795,2.7890502917460904,0.36204585,2.7006123,12,0.01,0.0005,2723.8465428352356
13,model_type.resnet18,0.3411458333333333,2.8278356148646426,0.3785211,2.6237066,13,0.01,0.0005,2926.523975610733
14,model_type.resnet18,0.3659855769230769,2.7129945892554064,0.39141524,2.5536597,14,0.01,0.0005,3132.997791528702
15,model_type.resnet18,0.37720352564102566,2.646387274448688,0.40360916,2.4900863,15,0.01,0.0005,3342.5436668395996
16,model_type.resnet18,0.3796073717948718,2.5989349530293393,0.41917413,2.4231637,16,0.01,0.0005,3548.4215507507324
17,model_type.resnet18,0.3876201923076923,2.559738418994806,0.42746678,2.3708496,17,0.01,0.0005,3767.636578798294
18,model_type.resnet18,0.39142628205128205,2.54881542462569,0.44167134,2.3098152,18,0.01,0.0005,3992.642279148102
19,model_type.resnet18,0.4128605769230769,2.4565943464254723,0.45204467,2.2549438,19,0.01,0.0005,4213.088124036789
20,model_type.resnet18,0.40344551282051283,2.486904265024723,0.46363837,2.200062,20,0.01,0.0005,4443.704105138779
21,model_type.resnet18,0.4266826923076923,2.390866898573362,0.47293133,2.1517453,21,0.01,0.0005,4670.978360891342
22,model_type.resnet18,0.4354967948717949,2.346896909750425,0.4840149,2.1046312,22,0.01,0.0005,4890.05829000473
23,model_type.resnet18,0.41386217948717946,2.4797165057598014,0.49395806,2.0535643,23,0.01,0.0005,5119.3949654102325
24,model_type.resnet18,0.4437099358974359,2.339758414488572,0.5040113,2.007471,24,0.01,0.0005,5342.316352367401
25,model_type.resnet18,0.42788461538461536,2.3787918304785705,0.5144546,1.9644688,25,0.01,0.0005,5563.603010177612
26,model_type.resnet18,0.4541266025641026,2.261227112550002,0.5231574,1.9172604,26,0.01,0.0005,5782.044090747833
27,model_type.resnet18,0.45072115384615385,2.291889190673828,0.5331106,1.877106,27,0.01,0.0005,6009.469789266586
