,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.06710737179487179,4.581127649698502,0.046264805,4.8730154,0,0.01,0.0005,209.16152572631836
1,model_type.resnet18,0.10857371794871795,4.205113362043332,0.098091386,4.341744,1,0.01,0.0005,413.46170592308044
2,model_type.resnet18,0.1560496794871795,3.884529877931644,0.1424556,4.0029764,2,0.01,0.0005,629.9677941799164
3,model_type.resnet18,0.18389423076923078,3.699914813041687,0.17574623,3.766691,3,0.01,0.0005,842.9985752105713
4,model_type.resnet18,0.19491185897435898,3.636624213976738,0.20486556,3.5826926,4,0.01,0.0005,1055.6394374370575
5,model_type.resnet18,0.21915064102564102,3.474043173667712,0.23170415,3.4273312,5,0.01,0.0005,1258.2764320373535
6,model_type.resnet18,0.22876602564102563,3.411367043470725,0.25177056,3.2983918,6,0.01,0.0005,1462.755928993225
7,model_type.resnet18,0.2546073717948718,3.276446807078826,0.2696263,3.1818604,7,0.01,0.0005,1666.8540182113647
8,model_type.resnet18,0.25500801282051283,3.293506717070555,0.29007283,3.0718124,8,0.01,0.0005,1872.9059677124023
9,model_type.resnet18,0.2998798076923077,3.03955038694235,0.3109295,2.9719255,9,0.01,0.0005,2079.4397718906403
10,model_type.resnet18,0.31310096153846156,2.9793137342501907,0.3275148,2.877327,10,0.01,0.0005,2285.171157836914
11,model_type.resnet18,0.32832532051282054,2.8627378390385556,0.34457025,2.7917671,11,0.01,0.0005,2493.149641752243
12,model_type.resnet18,0.31810897435897434,2.916075409987034,0.3591049,2.708681,12,0.01,0.0005,2699.3678574562073
13,model_type.resnet18,0.34975961538461536,2.7836590730226956,0.3762504,2.632263,13,0.01,0.0005,2906.7443919181824
14,model_type.resnet18,0.3503605769230769,2.772918401620327,0.39172536,2.5611556,14,0.01,0.0005,3114.506294965744
15,model_type.resnet18,0.36498397435897434,2.7047699720431595,0.4022287,2.494356,15,0.01,0.0005,3324.92316198349
16,model_type.resnet18,0.3812099358974359,2.5958066246448417,0.41644326,2.43203,16,0.01,0.0005,3529.8681557178497
17,model_type.resnet18,0.383213141025641,2.593825792654967,0.42803696,2.3678854,17,0.01,0.0005,3735.5401995182037
18,model_type.resnet18,0.40705128205128205,2.48671027024587,0.4400208,2.3104882,18,0.01,0.0005,3946.49134683609
19,model_type.resnet18,0.40404647435897434,2.528635527843084,0.45140445,2.2531862,19,0.01,0.0005,4149.094446659088
20,model_type.resnet18,0.4204727564102564,2.4326658630982423,0.4634083,2.2054152,20,0.01,0.0005,4358.457802772522
21,model_type.resnet18,0.4170673076923077,2.4499040933755727,0.4747419,2.1516738,21,0.01,0.0005,4562.763062000275
22,model_type.resnet18,0.41967147435897434,2.462013556407048,0.48238435,2.107927,22,0.01,0.0005,4768.187226057053
23,model_type.resnet18,0.444911858974359,2.3447157648893504,0.49328786,2.0578344,23,0.01,0.0005,4974.607917070389
24,model_type.resnet18,0.4360977564102564,2.359354181167407,0.50294095,2.0133355,24,0.01,0.0005,5178.8419277668
25,model_type.resnet18,0.43048878205128205,2.424179900915195,0.5138844,1.9691364,25,0.01,0.0005,5388.340681314468
26,model_type.resnet18,0.45032051282051283,2.264737016115433,0.521867,1.9234865,26,0.01,0.0005,5598.378159999847
27,model_type.resnet18,0.45492788461538464,2.2709621832920956,0.5314801,1.8828908,27,0.01,0.0005,5802.254334926605
28,model_type.resnet18,0.4364983974358974,2.3768166441183824,0.540563,1.8387753,28,0.01,0.0005,6002.698760032654
29,model_type.resnet18,0.4641426282051282,2.253935158252716,0.5481554,1.800919,29,0.01,0.0005,6208.931653022766
30,model_type.resnet18,0.46694711538461536,2.257565881961431,0.5577785,1.756082,30,0.01,0.0005,6415.340011358261
31,model_type.resnet18,0.4489182692307692,2.321734729485634,0.56601113,1.7221057,31,0.01,0.0005,6620.663446426392
32,model_type.resnet18,0.4639423076923077,2.24166069428126,0.5773547,1.6817124,32,0.01,0.0005,6825.916055440903
33,model_type.resnet18,0.41165865384615385,2.5279837602224107,0.5830866,1.6453028,33,0.01,0.0005,7031.710772275925
34,model_type.resnet18,0.48357371794871795,2.162074628548744,0.59356993,1.6077855,34,0.01,0.0005,7237.579575300217
35,model_type.resnet18,0.4645432692307692,2.2408801928544655,0.6009623,1.5699537,35,0.01,0.0005,7442.7147035598755
36,model_type.resnet18,0.47375801282051283,2.2407836684813867,0.60900486,1.531291,36,0.01,0.0005,7645.316103219986
37,model_type.resnet18,0.4889823717948718,2.1710869807463427,0.61798775,1.4955378,37,0.01,0.0005,7850.973924875259
38,model_type.resnet18,0.46895032051282054,2.220074034654177,0.6252501,1.4642138,38,0.01,0.0005,8058.480307817459
39,model_type.resnet18,0.4697516025641026,2.2251348740015273,0.63207227,1.4306756,39,0.01,0.0005,8268.521939277649
40,model_type.resnet18,0.48978365384615385,2.175791064898173,0.6431458,1.3918443,40,0.01,0.0005,8473.151328086853
