,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.266,2.0132275,0.20928697,2.108581,0,0.0001,1e-05,20,5,,
1,model_type.euclidean,activation.dmelu,0.308,1.8987181,0.28761202,1.9543848,1,0.0001,1e-05,20,5,,
2,model_type.euclidean,activation.dmelu,0.3217,1.8498689,0.32074264,1.8665795,2,0.0001,1e-05,20,5,,
3,model_type.euclidean,activation.dmelu,0.333,1.8197899,0.32886523,1.831994,3,0.0001,1e-05,20,5,,
4,model_type.euclidean,activation.dmelu,0.34,1.794522,0.3418294,1.8077081,4,0.0001,1e-05,20,5,,
5,model_type.euclidean,activation.dmelu,0.3551,1.7702527,0.35147247,1.783255,5,0.0001,1e-05,20,5,,
6,model_type.euclidean,activation.dmelu,0.3645,1.7392823,0.36045533,1.7584574,6,0.0001,1e-05,20,5,,
7,model_type.euclidean,activation.dmelu,0.37309998,1.7228918,0.36989838,1.7394598,7,0.0001,1e-05,20,5,,
8,model_type.euclidean,activation.dmelu,0.37559998,1.7123674,0.37514004,1.7217869,8,0.0001,1e-05,20,5,,
9,model_type.euclidean,activation.dmelu,0.377,1.694774,0.38098192,1.7069197,9,0.0001,1e-05,20,5,,
10,model_type.euclidean,activation.dmelu,0.3875,1.6845752,0.38496318,1.6949909,10,0.0001,1e-05,20,5,,
11,model_type.euclidean,activation.dmelu,0.3874,1.6809018,0.39074504,1.6816256,11,0.0001,1e-05,20,5,,
12,model_type.euclidean,activation.dmelu,0.392,1.6697276,0.393746,1.6712475,12,0.0001,1e-05,20,5,,
13,model_type.euclidean,activation.dmelu,0.39429998,1.666559,0.39638683,1.6621367,13,0.0001,1e-05,20,5,,
14,model_type.euclidean,activation.dmelu,0.4042,1.6463394,0.40058818,1.654359,14,0.0001,1e-05,20,5,,
15,model_type.euclidean,activation.dmelu,0.40579998,1.642301,0.40436938,1.6452085,15,0.0001,1e-05,20,5,,
16,model_type.euclidean,activation.dmelu,0.40919998,1.6329947,0.40853074,1.6364299,16,0.0001,1e-05,20,5,,
17,model_type.euclidean,activation.dmelu,0.4136,1.6230814,0.41049135,1.629031,17,0.0001,1e-05,20,5,,
