,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.hresnet18,0.039463141025641024,5.027446557313968,0.02115677,5.161327,0,0.01,0.0005,468.6604325771332
1,model_type.hresnet18,0.05829326923076923,4.812071745212261,0.052476794,4.913169,1,0.01,0.0005,857.0753695964813
2,model_type.hresnet18,0.08092948717948718,4.609115820664626,0.07459387,4.712599,2,0.01,0.0005,1245.8356857299805
3,model_type.hresnet18,0.10657051282051282,4.430650387054834,0.09260964,4.5268908,3,0.01,0.0005,1635.9072377681732
4,model_type.hresnet18,0.11278044871794872,4.315018953421177,0.111975834,4.3644114,4,0.01,0.0005,2029.8544220924377
5,model_type.hresnet18,0.13181089743589744,4.163471979972644,0.13105194,4.2159986,5,0.01,0.0005,2421.807190656662
6,model_type.hresnet18,0.14583333333333334,4.047503370505113,0.14799736,4.083829,6,0.01,0.0005,2813.3760089874268
7,model_type.hresnet18,0.16506410256410256,3.9254370591579337,0.1649928,3.9599547,7,0.01,0.0005,3203.3482608795166
8,model_type.hresnet18,0.17387820512820512,3.8132977913587522,0.18160811,3.8460433,8,0.01,0.0005,3592.9768006801605
9,model_type.hresnet18,0.20012019230769232,3.7043798978512106,0.19769326,3.7372503,9,0.01,0.0005,3983.6071174144745
10,model_type.hresnet18,0.2077323717948718,3.6040450701346765,0.21133763,3.636113,10,0.01,0.0005,4370.6950352191925
11,model_type.hresnet18,0.21975160256410256,3.5676233034867506,0.2269026,3.5412176,11,0.01,0.0005,4760.5332243442535
12,model_type.hresnet18,0.23237179487179488,3.47397143412859,0.24055699,3.4523315,12,0.01,0.0005,5149.699848175049
13,model_type.hresnet18,0.2636217948717949,3.310813491161053,0.25341108,3.3648167,13,0.01,0.0005,5541.3353972435
14,model_type.hresnet18,0.2465945512820513,3.3406065580172415,0.2678257,3.282092,14,0.01,0.0005,5933.986621379852
15,model_type.hresnet18,0.2642227564102564,3.2621387579502206,0.28192022,3.2050302,15,0.01,0.0005,6323.072395324707
16,model_type.hresnet18,0.2916666666666667,3.118901842679733,0.29381403,3.1287096,16,0.01,0.0005,6713.163345813751
17,model_type.hresnet18,0.2910657051282051,3.107521414756775,0.30816862,3.053679,17,0.01,0.0005,7104.921861171722
18,model_type.hresnet18,0.28565705128205127,3.12366897937579,0.32179296,2.9816382,18,0.01,0.0005,7496.915912389755
19,model_type.hresnet18,0.305088141025641,3.020386408536862,0.33504722,2.9101093,19,0.01,0.0005,7893.128205299377
20,model_type.hresnet18,0.31590544871794873,2.9844415310101633,0.3484615,2.8415458,20,0.01,0.0005,8284.607852697372
21,model_type.hresnet18,0.3451522435897436,2.793594403144641,0.36075544,2.7790926,21,0.01,0.0005,8676.70258140564
22,model_type.hresnet18,0.3531650641025641,2.8055235819938855,0.3740597,2.7120032,22,0.01,0.0005,9069.337301969528
23,model_type.hresnet18,0.33092948717948717,2.8935736356637416,0.38767406,2.649691,23,0.01,0.0005,9461.31371641159
24,model_type.hresnet18,0.33673878205128205,2.850692336375897,0.39740717,2.591203,24,0.01,0.0005,9853.330453634262
25,model_type.hresnet18,0.3735977564102564,2.7007933335426526,0.41021127,2.5263503,25,0.01,0.0005,10242.662616968155
26,model_type.hresnet18,0.374599358974359,2.6961915431878505,0.42055458,2.4678395,26,0.01,0.0005,10633.130106210709
27,model_type.hresnet18,0.3848157051282051,2.60294656875806,0.43359876,2.4137192,27,0.01,0.0005,11024.731000423431
28,model_type.hresnet18,0.39823717948717946,2.566675473482181,0.44602272,2.3570817,28,0.01,0.0005,11415.588150024414
