,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.2681,1.9952815,0.20646606,2.1223845,0,0.0001,1e-05,20,4,,
1,model_type.euclidean,activation.dmelu,0.31399998,1.9038554,0.29733515,1.9450749,1,0.0001,1e-05,20,4,,
2,model_type.euclidean,activation.dmelu,0.3365,1.8407012,0.32692462,1.871188,2,0.0001,1e-05,20,4,,
3,model_type.euclidean,activation.dmelu,0.35029998,1.8214035,0.34613076,1.826015,3,0.0001,1e-05,20,4,,
4,model_type.euclidean,activation.dmelu,0.36319998,1.7738882,0.35475352,1.79295,4,0.0001,1e-05,20,4,,
5,model_type.euclidean,activation.dmelu,0.3724,1.7455088,0.3678377,1.7647069,5,0.0001,1e-05,20,4,,
6,model_type.euclidean,activation.dmelu,0.3797,1.7262428,0.3762404,1.7405435,6,0.0001,1e-05,20,4,,
7,model_type.euclidean,activation.dmelu,0.38599998,1.7059332,0.38180217,1.7202077,7,0.0001,1e-05,20,4,,
8,model_type.euclidean,activation.dmelu,0.3918,1.7008286,0.38948464,1.7024076,8,0.0001,1e-05,20,4,,
9,model_type.euclidean,activation.dmelu,0.3924,1.6862777,0.3942862,1.6871847,9,0.0001,1e-05,20,4,,
10,model_type.euclidean,activation.dmelu,0.403,1.664783,0.3974872,1.6737443,10,0.0001,1e-05,20,4,,
11,model_type.euclidean,activation.dmelu,0.4052,1.651493,0.40336907,1.6630784,11,0.0001,1e-05,20,4,,
12,model_type.euclidean,activation.dmelu,0.4091,1.644586,0.4080906,1.6510727,12,0.0001,1e-05,20,4,,
13,model_type.euclidean,activation.dmelu,0.40919998,1.6486572,0.41089147,1.6435151,13,0.0001,1e-05,20,4,,
14,model_type.euclidean,activation.dmelu,0.4129,1.6313572,0.41705346,1.6325102,14,0.0001,1e-05,20,4,,
15,model_type.euclidean,activation.dmelu,0.4166,1.6234808,0.41757363,1.6237302,15,0.0001,1e-05,20,4,,
16,model_type.euclidean,activation.dmelu,0.4206,1.612441,0.42213508,1.6153684,16,0.0001,1e-05,20,4,,
17,model_type.euclidean,activation.dmelu,0.4235,1.6031027,0.4253961,1.6066308,17,0.0001,1e-05,20,4,,
18,model_type.euclidean,activation.dmelu,0.42139998,1.6017902,0.4274568,1.5994847,18,0.0001,1e-05,20,4,,
19,model_type.euclidean,activation.dmelu,0.428,1.5944922,0.4293774,1.5934597,19,0.0001,1e-05,20,4,,
20,model_type.euclidean,activation.dmelu,0.429,1.587943,0.43253842,1.5851939,20,0.0001,1e-05,20,4,,
21,model_type.euclidean,activation.dmelu,0.4353,1.5844092,0.43457907,1.5810897,21,0.0001,1e-05,20,4,,
22,model_type.euclidean,activation.dmelu,0.4323,1.5809888,0.43613955,1.5731484,22,0.0001,1e-05,20,4,,
23,model_type.euclidean,activation.dmelu,0.43159997,1.5878408,0.43760005,1.5690628,23,0.0001,1e-05,20,4,,
24,model_type.euclidean,activation.dmelu,0.4348,1.5696733,0.44190142,1.5635209,24,0.0001,1e-05,20,4,,
25,model_type.euclidean,activation.dmelu,0.435,1.5714589,0.44230154,1.5576482,25,0.0001,1e-05,20,4,,
26,model_type.euclidean,activation.dmelu,0.4288,1.5733812,0.44678298,1.5504564,26,0.0001,1e-05,20,4,,
27,model_type.euclidean,activation.dmelu,0.4437,1.5610324,0.44646287,1.546958,27,0.0001,1e-05,20,4,,
28,model_type.euclidean,activation.dmelu,0.4447,1.5553455,0.44800335,1.5436468,28,0.0001,1e-05,20,4,,
29,model_type.euclidean,activation.dmelu,0.43629998,1.5606463,0.45016405,1.5380844,29,0.0001,1e-05,20,4,,
