,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.hresnet18,0.08153044871794872,4.618154305678147,0.052386764,4.872954,0,0.1,0.0005,397.82913398742676
1,model_type.hresnet18,0.13661858974358973,4.189591520871872,0.11580706,4.3878627,1,0.1,0.0005,795.4135205745697
2,model_type.hresnet18,0.18529647435897437,3.8749995017663026,0.174966,3.9633148,2,0.1,0.0005,1193.7893793582916
3,model_type.hresnet18,0.21053685897435898,3.599802704957815,0.22608234,3.5993762,3,0.1,0.0005,1589.832855463028
4,model_type.hresnet18,0.21033653846153846,3.6098580604944472,0.2768086,3.2884161,4,0.1,0.0005,1989.2816824913025
5,model_type.hresnet18,0.31490384615384615,3.0002729892730713,0.32136282,3.0244184,5,0.1,0.0005,2387.344289779663
6,model_type.hresnet18,0.3457532051282051,2.8476554522147546,0.36257604,2.8065631,6,0.1,0.0005,2781.6798112392426
7,model_type.hresnet18,0.3641826923076923,2.7743699306096787,0.39508644,2.6262748,7,0.1,0.0005,3175.8284769058228
8,model_type.hresnet18,0.2980769230769231,3.1606672390913353,0.42603633,2.4712868,8,0.1,0.0005,3572.475282430649
9,model_type.hresnet18,0.41466346153846156,2.5088542149617123,0.4515645,2.3464684,9,0.1,0.0005,3969.712349176407
10,model_type.hresnet18,0.4154647435897436,2.493127260452662,0.47494197,2.231776,10,0.1,0.0005,4366.419343948364
11,model_type.hresnet18,0.4407051282051282,2.3409566359642224,0.49456826,2.1384716,11,0.1,0.0005,4764.50026011467
12,model_type.hresnet18,0.4417067307692308,2.360942151301946,0.512504,2.052092,12,0.1,0.0005,5160.198454380035
13,model_type.hresnet18,0.43729967948717946,2.3777407178511987,0.52980953,1.9760625,13,0.1,0.0005,5569.217125177383
14,model_type.hresnet18,0.4250801282051282,2.445672855927394,0.54334384,1.9172997,14,0.1,0.0005,5966.281828165054
15,model_type.hresnet18,0.4282852564102564,2.526278847303146,0.5571583,1.8513501,15,0.1,0.0005,6361.96674990654
16,model_type.hresnet18,0.4489182692307692,2.3577071183767075,0.5691521,1.791622,16,0.1,0.0005,6761.194017410278
17,model_type.hresnet18,0.47996794871794873,2.2118817384426412,0.57984555,1.7414205,17,0.1,0.0005,7155.198900222778
18,model_type.hresnet18,0.4641426282051282,2.2607971108876743,0.5915993,1.6925327,18,0.1,0.0005,7555.410405158997
19,model_type.hresnet18,0.46474358974358976,2.2745779905563746,0.6006222,1.6548536,19,0.1,0.0005,7951.417521476746
