,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities,Time
0,model_type.poincare,activation.dmelu,0.4919,1.6032164,0.50815433,1.6410414,0,0.0001,1e-05,20,7,,,60.382237911224365
1,model_type.poincare,activation.dmelu,0.5929,1.3190655,0.7106457,1.0574069,1,0.0001,1e-05,20,7,,,121.48015093803406
2,model_type.poincare,activation.dmelu,0.6382,1.1862404,0.78069973,0.7881703,2,0.0001,1e-05,20,7,,,183.92644143104553
3,model_type.poincare,activation.dmelu,0.66969997,1.0814303,0.81109923,0.6562758,3,0.0001,1e-05,20,7,,,242.7338297367096
4,model_type.poincare,activation.dmelu,0.6805,1.0341495,0.82622397,0.5900765,4,0.0001,1e-05,20,7,,,299.7729241847992
5,model_type.poincare,activation.dmelu,0.69619995,0.98563653,0.83753,0.5485376,5,0.0001,1e-05,20,7,,,360.4887385368347
6,model_type.poincare,activation.dmelu,0.70019996,0.969009,0.84581774,0.5183348,6,0.0001,1e-05,20,7,,,424.64690256118774
7,model_type.poincare,activation.dmelu,0.71239996,0.9257627,0.8521378,0.49302697,7,0.0001,1e-05,20,7,,,488.55379605293274
8,model_type.poincare,activation.dmelu,0.72249997,0.896952,0.8580409,0.47085333,8,0.0001,1e-05,20,7,,,547.0839643478394
9,model_type.poincare,activation.dmelu,0.7263,0.8878998,0.8630937,0.45282534,9,0.0001,1e-05,20,7,,,605.1218390464783
10,model_type.poincare,activation.dmelu,0.7346,0.8609925,0.86807966,0.43560812,10,0.0001,1e-05,20,7,,,666.968270778656
11,model_type.poincare,activation.dmelu,0.7417,0.8388055,0.8724987,0.42081726,11,0.0001,1e-05,20,7,,,724.884379863739
12,model_type.poincare,activation.dmelu,0.7461,0.82701486,0.8763007,0.40764183,12,0.0001,1e-05,20,7,,,784.399251461029
13,model_type.poincare,activation.dmelu,0.7525,0.8125357,0.8808031,0.39472377,13,0.0001,1e-05,20,7,,,844.6300747394562
14,model_type.poincare,activation.dmelu,0.75619996,0.8080808,0.8833878,0.38394827,14,0.0001,1e-05,20,7,,,902.5729887485504
15,model_type.poincare,activation.dmelu,0.75799996,0.794836,0.8860392,0.3740075,15,0.0001,1e-05,20,7,,,961.4129333496094
16,model_type.poincare,activation.dmelu,0.7603,0.7893819,0.8880403,0.36470598,16,0.0001,1e-05,20,7,,,1021.1864552497864
17,model_type.poincare,activation.dmelu,0.76479995,0.7740359,0.8908418,0.35703787,17,0.0001,1e-05,20,7,,,1081.562515258789
18,model_type.poincare,activation.dmelu,0.7671,0.7733569,0.8928929,0.34967175,18,0.0001,1e-05,20,7,,,1143.422848701477
19,model_type.poincare,activation.dmelu,0.7668,0.7637749,0.894277,0.34230575,19,0.0001,1e-05,20,7,,,1200.7342898845673
20,model_type.poincare,activation.dmelu,0.7718,0.76084816,0.89694506,0.33578852,20,0.0001,1e-05,20,7,,,1260.1936528682709
21,model_type.poincare,activation.dmelu,0.7725,0.75281936,0.8996965,0.33000132,21,0.0001,1e-05,20,7,,,1318.486911058426
22,model_type.poincare,activation.dmelu,0.77779996,0.744042,0.9009972,0.32312834,22,0.0001,1e-05,20,7,,,1380.767047405243
23,model_type.poincare,activation.dmelu,0.7759,0.74427116,0.90316504,0.3179907,23,0.0001,1e-05,20,7,,,1440.7948081493378
