Model,Activation,Dataset,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Optimizer,Neurons,Nlayers,Time
hyp,relu,cifar10,0.47029998898506165,1.5631393194198608,0.6037803708439897,1.1273823601510518,0,0.01,1e-05,sgd,40,1,10.930996179580688
hyp,relu,cifar10,0.4713999927043915,1.571492075920105,0.6057384910485933,1.121125456164865,1,0.01,1e-05,sgd,40,1,21.862003326416016
hyp,relu,cifar10,0.47049999237060547,1.574414610862732,0.6057584718670077,1.1160197896725685,2,0.01,1e-05,sgd,40,1,32.89108943939209
hyp,relu,cifar10,0.4664999842643738,1.561976671218872,0.6097546355498721,1.109089104949361,3,0.01,1e-05,sgd,40,1,43.8380606174469
hyp,relu,cifar10,0.46069997549057007,1.6484556198120117,0.6119525255754475,1.1019751088088736,4,0.01,1e-05,sgd,40,1,54.927518129348755
hyp,relu,cifar10,0.4790000021457672,1.5580039024353027,0.6134510869565217,1.098827002832042,5,0.01,1e-05,sgd,40,1,65.81618762016296
hyp,relu,cifar10,0.44749999046325684,1.6656851768493652,0.6154891304347826,1.0940349061623253,6,0.01,1e-05,sgd,40,1,76.7600724697113
hyp,relu,cifar10,0.4668999910354614,1.6235979795455933,0.6156889386189258,1.0890132428892434,7,0.01,1e-05,sgd,40,1,87.74930119514465
hyp,relu,cifar10,0.4675999879837036,1.601061463356018,0.6170476342710998,1.0852153825637934,8,0.01,1e-05,sgd,40,1,98.64903283119202
hyp,relu,cifar10,0.4756999909877777,1.590482473373413,0.6198849104859335,1.0802029792000265,9,0.01,1e-05,sgd,40,1,109.65830445289612
hyp,relu,cifar10,0.4723999798297882,1.5937395095825195,0.6208040281329923,1.0754421294650154,10,0.01,1e-05,sgd,40,1,120.6301600933075
hyp,relu,cifar10,0.4721999764442444,1.6045747995376587,0.6242407289002557,1.0710690470455249,11,0.01,1e-05,sgd,40,1,131.69548749923706
hyp,relu,cifar10,0.4640999734401703,1.6329002380371094,0.6246003836317136,1.0656022896699588,12,0.01,1e-05,sgd,40,1,142.63401579856873
hyp,relu,cifar10,0.46859997510910034,1.625501036643982,0.6268781969309463,1.0608243584023107,13,0.01,1e-05,sgd,40,1,153.58554697036743
hyp,relu,cifar10,0.4697999954223633,1.6186693906784058,0.6281369884910486,1.0542011138270884,14,0.01,1e-05,sgd,40,1,164.57045578956604
hyp,relu,cifar10,0.4706999957561493,1.6171996593475342,0.627977141943734,1.0525899179603742,15,0.01,1e-05,sgd,40,1,175.50308394432068
hyp,relu,cifar10,0.4690999984741211,1.6211340427398682,0.6303348785166241,1.0478716446920429,16,0.01,1e-05,sgd,40,1,186.61233711242676
hyp,relu,cifar10,0.4649999737739563,1.6668001413345337,0.6301950127877238,1.0436002638791224,17,0.01,1e-05,sgd,40,1,197.4392111301422
hyp,relu,cifar10,0.4641999900341034,1.653622031211853,0.6323329603580563,1.0410006967804315,18,0.01,1e-05,sgd,40,1,208.35970997810364
hyp,relu,cifar10,0.46629998087882996,1.6596550941467285,0.6337316176470589,1.0374366622751632,19,0.01,1e-05,sgd,40,1,219.3912591934204
