,Model,Activation,Test accuracy,Test loss,Normalized test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities,Problem dimension
0,model_type.hyperbolic,activation.dmelu,,0.98909795,79.25518,,1.8559228,0,0.01,0.0001,20,2,,,10
1,model_type.hyperbolic,activation.dmelu,,0.636282,50.98448,,0.90837586,1,0.01,0.0001,20,2,,,10
2,model_type.hyperbolic,activation.dmelu,,0.48136336,38.571045,,0.49492073,2,0.01,0.0001,20,2,,,10
3,model_type.hyperbolic,activation.dmelu,,0.3713467,29.755547,,0.34602833,3,0.01,0.0001,20,2,,,10
4,model_type.hyperbolic,activation.dmelu,,0.27940238,22.388163,,0.27928874,4,0.01,0.0001,20,2,,,10
5,model_type.hyperbolic,activation.dmelu,,0.21796688,17.465414,,0.23457596,5,0.01,0.0001,20,2,,,10
6,model_type.hyperbolic,activation.dmelu,,0.18911704,15.153712,,0.20540716,6,0.01,0.0001,20,2,,,10
7,model_type.hyperbolic,activation.dmelu,,0.18221828,14.600924,,0.19041438,7,0.01,0.0001,20,2,,,10
8,model_type.hyperbolic,activation.dmelu,,0.18228638,14.6063795,,0.18414326,8,0.01,0.0001,20,2,,,10
9,model_type.hyperbolic,activation.dmelu,,0.17765154,14.234996,,0.1787318,9,0.01,0.0001,20,2,,,10
10,model_type.hyperbolic,activation.dmelu,,0.16422193,13.158897,,0.16797678,10,0.01,0.0001,20,2,,,10
11,model_type.hyperbolic,activation.dmelu,,0.1447523,11.598821,,0.15061931,11,0.01,0.0001,20,2,,,10
12,model_type.hyperbolic,activation.dmelu,,0.1249249,10.010076,,0.13007128,12,0.01,0.0001,20,2,,,10
13,model_type.hyperbolic,activation.dmelu,,0.10940244,8.766281,,0.111397095,13,0.01,0.0001,20,2,,,10
14,model_type.hyperbolic,activation.dmelu,,0.09981159,7.997778,,0.09813046,14,0.01,0.0001,20,2,,,10
15,model_type.hyperbolic,activation.dmelu,,0.09492034,7.605848,,0.090824395,15,0.01,0.0001,20,2,,,10
16,model_type.hyperbolic,activation.dmelu,,0.092059724,7.3766303,,0.08752546,16,0.01,0.0001,20,2,,,10
17,model_type.hyperbolic,activation.dmelu,,0.08864056,7.1026573,,0.08528121,17,0.01,0.0001,20,2,,,10
18,model_type.hyperbolic,activation.dmelu,,0.08317508,6.664715,,0.08159339,18,0.01,0.0001,20,2,,,10
19,model_type.hyperbolic,activation.dmelu,,0.07557496,6.0557265,,0.0752903,19,0.01,0.0001,20,2,,,10
20,model_type.hyperbolic,activation.dmelu,,0.066804126,5.352931,,0.06666173,20,0.01,0.0001,20,2,,,10
21,model_type.hyperbolic,activation.dmelu,,0.05822033,4.665122,,0.05698988,21,0.01,0.0001,20,2,,,10
22,model_type.hyperbolic,activation.dmelu,,0.05097438,4.084513,,0.047828846,22,0.01,0.0001,20,2,,,10
23,model_type.hyperbolic,activation.dmelu,,0.04567347,3.659758,,0.040396355,23,0.01,0.0001,20,2,,,10
24,model_type.hyperbolic,activation.dmelu,,0.042335004,3.3922508,,0.03526354,24,0.01,0.0001,20,2,,,10
25,model_type.hyperbolic,activation.dmelu,,0.04054792,3.249054,,0.032346305,25,0.01,0.0001,20,2,,,10
26,model_type.hyperbolic,activation.dmelu,,0.03971512,3.1823227,,0.031105755,26,0.01,0.0001,20,2,,,10
27,model_type.hyperbolic,activation.dmelu,,0.039276324,3.1471627,,0.030822527,27,0.01,0.0001,20,2,,,10
28,model_type.hyperbolic,activation.dmelu,,0.03884617,3.112695,,0.03083919,28,0.01,0.0001,20,2,,,10
29,model_type.hyperbolic,activation.dmelu,,0.038250037,3.0649276,,0.030709349,29,0.01,0.0001,20,2,,,10
30,model_type.hyperbolic,activation.dmelu,,0.037478365,3.0030944,,0.03023765,30,0.01,0.0001,20,2,,,10
31,model_type.hyperbolic,activation.dmelu,,0.036599003,2.9326322,,0.029429741,31,0.01,0.0001,20,2,,,10
32,model_type.hyperbolic,activation.dmelu,,0.035673227,2.8584511,,0.028395293,32,0.01,0.0001,20,2,,,10
33,model_type.hyperbolic,activation.dmelu,,0.03470844,2.781144,,0.027252154,33,0.01,0.0001,20,2,,,10
34,model_type.hyperbolic,activation.dmelu,,0.03365946,2.6970904,,0.026066491,34,0.01,0.0001,20,2,,,10
35,model_type.hyperbolic,activation.dmelu,,0.032467067,2.6015456,,0.024842791,35,0.01,0.0001,20,2,,,10
36,model_type.hyperbolic,activation.dmelu,,0.031107267,2.4925864,,0.02355485,36,0.01,0.0001,20,2,,,10
37,model_type.hyperbolic,activation.dmelu,,0.029623318,2.3736794,,0.022191934,37,0.01,0.0001,20,2,,,10
38,model_type.hyperbolic,activation.dmelu,,0.028124254,2.2535613,,0.020792466,38,0.01,0.0001,20,2,,,10
39,model_type.hyperbolic,activation.dmelu,,0.026751116,2.1435335,,0.019447865,39,0.01,0.0001,20,2,,,10
40,model_type.hyperbolic,activation.dmelu,,0.025627393,2.0534909,,0.018275859,40,0.01,0.0001,20,2,,,10
41,model_type.hyperbolic,activation.dmelu,,0.024815435,1.9884298,,0.017377794,41,0.01,0.0001,20,2,,,10
42,model_type.hyperbolic,activation.dmelu,,0.024296246,1.9468279,,0.016799517,42,0.01,0.0001,20,2,,,10
43,model_type.hyperbolic,activation.dmelu,,0.023979021,1.921409,,0.016513074,43,0.01,0.0001,20,2,,,10
44,model_type.hyperbolic,activation.dmelu,,0.02373468,1.9018302,,0.01642551,44,0.01,0.0001,20,2,,,10
45,model_type.hyperbolic,activation.dmelu,,0.02343925,1.8781579,,0.016409822,45,0.01,0.0001,20,2,,,10
46,model_type.hyperbolic,activation.dmelu,,0.023010915,1.8438358,,0.01634497,46,0.01,0.0001,20,2,,,10
47,model_type.hyperbolic,activation.dmelu,,0.022428608,1.7971762,,0.01615008,47,0.01,0.0001,20,2,,,10
48,model_type.hyperbolic,activation.dmelu,,0.02172822,1.741055,,0.015801506,48,0.01,0.0001,20,2,,,10
49,model_type.hyperbolic,activation.dmelu,,0.02098101,1.6811821,,0.015329001,49,0.01,0.0001,20,2,,,10
50,model_type.hyperbolic,activation.dmelu,,0.020264503,1.6237693,,0.014795362,50,0.01,0.0001,20,2,,,10
51,model_type.hyperbolic,activation.dmelu,,0.019637287,1.5735112,,0.014269257,51,0.01,0.0001,20,2,,,10
