,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.2265625,2.0819062921735974,0.13672376,2.4786263,0,0.01,0.0005,150.3929443359375
1,model_type.halexnet,activation.relu,0.2041015625,2.3526335027482776,0.27950945,1.912152,1,0.01,0.0005,268.48704504966736
2,model_type.halexnet,activation.relu,0.3492838541666667,1.8612462282180786,0.36601713,1.6961093,2,0.01,0.0005,387.3527948856354
3,model_type.halexnet,activation.relu,0.4742838541666667,1.432366304927402,0.42577624,1.546796,3,0.01,0.0005,506.6686227321625
4,model_type.halexnet,activation.relu,0.5335286458333334,1.3049927022722032,0.47639245,1.4296105,4,0.01,0.0005,624.922479391098
5,model_type.halexnet,activation.relu,0.5646701388888888,1.2184090084499783,0.5193662,1.3316997,5,0.01,0.0005,742.8831646442413
6,model_type.halexnet,activation.relu,0.6011284722222222,1.1078695058822632,0.55489755,1.2429973,6,0.01,0.0005,860.4968235492706
7,model_type.halexnet,activation.relu,0.6085069444444444,1.118387950791253,0.58606756,1.1611736,7,0.01,0.0005,978.5140917301178
8,model_type.halexnet,activation.relu,0.6197916666666666,1.0865551100836859,0.61537695,1.0801908,8,0.01,0.0005,1097.0768013000488
9,model_type.halexnet,activation.relu,0.6681857638888888,0.9407423734664917,0.643886,1.0127356,9,0.01,0.0005,1215.2380084991455
10,model_type.halexnet,activation.relu,0.7083333333333334,0.8277883529663086,0.6683939,0.9440197,10,0.01,0.0005,1333.865031003952
11,model_type.halexnet,activation.relu,0.7243923611111112,0.7899820473459032,0.6892005,0.886733,11,0.01,0.0005,1461.8025443553925
12,model_type.halexnet,activation.relu,0.7191840277777778,0.8027853634622362,0.7056258,0.8405583,12,0.01,0.0005,1580.3083148002625
13,model_type.halexnet,activation.relu,0.7061631944444444,0.843477381600274,0.72325146,0.79284716,13,0.01,0.0005,1701.0066850185394
14,model_type.halexnet,activation.relu,0.7366536458333334,0.777291284667121,0.73619556,0.755078,14,0.01,0.0005,1820.019927740097
15,model_type.halexnet,activation.relu,0.7578125,0.7133319112989638,0.7471991,0.72242594,15,0.01,0.0005,1938.6900942325592
16,model_type.halexnet,activation.relu,0.7860243055555556,0.6353270875083076,0.7585828,0.69545794,16,0.01,0.0005,2057.0438508987427
