,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.17762586805555555,2.267872995800442,0.117657654,2.5438676,0,0.01,0.0005,123.26346778869629
1,model_type.halexnet,activation.relu,0.3312717013888889,1.8016019264856975,0.24693902,2.0043685,1,0.01,0.0005,247.2413740158081
2,model_type.halexnet,activation.relu,0.3917100694444444,1.6566925446192424,0.3587748,1.7190138,2,0.01,0.0005,369.7491784095764
3,model_type.halexnet,activation.relu,0.4568142361111111,1.4691765440834894,0.42523608,1.555009,3,0.01,0.0005,488.7244565486908
4,model_type.halexnet,activation.relu,0.5169270833333334,1.3401407268312242,0.47451183,1.4308214,4,0.01,0.0005,608.628808259964
5,model_type.halexnet,activation.relu,0.5231119791666666,1.3572925991482205,0.5140245,1.3397337,5,0.01,0.0005,727.6332445144653
6,model_type.halexnet,activation.relu,0.5157335069444444,1.3536672857072618,0.55077624,1.251374,6,0.01,0.0005,847.9212198257446
7,model_type.halexnet,activation.relu,0.6102430555555556,1.1224701934390597,0.5834467,1.1675644,7,0.01,0.0005,969.4360563755035
8,model_type.halexnet,activation.relu,0.6674262152777778,0.9464979900254143,0.6128161,1.0908475,8,0.01,0.0005,1088.6304638385773
9,model_type.halexnet,activation.relu,0.6701388888888888,0.9472850428687202,0.6430458,1.0194045,9,0.01,0.0005,1210.7614977359772
10,model_type.halexnet,activation.relu,0.6979166666666666,0.8806623551580641,0.66457266,0.95362765,10,0.01,0.0005,1330.6412479877472
11,model_type.halexnet,activation.relu,0.7093098958333334,0.8393572635120816,0.6889605,0.89139944,11,0.01,0.0005,1449.9729421138763
12,model_type.halexnet,activation.relu,0.7205946180555556,0.8069222370783488,0.70456547,0.84339,12,0.01,0.0005,1569.960744857788
13,model_type.halexnet,activation.relu,0.7227647569444444,0.7973317371474372,0.7206506,0.7986168,13,0.01,0.0005,1690.8664553165436
14,model_type.halexnet,activation.relu,0.7149522569444444,0.8601159585846795,0.73419493,0.7583026,14,0.01,0.0005,1812.5924139022827
15,model_type.halexnet,activation.relu,0.7572699652777778,0.6939712166786194,0.74947983,0.7214585,15,0.01,0.0005,1932.0885429382324
16,model_type.halexnet,activation.relu,0.7723524305555556,0.6636887523863051,0.76006323,0.6919226,16,0.01,0.0005,2052.0002324581146
17,model_type.halexnet,activation.relu,0.7635633680555556,0.7020275460349189,0.76710546,0.6649564,17,0.01,0.0005,2172.315561771393
18,model_type.halexnet,activation.relu,0.7749565972222222,0.6480342745780945,0.77766883,0.63400155,18,0.01,0.0005,2292.1754903793335
19,model_type.halexnet,activation.relu,0.8001302083333334,0.6008005539576212,0.78743196,0.61040074,19,0.01,0.0005,2412.036585330963
20,model_type.halexnet,activation.relu,0.7776692708333334,0.6737902959187826,0.79709506,0.58656585,20,0.01,0.0005,2533.4496874809265
21,model_type.halexnet,activation.relu,0.810546875,0.5519979596138,0.7994158,0.56966287,21,0.01,0.0005,2654.1611561775208
22,model_type.halexnet,activation.relu,0.8139105902777778,0.549939387374454,0.80833864,0.5472345,22,0.01,0.0005,2774.2648043632507
23,model_type.halexnet,activation.relu,0.8075086805555556,0.5671101609865824,0.8142005,0.532284,23,0.01,0.0005,2895.3642580509186
24,model_type.halexnet,activation.relu,0.8147786458333334,0.5595303045378791,0.81916213,0.5152887,24,0.01,0.0005,3015.1032416820526
25,model_type.halexnet,activation.relu,0.8312717013888888,0.4898743728796641,0.8256842,0.49864268,25,0.01,0.0005,3135.2489886283875
26,model_type.halexnet,activation.relu,0.8233506944444444,0.5106186237600114,0.83348674,0.48130938,26,0.01,0.0005,3254.6830656528473
