Model,Activation,Dataset,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Optimizer,Neurons,Nlayers,Time
h_plusplus,relu,fmnist,0.09999999403953552,2.302764892578125,0.09781449893390191,2.3031794399594956,0,0.01,1e-05,sgd,20,4,19.67386269569397
h_plusplus,relu,fmnist,0.09999999403953552,2.302672863006592,0.0994303038379531,2.303102675277287,1,0.01,1e-05,sgd,20,4,39.060850858688354
h_plusplus,relu,fmnist,0.09999999403953552,2.3031673431396484,0.09806436567164178,2.3030404861547797,2,0.01,1e-05,sgd,20,4,58.15580892562866
h_plusplus,relu,fmnist,0.09999999403953552,2.302699565887451,0.09859741471215352,2.303112567106544,3,0.01,1e-05,sgd,20,4,77.53915071487427
h_plusplus,relu,fmnist,0.09999999403953552,2.3032307624816895,0.09908049040511727,2.303023854552556,4,0.01,1e-05,sgd,20,4,96.67852592468262
h_plusplus,relu,fmnist,0.09999999403953552,2.303175687789917,0.09873067697228145,2.3030762957103215,5,0.01,1e-05,sgd,20,4,116.00313639640808
h_plusplus,relu,fmnist,0.09999999403953552,2.30285382270813,0.10022987739872068,2.3031344362921806,6,0.01,1e-05,sgd,20,4,135.21653127670288
h_plusplus,relu,fmnist,0.09999999403953552,2.3031973838806152,0.09834754797441364,2.3030911287519213,7,0.01,1e-05,sgd,20,4,154.54937934875488
h_plusplus,relu,fmnist,0.09999999403953552,2.3027431964874268,0.09994669509594882,2.3030933589060933,8,0.01,1e-05,sgd,20,4,173.87898874282837
h_plusplus,relu,fmnist,0.09999999403953552,2.3029837608337402,0.09994669509594882,2.303001196145503,9,0.01,1e-05,sgd,20,4,193.18793439865112
h_plusplus,relu,fmnist,0.09999999403953552,2.3030574321746826,0.09818097014925373,2.3030561518821635,10,0.01,1e-05,sgd,20,4,212.3489077091217
h_plusplus,relu,fmnist,0.09999999403953552,2.3027617931365967,0.09771455223880597,2.3031598070282926,11,0.01,1e-05,sgd,20,4,231.42196369171143
h_plusplus,relu,fmnist,0.09999999403953552,2.3028194904327393,0.09959688166311301,2.303168619365326,12,0.01,1e-05,sgd,20,4,250.66073536872864
h_plusplus,relu,fmnist,0.09999999403953552,2.303077459335327,0.0984474946695096,2.303161322435082,13,0.01,1e-05,sgd,20,4,269.9783556461334
h_plusplus,relu,fmnist,0.09999999403953552,2.30285906791687,0.09869736140724947,2.3031195229304626,14,0.01,1e-05,sgd,20,4,289.42153549194336
h_plusplus,relu,fmnist,0.09999999403953552,2.3034143447875977,0.09968017057569296,2.303088017109869,15,0.01,1e-05,sgd,20,4,308.9772644042969
