,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,0.31219161184210525,1.7955559805819863,0.2843283,1.8391639,0,0.01,0.0005,285.46217036247253
1,model_type.alexnet,0.43636924342105265,1.5021551220040572,0.39525166,1.6060027,1,0.01,0.0005,544.5937991142273
2,model_type.alexnet,0.6515727796052632,0.9894424676895142,0.6240415,1.0226524,2,0.01,0.0005,802.3709976673126
3,model_type.alexnet,0.7067228618421053,0.7760565092689112,0.71756417,0.75685334,3,0.01,0.0005,1058.8078229427338
4,model_type.alexnet,0.7306743421052632,0.7127075007087306,0.7425838,0.68148905,4,0.01,0.0005,1318.243587255478
5,model_type.alexnet,0.7028166118421053,0.8005324445272747,0.7609123,0.6311466,5,0.01,0.0005,1575.955818414688
6,model_type.alexnet,0.7337068256578947,0.700682985155206,0.7733177,0.5984604,6,0.01,0.0005,1832.6651811599731
7,model_type.alexnet,0.7136615953947368,0.7490373347934923,0.7830257,0.5747823,7,0.01,0.0005,2089.2392570972443
8,model_type.alexnet,0.7441920230263158,0.6757304511572185,0.790276,0.55502534,8,0.01,0.0005,2349.965798139572
9,model_type.alexnet,0.7508223684210527,0.6525176418455023,0.7943804,0.5407897,9,0.01,0.0005,2608.5323584079742
10,model_type.alexnet,0.7605879934210527,0.6275103594127455,0.79748327,0.530177,10,0.01,0.0005,2869.213220834732
11,model_type.alexnet,0.7493318256578947,0.6562318833250749,0.80109,0.5212918,11,0.01,0.0005,3127.1216485500336
12,model_type.alexnet,0.7491776315789473,0.6770582450063605,0.8051145,0.5122278,12,0.01,0.0005,3389.4428935050964
13,model_type.alexnet,0.7415193256578947,0.6713179193044964,0.80680424,0.5063553,13,0.01,0.0005,3650.6856117248535
14,model_type.alexnet,0.7615645559210527,0.6222247983279982,0.8092804,0.49985513,14,0.01,0.0005,3911.7777347564697
15,model_type.alexnet,0.7548314144736842,0.6397494109053361,0.8113019,0.49462318,15,0.01,0.0005,4172.838090658188
16,model_type.alexnet,0.7682462993421053,0.6084204410251818,0.8142634,0.48857108,16,0.01,0.0005,4434.948601722717
17,model_type.alexnet,0.7599712171052632,0.6353043882470382,0.8152895,0.4836517,17,0.01,0.0005,4694.232574701309
18,model_type.alexnet,0.7583778782894737,0.6286598820435373,0.8159408,0.47996137,18,0.01,0.0005,4957.81979060173
19,model_type.alexnet,0.734118009868421,0.7090621245534796,0.8170406,0.4762433,19,0.01,0.0005,5220.428027868271
20,model_type.alexnet,0.7616673519736842,0.624541417548531,0.81884706,0.47268236,20,0.01,0.0005,5479.769614934921
21,model_type.alexnet,0.7560135690789473,0.6378174612396642,0.81924033,0.46911472,21,0.01,0.0005,5736.625235557556
22,model_type.alexnet,0.7614103618421053,0.6202993330202604,0.8212065,0.4656349,22,0.01,0.0005,5995.977308273315
23,model_type.alexnet,0.7634662828947368,0.6242608051551016,0.8219561,0.46318263,23,0.01,0.0005,6254.163853406906
24,model_type.alexnet,0.7545230263157895,0.6399041822082118,0.82326484,0.46016836,24,0.01,0.0005,6514.849415063858
25,model_type.alexnet,0.7392064144736842,0.6819028791628385,0.8247702,0.4563214,25,0.01,0.0005,6772.279865264893
26,model_type.alexnet,0.7432154605263158,0.6923529662584004,0.82545835,0.45360762,26,0.01,0.0005,7033.024802207947
27,model_type.alexnet,0.7713301809210527,0.5909527195127386,0.82727706,0.44927943,27,0.01,0.0005,7297.3068697452545
