,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.313,1.8942168,0.24521847,2.0326414,0,0.0001,1e-05,40,5,,
1,model_type.euclidean,activation.dmelu,0.3378,1.8206071,0.3237836,1.8556731,1,0.0001,1e-05,40,5,,
2,model_type.euclidean,activation.dmelu,0.3576,1.7632864,0.34759122,1.7955779,2,0.0001,1e-05,40,5,,
3,model_type.euclidean,activation.dmelu,0.3816,1.7160733,0.36667734,1.7468597,3,0.0001,1e-05,40,5,,
4,model_type.euclidean,activation.dmelu,0.39139998,1.6808696,0.38236237,1.7056808,4,0.0001,1e-05,40,5,,
5,model_type.euclidean,activation.dmelu,0.3979,1.6630437,0.39452624,1.6748947,5,0.0001,1e-05,40,5,,
6,model_type.euclidean,activation.dmelu,0.415,1.62809,0.4043294,1.6510518,6,0.0001,1e-05,40,5,,
7,model_type.euclidean,activation.dmelu,0.40969998,1.6370182,0.41509283,1.6285949,7,0.0001,1e-05,40,5,,
8,model_type.euclidean,activation.dmelu,0.42389998,1.6028935,0.42225513,1.6117849,8,0.0001,1e-05,40,5,,
9,model_type.euclidean,activation.dmelu,0.43159997,1.5855947,0.42701665,1.5943359,9,0.0001,1e-05,40,5,,
10,model_type.euclidean,activation.dmelu,0.42859998,1.5955324,0.431318,1.5802335,10,0.0001,1e-05,40,5,,
11,model_type.euclidean,activation.dmelu,0.4348,1.5727438,0.43776008,1.5659779,11,0.0001,1e-05,40,5,,
12,model_type.euclidean,activation.dmelu,0.44419998,1.5616175,0.44260162,1.5526305,12,0.0001,1e-05,40,5,,
13,model_type.euclidean,activation.dmelu,0.44799998,1.5467623,0.44682297,1.5410051,13,0.0001,1e-05,40,5,,
14,model_type.euclidean,activation.dmelu,0.44239998,1.558578,0.45148447,1.5306201,14,0.0001,1e-05,40,5,,
15,model_type.euclidean,activation.dmelu,0.44399998,1.5510608,0.45584586,1.5201708,15,0.0001,1e-05,40,5,,
16,model_type.euclidean,activation.dmelu,0.4535,1.5365818,0.45732635,1.5087361,16,0.0001,1e-05,40,5,,
17,model_type.euclidean,activation.dmelu,0.44829997,1.5413524,0.46034732,1.5019453,17,0.0001,1e-05,40,5,,
18,model_type.euclidean,activation.dmelu,0.4553,1.5214499,0.46568903,1.4953117,18,0.0001,1e-05,40,5,,
19,model_type.euclidean,activation.dmelu,0.4642,1.5092881,0.46848992,1.4853038,19,0.0001,1e-05,40,5,,
20,model_type.euclidean,activation.dmelu,0.46809998,1.5080651,0.47083068,1.4786559,20,0.0001,1e-05,40,5,,
21,model_type.euclidean,activation.dmelu,0.45499998,1.5201296,0.47353154,1.4707865,21,0.0001,1e-05,40,5,,
22,model_type.euclidean,activation.dmelu,0.46359998,1.5041199,0.47825304,1.4632231,22,0.0001,1e-05,40,5,,
23,model_type.euclidean,activation.dmelu,0.47059998,1.4912133,0.47893324,1.4565104,23,0.0001,1e-05,40,5,,
24,model_type.euclidean,activation.dmelu,0.4705,1.4914147,0.48229432,1.4501754,24,0.0001,1e-05,40,5,,
25,model_type.euclidean,activation.dmelu,0.4725,1.4923967,0.48389485,1.4440318,25,0.0001,1e-05,40,5,,
26,model_type.euclidean,activation.dmelu,0.47599998,1.4860859,0.48479512,1.4381492,26,0.0001,1e-05,40,5,,
27,model_type.euclidean,activation.dmelu,0.48009998,1.473713,0.48901647,1.432969,27,0.0001,1e-05,40,5,,
28,model_type.euclidean,activation.dmelu,0.48049998,1.4649402,0.4903169,1.4250896,28,0.0001,1e-05,40,5,,
29,model_type.euclidean,activation.dmelu,0.47469997,1.4718326,0.4915773,1.420312,29,0.0001,1e-05,40,5,,
30,model_type.euclidean,activation.dmelu,0.4748,1.4836973,0.49229753,1.4162519,30,0.0001,1e-05,40,5,,
31,model_type.euclidean,activation.dmelu,0.48,1.4625081,0.4962188,1.4081216,31,0.0001,1e-05,40,5,,
32,model_type.euclidean,activation.dmelu,0.47689998,1.4651784,0.4971791,1.4043332,32,0.0001,1e-05,40,5,,
33,model_type.euclidean,activation.dmelu,0.48049998,1.4733922,0.5012004,1.3975326,33,0.0001,1e-05,40,5,,
34,model_type.euclidean,activation.dmelu,0.4872,1.4561081,0.5037012,1.3913313,34,0.0001,1e-05,40,5,,
35,model_type.euclidean,activation.dmelu,0.4886,1.4478515,0.503001,1.3885506,35,0.0001,1e-05,40,5,,
36,model_type.euclidean,activation.dmelu,0.4879,1.4433854,0.50424135,1.3835752,36,0.0001,1e-05,40,5,,
37,model_type.euclidean,activation.dmelu,0.48729998,1.4517363,0.50666213,1.3781445,37,0.0001,1e-05,40,5,,
38,model_type.euclidean,activation.dmelu,0.4926,1.4395493,0.5088828,1.3727309,38,0.0001,1e-05,40,5,,
39,model_type.euclidean,activation.dmelu,0.4843,1.4533584,0.5106834,1.3686002,39,0.0001,1e-05,40,5,,
40,model_type.euclidean,activation.dmelu,0.4849,1.4574503,0.5134243,1.3622777,40,0.0001,1e-05,40,5,,
41,model_type.euclidean,activation.dmelu,0.4822,1.4564936,0.51536494,1.3596873,41,0.0001,1e-05,40,5,,
42,model_type.euclidean,activation.dmelu,0.4926,1.4461714,0.5137844,1.3556296,42,0.0001,1e-05,40,5,,
43,model_type.euclidean,activation.dmelu,0.4964,1.4280455,0.5166053,1.3518912,43,0.0001,1e-05,40,5,,
44,model_type.euclidean,activation.dmelu,0.4886,1.4595432,0.51996636,1.3470097,44,0.0001,1e-05,40,5,,
45,model_type.euclidean,activation.dmelu,0.5007,1.4225711,0.5203465,1.3431054,45,0.0001,1e-05,40,5,,
46,model_type.euclidean,activation.dmelu,0.49249998,1.4296553,0.52010643,1.3407922,46,0.0001,1e-05,40,5,,
47,model_type.euclidean,activation.dmelu,0.5004,1.429249,0.5211668,1.3367034,47,0.0001,1e-05,40,5,,
48,model_type.euclidean,activation.dmelu,0.5035,1.4147422,0.5255282,1.329933,48,0.0001,1e-05,40,5,,
49,model_type.euclidean,activation.dmelu,0.4971,1.4422778,0.5237276,1.3256651,49,0.0001,1e-05,40,5,,
50,model_type.euclidean,activation.dmelu,0.49859998,1.4266149,0.5259483,1.3261167,50,0.0001,1e-05,40,5,,
51,model_type.euclidean,activation.dmelu,0.49809998,1.4233444,0.52764887,1.3200879,51,0.0001,1e-05,40,5,,
52,model_type.euclidean,activation.dmelu,0.49809998,1.4282159,0.53024966,1.3151917,52,0.0001,1e-05,40,5,,
53,model_type.euclidean,activation.dmelu,0.50519997,1.411898,0.5298495,1.3136598,53,0.0001,1e-05,40,5,,
54,model_type.euclidean,activation.dmelu,0.5027,1.4124378,0.5331306,1.3084519,54,0.0001,1e-05,40,5,,
55,model_type.euclidean,activation.dmelu,0.4998,1.4206852,0.53307056,1.3061631,55,0.0001,1e-05,40,5,,
56,model_type.euclidean,activation.dmelu,0.5033,1.4047828,0.53491116,1.30273,56,0.0001,1e-05,40,5,,
57,model_type.euclidean,activation.dmelu,0.5018,1.4226301,0.53699183,1.2962072,57,0.0001,1e-05,40,5,,
58,model_type.euclidean,activation.dmelu,0.49969998,1.4222459,0.53685176,1.2978377,58,0.0001,1e-05,40,5,,
59,model_type.euclidean,activation.dmelu,0.5062,1.4019543,0.53949267,1.290979,59,0.0001,1e-05,40,5,,
60,model_type.euclidean,activation.dmelu,0.50839996,1.3961514,0.5400128,1.2902958,60,0.0001,1e-05,40,5,,
61,model_type.euclidean,activation.dmelu,0.5064,1.4065202,0.54141325,1.2863169,61,0.0001,1e-05,40,5,,
62,model_type.euclidean,activation.dmelu,0.5079,1.4145236,0.54253364,1.2846754,62,0.0001,1e-05,40,5,,
63,model_type.euclidean,activation.dmelu,0.5106,1.394025,0.5416333,1.2807016,63,0.0001,1e-05,40,5,,
64,model_type.euclidean,activation.dmelu,0.50159997,1.4259013,0.5442942,1.2776551,64,0.0001,1e-05,40,5,,
65,model_type.euclidean,activation.dmelu,0.5044,1.4069657,0.5453345,1.2751486,65,0.0001,1e-05,40,5,,
66,model_type.euclidean,activation.dmelu,0.5053,1.4009862,0.5462748,1.2758422,66,0.0001,1e-05,40,5,,
67,model_type.euclidean,activation.dmelu,0.5104,1.3991818,0.54777527,1.2685934,67,0.0001,1e-05,40,5,,
68,model_type.euclidean,activation.dmelu,0.51019996,1.3969513,0.5475552,1.2670591,68,0.0001,1e-05,40,5,,
69,model_type.euclidean,activation.dmelu,0.5017,1.410084,0.54859555,1.263179,69,0.0001,1e-05,40,5,,
70,model_type.euclidean,activation.dmelu,0.5128,1.389168,0.5527769,1.2607012,70,0.0001,1e-05,40,5,,
71,model_type.euclidean,activation.dmelu,0.50839996,1.4053868,0.55209666,1.2571889,71,0.0001,1e-05,40,5,,
72,model_type.euclidean,activation.dmelu,0.50589997,1.4060601,0.5517766,1.2553889,72,0.0001,1e-05,40,5,,
73,model_type.euclidean,activation.dmelu,0.4962,1.436919,0.55227673,1.2552373,73,0.0001,1e-05,40,5,,
74,model_type.euclidean,activation.dmelu,0.4982,1.4522713,0.5543774,1.2495792,74,0.0001,1e-05,40,5,,
75,model_type.euclidean,activation.dmelu,0.5085,1.3940076,0.55237675,1.2516887,75,0.0001,1e-05,40,5,,
76,model_type.euclidean,activation.dmelu,0.49859998,1.4202399,0.55693823,1.2435193,76,0.0001,1e-05,40,5,,
77,model_type.euclidean,activation.dmelu,0.5075,1.3987958,0.55639803,1.2438829,77,0.0001,1e-05,40,5,,
