,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,0.004638671875,5.298336982727051,0.0049915975,5.2984667,0,0.01,0.0005,126.09855890274048
1,model_type.alexnet,0.005126953125,5.298222064971924,0.0049615875,5.298408,1,0.01,0.0005,248.2825174331665
2,model_type.alexnet,0.005126953125,5.298221588134766,0.0051916614,5.298364,2,0.01,0.0005,369.48154950141907
3,model_type.alexnet,0.0048828125,5.2981873750686646,0.0053116996,5.2983136,3,0.01,0.0005,491.60045289993286
4,model_type.alexnet,0.004150390625,5.297993302345276,0.005511764,5.298238,4,0.01,0.0005,614.4256823062897
5,model_type.alexnet,0.0078125,5.297849416732788,0.005611796,5.2981143,5,0.01,0.0005,736.0903692245483
6,model_type.alexnet,0.0048828125,5.2973597049713135,0.005631802,5.2978654,6,0.01,0.0005,857.386237859726
7,model_type.alexnet,0.005615234375,5.292750597000122,0.0052016648,5.296635,7,0.01,0.0005,978.9747512340546
8,model_type.alexnet,0.007568359375,5.271791696548462,0.0057218308,5.286155,8,0.01,0.0005,1100.7682962417603
9,model_type.alexnet,0.012939453125,5.208016872406006,0.010333307,5.2555094,9,0.01,0.0005,1222.6916358470917
10,model_type.alexnet,0.01806640625,5.0438278913497925,0.013304258,5.1785126,10,0.01,0.0005,1344.3112196922302
11,model_type.alexnet,0.027587890625,4.926983118057251,0.022667253,5.0132885,11,0.01,0.0005,1466.2609343528748
12,model_type.alexnet,0.03955078125,4.834985971450806,0.031570103,4.91899,12,0.01,0.0005,1587.6298530101776
13,model_type.alexnet,0.04150390625,4.8078858852386475,0.04121319,4.8274198,13,0.01,0.0005,1711.2897808551788
14,model_type.alexnet,0.057861328125,4.645917057991028,0.051506482,4.7236133,14,0.01,0.0005,1832.696456670761
15,model_type.alexnet,0.07421875,4.542414426803589,0.06351032,4.606189,15,0.01,0.0005,1956.3504528999329
16,model_type.alexnet,0.09423828125,4.387855291366577,0.07788492,4.4846606,16,0.01,0.0005,2077.585146665573
17,model_type.alexnet,0.10400390625,4.329475402832031,0.09507042,4.364486,17,0.01,0.0005,2198.8151552677155
18,model_type.alexnet,0.13134765625,4.114339828491211,0.11077545,4.232903,18,0.01,0.0005,2319.904046058655
19,model_type.alexnet,0.154296875,3.9073458313941956,0.13163212,4.0758595,19,0.01,0.0005,2441.4615502357483
20,model_type.alexnet,0.163818359375,3.801983416080475,0.15134843,3.9334302,20,0.01,0.0005,2562.3867514133453
21,model_type.alexnet,0.181396484375,3.763077974319458,0.16785371,3.8066566,21,0.01,0.0005,2683.5444042682648
22,model_type.alexnet,0.20166015625,3.6227702498435974,0.18651968,3.6949215,22,0.01,0.0005,2805.8535714149475
23,model_type.alexnet,0.19189453125,3.6612399220466614,0.20335507,3.5878513,23,0.01,0.0005,2928.189800262451
24,model_type.alexnet,0.2265625,3.4755199551582336,0.21861996,3.49493,24,0.01,0.0005,3051.1419761180878
25,model_type.alexnet,0.255615234375,3.3266395926475525,0.2337348,3.4111733,25,0.01,0.0005,3172.3441412448883
26,model_type.alexnet,0.2607421875,3.2623482942581177,0.2440681,3.3296885,26,0.01,0.0005,3293.6590938568115
27,model_type.alexnet,0.273681640625,3.193725883960724,0.2600732,3.2455714,27,0.01,0.0005,3414.979385137558
28,model_type.alexnet,0.271728515625,3.1775662302970886,0.27213708,3.173935,28,0.01,0.0005,3536.232085466385
29,model_type.alexnet,0.277587890625,3.142876923084259,0.2837708,3.0988803,29,0.01,0.0005,3658.4907903671265
30,model_type.alexnet,0.288330078125,3.1473803520202637,0.2964849,3.0268614,30,0.01,0.0005,3779.940634250641
31,model_type.alexnet,0.30810546875,3.017185628414154,0.30983916,2.957202,31,0.01,0.0005,3901.436007499695
32,model_type.alexnet,0.304443359375,3.051943838596344,0.32116276,2.8874333,32,0.01,0.0005,4023.1422896385193
33,model_type.alexnet,0.302001953125,3.006825625896454,0.3340769,2.8201313,33,0.01,0.0005,4147.056651830673
34,model_type.alexnet,0.32177734375,2.99453341960907,0.34582067,2.75231,34,0.01,0.0005,4268.495092153549
35,model_type.alexnet,0.3212890625,2.9523507952690125,0.3575044,2.6913865,35,0.01,0.0005,4390.445456266403
36,model_type.alexnet,0.337890625,2.8630263805389404,0.368788,2.622031,36,0.01,0.0005,4512.4430367946625
37,model_type.alexnet,0.331298828125,2.8680604696273804,0.38107195,2.5558286,37,0.01,0.0005,4633.851109743118
38,model_type.alexnet,0.34619140625,2.838438630104065,0.39484635,2.4875987,38,0.01,0.0005,4755.2963190078735
39,model_type.alexnet,0.343505859375,2.841709554195404,0.40584987,2.4247756,39,0.01,0.0005,4876.743528842926
40,model_type.alexnet,0.33642578125,2.9103143215179443,0.4161732,2.3603256,40,0.01,0.0005,4999.234422683716
41,model_type.alexnet,0.33349609375,2.8809364438056946,0.4306578,2.284179,41,0.01,0.0005,5120.5567746162415
42,model_type.alexnet,0.348876953125,2.807795464992523,0.44300175,2.2194898,42,0.01,0.0005,5243.809639215469
43,model_type.alexnet,0.36376953125,2.8096378445625305,0.456246,2.150861,43,0.01,0.0005,5366.4126625061035
44,model_type.alexnet,0.35302734375,2.873322308063507,0.46822983,2.0856133,44,0.01,0.0005,5487.194133758545
45,model_type.alexnet,0.344482421875,2.929596483707428,0.48118398,2.0117671,45,0.01,0.0005,5608.690784692764
46,model_type.alexnet,0.366455078125,2.8273110389709473,0.49706906,1.9468552,46,0.01,0.0005,5730.5778551101685
47,model_type.alexnet,0.360595703125,2.8499457836151123,0.506262,1.8818785,47,0.01,0.0005,5855.304183721542
48,model_type.alexnet,0.349609375,2.903032958507538,0.52263725,1.8122232,48,0.01,0.0005,5976.699962854385
49,model_type.alexnet,0.329833984375,3.00319367647171,0.5371719,1.746218,49,0.01,0.0005,6098.933376312256
50,model_type.alexnet,0.345458984375,3.0073750019073486,0.55009604,1.675871,50,0.01,0.0005,6221.41973900795
51,model_type.alexnet,0.341064453125,3.0963650941848755,0.5633703,1.6156578,51,0.01,0.0005,6342.301089763641
52,model_type.alexnet,0.348876953125,3.055706560611725,0.578065,1.54848,52,0.01,0.0005,6463.255606889725
53,model_type.alexnet,0.34423828125,3.031689941883087,0.5916593,1.4839906,53,0.01,0.0005,6584.454304933548
54,model_type.alexnet,0.38037109375,3.0823980569839478,0.6974532,1.074089,54,0.01,0.0005,6706.392119169235
55,model_type.alexnet,0.381103515625,3.1349021792411804,0.7201004,0.9812161,55,0.01,0.0005,6828.336848735809
56,model_type.alexnet,0.373046875,3.219283163547516,0.73084384,0.93868697,56,0.01,0.0005,6949.8689703941345
