,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,0.005615234375,5.2982940673828125,0.005081626,5.298453,0,0.01,0.0005,125.73473000526428
1,model_type.alexnet,0.00537109375,5.298250913619995,0.0047215107,5.298398,1,0.01,0.0005,248.93390274047852
2,model_type.alexnet,0.00830078125,5.2982001304626465,0.00503161,5.2983565,2,0.01,0.0005,372.94022035598755
3,model_type.alexnet,0.007568359375,5.298131346702576,0.0055417735,5.298295,3,0.01,0.0005,496.07729744911194
4,model_type.alexnet,0.0078125,5.297948002815247,0.0057618436,5.298189,4,0.01,0.0005,634.15980052948
5,model_type.alexnet,0.010009765625,5.297623038291931,0.0053016967,5.2980027,5,0.01,0.0005,765.7579264640808
6,model_type.alexnet,0.005615234375,5.296028971672058,0.0053917253,5.2974257,6,0.01,0.0005,900.7969677448273
7,model_type.alexnet,0.006591796875,5.279272079467773,0.005381722,5.290525,7,0.01,0.0005,1029.672268629074
8,model_type.alexnet,0.011474609375,5.219091773033142,0.007922535,5.2581387,8,0.01,0.0005,1153.0406074523926
9,model_type.alexnet,0.01318359375,5.182905912399292,0.012624039,5.2042036,9,0.01,0.0005,1276.0848219394684
10,model_type.alexnet,0.022216796875,5.029988408088684,0.017215509,5.1181164,10,0.01,0.0005,1399.4898478984833
11,model_type.alexnet,0.0283203125,4.930410742759705,0.025018007,4.988996,11,0.01,0.0005,1521.7777335643768
12,model_type.alexnet,0.04638671875,4.7973045110702515,0.033350673,4.8938336,12,0.01,0.0005,1644.6294181346893
13,model_type.alexnet,0.048828125,4.68113899230957,0.042503603,4.787362,13,0.01,0.0005,1768.2526841163635
14,model_type.alexnet,0.060302734375,4.637578845024109,0.055117637,4.674191,14,0.01,0.0005,1891.9281845092773
15,model_type.alexnet,0.073974609375,4.506640076637268,0.06716149,4.564094,15,0.01,0.0005,2016.5492014884949
16,model_type.alexnet,0.092041015625,4.372702598571777,0.08101592,4.4586163,16,0.01,0.0005,2140.7964289188385
17,model_type.alexnet,0.108642578125,4.221029996871948,0.09570062,4.343935,17,0.01,0.0005,2264.2169301509857
18,model_type.alexnet,0.132080078125,4.084575653076172,0.114236556,4.197236,18,0.01,0.0005,2387.74187874794
19,model_type.alexnet,0.142333984375,3.9325015544891357,0.13099192,4.043298,19,0.01,0.0005,2510.6115217208862
20,model_type.alexnet,0.1708984375,3.793452501296997,0.15136844,3.914559,20,0.01,0.0005,2634.4226093292236
21,model_type.alexnet,0.195068359375,3.651014506816864,0.16779369,3.7976496,21,0.01,0.0005,2757.9494907855988
22,model_type.alexnet,0.194091796875,3.6590870022773743,0.18564941,3.6870487,22,0.01,0.0005,2881.2796585559845
23,model_type.alexnet,0.216796875,3.515421986579895,0.20130442,3.5906131,23,0.01,0.0005,3004.083529472351
24,model_type.alexnet,0.22607421875,3.4812434315681458,0.21556899,3.4994543,24,0.01,0.0005,3127.5513043403625
25,model_type.alexnet,0.239013671875,3.4192203283309937,0.22951345,3.4127724,25,0.01,0.0005,3251.527445793152
