,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,0.00390625,5.298217177391052,0.0045614596,5.29847,0,0.01,0.0005,135.69445657730103
1,model_type.alexnet,0.005615234375,5.298298120498657,0.0048015364,5.298423,1,0.01,0.0005,271.6764853000641
2,model_type.alexnet,0.005126953125,5.298254489898682,0.004931578,5.298393,2,0.01,0.0005,398.43517231941223
3,model_type.alexnet,0.00439453125,5.298245906829834,0.0052316743,5.298344,3,0.01,0.0005,519.6287970542908
4,model_type.alexnet,0.0068359375,5.298182725906372,0.0051316423,5.298303,4,0.01,0.0005,640.8436269760132
5,model_type.alexnet,0.008056640625,5.298024415969849,0.0049615875,5.2982454,5,0.01,0.0005,763.1501970291138
6,model_type.alexnet,0.004638671875,5.2978973388671875,0.005521767,5.298153,6,0.01,0.0005,884.7374784946442
7,model_type.alexnet,0.0068359375,5.297726273536682,0.0057418374,5.298008,7,0.01,0.0005,1006.6884620189667
8,model_type.alexnet,0.009765625,5.297205090522766,0.0061919815,5.297749,8,0.01,0.0005,1128.2081530094147
9,model_type.alexnet,0.006103515625,5.294841408729553,0.006262004,5.2968564,9,0.01,0.0005,1248.9255707263947
10,model_type.alexnet,0.01123046875,5.197524547576904,0.007022247,5.264671,10,0.01,0.0005,1371.0460231304169
11,model_type.alexnet,0.016845703125,5.033368945121765,0.013584347,5.109075,11,0.01,0.0005,1492.2809872627258
12,model_type.alexnet,0.0224609375,4.963972568511963,0.019366197,5.0295386,12,0.01,0.0005,1613.0619304180145
13,model_type.alexnet,0.03515625,4.843492269515991,0.02818902,4.9362407,13,0.01,0.0005,1734.159640789032
14,model_type.alexnet,0.052734375,4.686851620674133,0.04072303,4.8091626,14,0.01,0.0005,1856.2058141231537
15,model_type.alexnet,0.0615234375,4.618639707565308,0.058198623,4.643649,15,0.01,0.0005,1978.6694073677063
16,model_type.alexnet,0.069091796875,4.579992294311523,0.07551417,4.503293,16,0.01,0.0005,2100.1592993736267
17,model_type.alexnet,0.094482421875,4.368079304695129,0.08948863,4.3825674,17,0.01,0.0005,2222.134208202362
18,model_type.alexnet,0.11328125,4.1622666120529175,0.103913255,4.2568383,18,0.01,0.0005,2343.2477328777313
19,model_type.alexnet,0.129150390625,4.031754970550537,0.12200905,4.1211543,19,0.01,0.0005,2464.5309665203094
20,model_type.alexnet,0.132568359375,3.984410583972931,0.13546334,3.994994,20,0.01,0.0005,2586.480007648468
21,model_type.alexnet,0.154541015625,3.859179735183716,0.15018806,3.8917687,21,0.01,0.0005,2708.794191122055
22,model_type.alexnet,0.1689453125,3.7822222113609314,0.1671535,3.792868,22,0.01,0.0005,2830.311933040619
23,model_type.alexnet,0.19677734375,3.63516628742218,0.18306859,3.6951547,23,0.01,0.0005,2951.588058233261
24,model_type.alexnet,0.221435546875,3.5063414573669434,0.19675297,3.6109169,24,0.01,0.0005,3072.7336432933807
25,model_type.alexnet,0.224609375,3.4664961099624634,0.2109475,3.5295734,25,0.01,0.0005,3193.645563364029
26,model_type.alexnet,0.240478515625,3.3635335564613342,0.22255121,3.450125,26,0.01,0.0005,3315.3494622707367
27,model_type.alexnet,0.2509765625,3.3303235173225403,0.23601553,3.3711226,27,0.01,0.0005,3437.3245544433594
