,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.40630139802631576,1.536125189379642,0.32461044,1.8267049,0,0.01,0.0005,713.2892651557922
1,model_type.halexnet,activation.relu,0.6816920230263158,0.8600186893814489,0.5784322,1.1203877,1,0.01,0.0005,1143.4979541301727
2,model_type.halexnet,activation.relu,0.6805612664473685,0.8846930516393561,0.72165626,0.74675375,2,0.01,0.0005,1560.4569067955017
3,model_type.halexnet,activation.relu,0.7173108552631579,0.7445831957616305,0.75055915,0.6623196,3,0.01,0.0005,1975.3411042690277
4,model_type.halexnet,activation.relu,0.744397615131579,0.6803356158105951,0.76703817,0.61372626,4,0.01,0.0005,2392.2204427719116
5,model_type.halexnet,activation.relu,0.7494860197368421,0.6760083248740748,0.7791609,0.58465016,5,0.01,0.0005,2810.621096134186
6,model_type.halexnet,activation.relu,0.7185444078947368,0.7608782837265416,0.7869581,0.5631958,6,0.01,0.0005,3228.01083111763
7,model_type.halexnet,activation.relu,0.7424958881578947,0.6909079143875524,0.79270303,0.54671013,7,0.01,0.0005,3645.2370274066925
8,model_type.halexnet,activation.relu,0.7286184210526315,0.7080182746837014,0.7968381,0.5340501,8,0.01,0.0005,4065.7382123470306
9,model_type.halexnet,activation.relu,0.7396175986842105,0.6945910924359372,0.80016834,0.52412343,9,0.01,0.0005,4483.656865119934
10,model_type.halexnet,activation.relu,0.7205489309210527,0.7349004619999936,0.80303776,0.51550174,10,0.01,0.0005,4899.102702617645
11,model_type.halexnet,activation.relu,0.744140625,0.6855814707906622,0.8067059,0.5075596,11,0.01,0.0005,5316.077506065369
12,model_type.halexnet,activation.relu,0.7656763980263158,0.59950852394104,0.8077873,0.50121343,12,0.01,0.0005,5728.3041043281555
13,model_type.halexnet,activation.relu,0.7465563322368421,0.653545828242051,0.8103249,0.49520653,13,0.01,0.0005,6144.859254837036
14,model_type.halexnet,activation.relu,0.7533922697368421,0.655352162687402,0.8123894,0.4907211,14,0.01,0.0005,6562.026750087738
15,model_type.halexnet,activation.relu,0.7341694078947368,0.6936222503059789,0.81454605,0.48381746,15,0.01,0.0005,6980.525332212448
16,model_type.halexnet,activation.relu,0.7548314144736842,0.6578379681235865,0.8160453,0.4810854,16,0.01,0.0005,7398.399965286255
17,model_type.halexnet,activation.relu,0.767835115131579,0.6075982890631023,0.81653684,0.47679248,17,0.01,0.0005,7820.593430519104
18,model_type.halexnet,activation.relu,0.7613589638157895,0.6310683081024572,0.8187365,0.47123715,18,0.01,0.0005,8235.951313734055
19,model_type.halexnet,activation.relu,0.7540090460526315,0.6578314492577001,0.8207887,0.4663652,19,0.01,0.0005,8654.352104902267
20,model_type.halexnet,activation.relu,0.7535464638157895,0.6443300937351427,0.82148916,0.46407068,20,0.01,0.0005,9068.300503730774
21,model_type.halexnet,activation.relu,0.7397717927631579,0.7011870020314267,0.82211584,0.4606182,21,0.01,0.0005,9483.988880634308
22,model_type.halexnet,activation.relu,0.7611019736842105,0.6275529265403748,0.82335085,0.4573522,22,0.01,0.0005,9901.807907104492
23,model_type.halexnet,activation.relu,0.7671155427631579,0.5968019554489538,0.8245306,0.4539711,23,0.01,0.0005,10320.990074157715
24,model_type.halexnet,activation.relu,0.7556537828947368,0.6370342687556618,0.82551366,0.4516035,24,0.01,0.0005,10744.094298124313
25,model_type.halexnet,activation.relu,0.7557051809210527,0.6324792786648399,0.8279345,0.44868073,25,0.01,0.0005,11167.228949785233
26,model_type.halexnet,activation.relu,0.7656763980263158,0.6204850736417269,0.8278055,0.4462232,26,0.01,0.0005,11595.33148932457
27,model_type.halexnet,activation.relu,0.7672697368421053,0.5984667947417811,0.83029395,0.44189626,27,0.01,0.0005,12018.445522785187
28,model_type.halexnet,activation.relu,0.7558079769736842,0.6413889182241339,0.8300605,0.43983394,28,0.01,0.0005,12433.741183757782
29,model_type.halexnet,activation.relu,0.7526212993421053,0.6430548774568658,0.83205736,0.43666273,29,0.01,0.0005,12845.040480136871
30,model_type.halexnet,activation.relu,0.7492290296052632,0.6587509261934381,0.8320758,0.4356203,30,0.01,0.0005,13260.215318202972
31,model_type.halexnet,activation.relu,0.7568359375,0.6398781224300987,0.83433074,0.4311371,31,0.01,0.0005,13678.16168642044
32,model_type.halexnet,activation.relu,0.7460423519736842,0.6711031073018124,0.83394367,0.4287459,32,0.01,0.0005,14092.87889790535
33,model_type.halexnet,activation.relu,0.7613075657894737,0.6429134607315063,0.83492064,0.42655078,33,0.01,0.0005,14509.637511491776
34,model_type.halexnet,activation.relu,0.7412623355263158,0.6991816821851229,0.8359713,0.42404854,34,0.01,0.0005,14925.159381389618
35,model_type.halexnet,activation.relu,0.7645970394736842,0.6191660416753668,0.8488191,0.39182407,35,0.01,0.0005,15340.454783201218
36,model_type.halexnet,activation.relu,0.7621299342105263,0.6302725641350997,0.85072994,0.3863235,36,0.01,0.0005,15761.213571310043
37,model_type.halexnet,activation.relu,0.7658305921052632,0.6203207687327736,0.8524135,0.38270497,37,0.01,0.0005,16178.499478578568
