,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.4303042763157895,1.5672458912196912,0.29663536,1.856857,0,0.01,0.0005,441.75085282325745
1,model_type.halexnet,activation.relu,0.6390830592105263,0.9776028018248709,0.5915565,1.1022735,1,0.01,0.0005,853.6195383071899
2,model_type.halexnet,activation.relu,0.69140625,0.827451207135853,0.71816015,0.75604963,2,0.01,0.0005,1269.700085401535
3,model_type.halexnet,activation.relu,0.7028166118421053,0.8054019495060569,0.7459509,0.6718788,3,0.01,0.0005,1680.3705730438232
4,model_type.halexnet,activation.relu,0.7084703947368421,0.7868427822464391,0.7635359,0.6246746,4,0.01,0.0005,2090.5595185756683
5,model_type.halexnet,activation.relu,0.7484580592105263,0.6704469417270861,0.77673393,0.59068763,5,0.01,0.0005,2506.4005420207977
6,model_type.halexnet,activation.relu,0.7372018914473685,0.7056747674942017,0.7838982,0.56745344,6,0.01,0.0005,2920.2846751213074
7,model_type.halexnet,activation.relu,0.7510279605263158,0.6652200253386247,0.79151714,0.5504815,7,0.01,0.0005,3333.041347503662
8,model_type.halexnet,activation.relu,0.7410053453947368,0.6896123572399742,0.7956953,0.53642017,8,0.01,0.0005,3747.0310628414154
9,model_type.halexnet,activation.relu,0.7366365131578947,0.675734752102902,0.7998243,0.5265036,9,0.01,0.0005,4160.2330548763275
10,model_type.halexnet,activation.relu,0.7100123355263158,0.7887182141605177,0.80281657,0.5176885,10,0.01,0.0005,4572.506600856781
11,model_type.halexnet,activation.relu,0.7364823190789473,0.6995652757192913,0.8038488,0.5100799,11,0.01,0.0005,4983.493990182877
12,model_type.halexnet,activation.relu,0.7600740131578947,0.6337928332780537,0.8083526,0.5026618,12,0.01,0.0005,5394.5950083732605
13,model_type.halexnet,activation.relu,0.7495374177631579,0.6653768765298944,0.8097289,0.49612513,13,0.01,0.0005,5805.604607582092
14,model_type.halexnet,activation.relu,0.7634662828947368,0.6204202331994709,0.8115169,0.49198407,14,0.01,0.0005,6217.42248249054
15,model_type.halexnet,activation.relu,0.7697368421052632,0.608171494383561,0.813096,0.48582536,15,0.01,0.0005,6629.277312994003
16,model_type.halexnet,activation.relu,0.7512849506578947,0.6533884311977186,0.8157749,0.48075533,16,0.01,0.0005,7039.02516579628
17,model_type.halexnet,activation.relu,0.7575041118421053,0.6407343745231628,0.81619275,0.47880322,17,0.01,0.0005,7453.185767889023
18,model_type.halexnet,activation.relu,0.7513363486842105,0.6726719423344261,0.81848454,0.47312537,18,0.01,0.0005,7864.609660148621
19,model_type.halexnet,activation.relu,0.765368009868421,0.6119279453628942,0.8193202,0.4696319,19,0.01,0.0005,8280.676809310913
20,model_type.halexnet,activation.relu,0.7689144736842105,0.6119317600601598,0.82088697,0.46648264,20,0.01,0.0005,8694.204979419708
21,model_type.halexnet,activation.relu,0.783922697368421,0.5697387268668727,0.8217841,0.46343002,21,0.01,0.0005,9108.01346039772
22,model_type.halexnet,activation.relu,0.7510793585526315,0.6549594119975441,0.82352906,0.45935303,22,0.01,0.0005,9517.998111248016
23,model_type.halexnet,activation.relu,0.7493318256578947,0.6682750551324141,0.82492995,0.45498413,23,0.01,0.0005,9931.58729314804
24,model_type.halexnet,activation.relu,0.7415707236842105,0.7058334444698534,0.82559353,0.45376724,24,0.01,0.0005,10342.666985750198
25,model_type.halexnet,activation.relu,0.7455283717105263,0.6822766379306191,0.82686543,0.44947478,25,0.01,0.0005,10752.088512659073
26,model_type.halexnet,activation.relu,0.7567331414473685,0.6387200637867576,0.8274614,0.44799057,26,0.01,0.0005,11163.524271726608
27,model_type.halexnet,activation.relu,0.7691714638157895,0.6240626102999637,0.8285735,0.44440925,27,0.01,0.0005,11576.828813314438
28,model_type.halexnet,activation.relu,0.7503083881578947,0.659322672768643,0.82923096,0.4413215,28,0.01,0.0005,11992.74493432045
29,model_type.halexnet,activation.relu,0.7549342105263158,0.6546310719690824,0.82955664,0.43983063,29,0.01,0.0005,12402.90025305748
30,model_type.halexnet,activation.relu,0.7517475328947368,0.6589916913132918,0.831658,0.436135,30,0.01,0.0005,12813.0020570755
31,model_type.halexnet,activation.relu,0.7551912006578947,0.65835482195804,0.8315351,0.43492636,31,0.01,0.0005,13220.52796959877
32,model_type.halexnet,activation.relu,0.7544716282894737,0.6668656687987479,0.83316946,0.431064,32,0.01,0.0005,13632.482789039612
33,model_type.halexnet,activation.relu,0.7666529605263158,0.6256724909732216,0.84509563,0.4014266,33,0.01,0.0005,14043.758154392242
34,model_type.halexnet,activation.relu,0.7618215460526315,0.633358823625665,0.84730756,0.39606336,34,0.01,0.0005,14453.381861686707
35,model_type.halexnet,activation.relu,0.7654708059210527,0.6279731079151756,0.847412,0.3943603,35,0.01,0.0005,14864.731236696243
