,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.42315995065789475,1.5687606271944547,0.29822674,1.8689233,0,0.01,0.0005,1111.3302783966064
1,model_type.halexnet,activation.relu,0.6733655427631579,0.893028365938287,0.5817194,1.1299707,1,0.01,0.0005,2095.6066343784332
2,model_type.halexnet,activation.relu,0.7089329769736842,0.7814025502455862,0.7180004,0.7536481,2,0.01,0.0005,2967.6752252578735
3,model_type.halexnet,activation.relu,0.720703125,0.7541601751980028,0.74838406,0.66532177,3,0.01,0.0005,3815.295989751816
4,model_type.halexnet,activation.relu,0.7279502467105263,0.7284511421856127,0.765625,0.6184916,4,0.01,0.0005,4792.64475774765
5,model_type.halexnet,activation.relu,0.7497944078947368,0.6702417856768558,0.77672166,0.5866646,5,0.01,0.0005,5664.173253297806
6,model_type.halexnet,activation.relu,0.7477384868421053,0.6770869148404974,0.78652185,0.56373644,6,0.01,0.0005,6658.59050154686
7,model_type.halexnet,activation.relu,0.7521073190789473,0.6512089967727661,0.79147416,0.548144,7,0.01,0.0005,7547.358248949051
8,model_type.halexnet,activation.relu,0.7261513157894737,0.7296544470285115,0.7960332,0.5355989,8,0.01,0.0005,8465.087051868439
9,model_type.halexnet,activation.relu,0.7442434210526315,0.679798894806912,0.80080736,0.5243745,9,0.01,0.0005,9489.708233833313
10,model_type.halexnet,activation.relu,0.7339124177631579,0.6990281876764799,0.8031668,0.51589966,10,0.01,0.0005,10446.029067516327
11,model_type.halexnet,activation.relu,0.7271278782894737,0.7170729354808205,0.8057167,0.50868154,11,0.01,0.0005,11341.019708633423
12,model_type.halexnet,activation.relu,0.7428556743421053,0.6630743616505673,0.80791634,0.5013617,12,0.01,0.0005,12178.125431537628
13,model_type.halexnet,activation.relu,0.7660361842105263,0.6226880205304999,0.8095692,0.49690908,13,0.01,0.0005,13090.392298460007
14,model_type.halexnet,activation.relu,0.7635176809210527,0.6140331782792744,0.81196547,0.49054602,14,0.01,0.0005,14082.331130981445
15,model_type.halexnet,activation.relu,0.7388980263157895,0.6644816492733202,0.813821,0.48500758,15,0.01,0.0005,15140.995998382568
16,model_type.halexnet,activation.relu,0.7664473684210527,0.6128002154199701,0.81525266,0.48080063,16,0.01,0.0005,16064.302026987076
17,model_type.halexnet,activation.relu,0.7579666940789473,0.6304520117609125,0.8157565,0.477461,17,0.01,0.0005,16973.95795273781
18,model_type.halexnet,activation.relu,0.769788240131579,0.602509551926663,0.81833094,0.4730429,18,0.01,0.0005,17877.92715215683
19,model_type.halexnet,activation.relu,0.7449629934210527,0.680114840206347,0.8194062,0.46899942,19,0.01,0.0005,18782.51608467102
20,model_type.halexnet,activation.relu,0.7645970394736842,0.6149251555141649,0.8207395,0.4656596,20,0.01,0.0005,19674.72806406021
21,model_type.halexnet,activation.relu,0.7440892269736842,0.6762537673900002,0.82282245,0.46342906,21,0.01,0.0005,20653.348155021667
22,model_type.halexnet,activation.relu,0.7700452302631579,0.6056104051439386,0.8225091,0.46031722,22,0.01,0.0005,21464.323280334473
23,model_type.halexnet,activation.relu,0.7670127467105263,0.6078944049383465,0.8248931,0.45695397,23,0.01,0.0005,22474.48358273506
24,model_type.halexnet,activation.relu,0.7684518914473685,0.6281652105482001,0.8254338,0.4531683,24,0.01,0.0005,23478.943206310272
25,model_type.halexnet,activation.relu,0.755602384868421,0.6410331726074219,0.82579017,0.45028207,25,0.01,0.0005,24424.594743013382
26,model_type.halexnet,activation.relu,0.7650596217105263,0.6215688523493315,0.8265705,0.44690388,26,0.01,0.0005,25355.37930369377
27,model_type.halexnet,activation.relu,0.7713301809210527,0.6058063726676138,0.8286964,0.44539827,27,0.01,0.0005,26389.25437951088
28,model_type.halexnet,activation.relu,0.7533922697368421,0.6600252107570046,0.8289115,0.44136846,28,0.01,0.0005,27305.85364460945
29,model_type.halexnet,activation.relu,0.7514391447368421,0.6557270037500482,0.8313999,0.43875813,29,0.01,0.0005,28106.00228214264
30,model_type.halexnet,activation.relu,0.7599198190789473,0.6385373567280016,0.8422815,0.40981218,30,0.01,0.0005,28894.152834653854
31,model_type.halexnet,activation.relu,0.7613075657894737,0.6332313888951352,0.8429451,0.40584078,31,0.01,0.0005,29805.923484563828
32,model_type.halexnet,activation.relu,0.7655736019736842,0.6235433440459403,0.84507716,0.40209597,32,0.01,0.0005,30665.030938625336
