,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.2829461348684211,1.8505765387886448,0.29333588,1.8973078,0,0.01,0.0005,432.5646870136261
1,model_type.halexnet,activation.relu,0.6149259868421053,1.0790968317734568,0.55220824,1.2013034,1,0.01,0.0005,856.0297811031342
2,model_type.halexnet,activation.relu,0.6851870888157895,0.8591953265039545,0.7097424,0.77738464,2,0.01,0.0005,1293.5310351848602
3,model_type.halexnet,activation.relu,0.7009662828947368,0.8015385019151788,0.7435976,0.67992646,3,0.01,0.0005,1742.1962718963623
4,model_type.halexnet,activation.relu,0.7332956414473685,0.7113777242208782,0.7622702,0.62891406,4,0.01,0.0005,2147.339833498001
5,model_type.halexnet,activation.relu,0.7147923519736842,0.7579654392443205,0.773969,0.597557,5,0.01,0.0005,2552.559460401535
6,model_type.halexnet,activation.relu,0.700914884868421,0.8401767517391004,0.78418696,0.5715312,6,0.01,0.0005,2955.058940887451
7,model_type.halexnet,activation.relu,0.7234786184210527,0.7425861170417384,0.7892622,0.5552945,7,0.01,0.0005,3370.854382276535
8,model_type.halexnet,activation.relu,0.7690686677631579,0.6075625419616699,0.7940302,0.5416628,8,0.01,0.0005,3801.1961901187897
9,model_type.halexnet,activation.relu,0.7236328125,0.7091254968392221,0.7980793,0.5313626,9,0.01,0.0005,4226.601606845856
10,model_type.halexnet,activation.relu,0.7484066611842105,0.659313048187055,0.80109,0.52146757,10,0.01,0.0005,4636.9848301410675
11,model_type.halexnet,activation.relu,0.7503083881578947,0.6564150734951621,0.804666,0.513343,11,0.01,0.0005,5043.249174594879
12,model_type.halexnet,activation.relu,0.7396175986842105,0.6979990789764806,0.80608535,0.5082743,12,0.01,0.0005,5466.242319107056
13,model_type.halexnet,activation.relu,0.7582236842105263,0.6409577695946944,0.80853075,0.5005182,13,0.01,0.0005,5882.561008214951
14,model_type.halexnet,activation.relu,0.7664473684210527,0.6188483081365886,0.81138176,0.49438658,14,0.01,0.0005,6306.018866062164
15,model_type.halexnet,activation.relu,0.7403371710526315,0.6839765529883536,0.8117135,0.4908153,15,0.01,0.0005,6749.507927894592
16,model_type.halexnet,activation.relu,0.7472759046052632,0.6746389740391782,0.814245,0.4862331,16,0.01,0.0005,7166.3833684921265
17,model_type.halexnet,activation.relu,0.7510793585526315,0.6627846454319201,0.81622344,0.48079482,17,0.01,0.0005,7585.79895067215
18,model_type.halexnet,activation.relu,0.7601254111842105,0.6268142806856256,0.81783324,0.47635147,18,0.01,0.0005,7993.013073682785
19,model_type.halexnet,activation.relu,0.7557565789473685,0.6430561793477911,0.8186566,0.47364855,19,0.01,0.0005,8398.117274522781
20,model_type.halexnet,activation.relu,0.7574527138157895,0.6399582687177157,0.8293784,0.44464612,20,0.01,0.0005,8811.051076173782
21,model_type.halexnet,activation.relu,0.7517989309210527,0.6573752415807623,0.8304721,0.44066834,21,0.01,0.0005,9283.320945501328
22,model_type.halexnet,activation.relu,0.7634662828947368,0.6260587478938856,0.8311419,0.43855318,22,0.01,0.0005,9732.922910451889
