,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3394,1.8823996,0.29955587,1.9820496,0,0.0001,1e-05,40,1,,
1,model_type.euclidean,activation.dmelu,0.3604,1.8211349,0.35567382,1.8461306,1,0.0001,1e-05,40,1,,
2,model_type.euclidean,activation.dmelu,0.3786,1.7826693,0.37319943,1.8029673,2,0.0001,1e-05,40,1,,
3,model_type.euclidean,activation.dmelu,0.3737,1.7806246,0.38106194,1.7752947,3,0.0001,1e-05,40,1,,
4,model_type.euclidean,activation.dmelu,0.38369998,1.7545855,0.39176536,1.751609,4,0.0001,1e-05,40,1,,
5,model_type.euclidean,activation.dmelu,0.3978,1.7244304,0.4006282,1.730611,5,0.0001,1e-05,40,1,,
6,model_type.euclidean,activation.dmelu,0.3988,1.7133795,0.40643007,1.7118478,6,0.0001,1e-05,40,1,,
7,model_type.euclidean,activation.dmelu,0.41,1.6948934,0.4134123,1.6911107,7,0.0001,1e-05,40,1,,
8,model_type.euclidean,activation.dmelu,0.41439998,1.6712022,0.41983435,1.6726573,8,0.0001,1e-05,40,1,,
9,model_type.euclidean,activation.dmelu,0.41489998,1.661986,0.42501602,1.6535068,9,0.0001,1e-05,40,1,,
10,model_type.euclidean,activation.dmelu,0.42679998,1.6378114,0.43045774,1.6381917,10,0.0001,1e-05,40,1,,
11,model_type.euclidean,activation.dmelu,0.43129998,1.6231056,0.4390805,1.620255,11,0.0001,1e-05,40,1,,
12,model_type.euclidean,activation.dmelu,0.42949998,1.6198263,0.44580266,1.6053724,12,0.0001,1e-05,40,1,,
13,model_type.euclidean,activation.dmelu,0.4443,1.5996252,0.44758323,1.5929648,13,0.0001,1e-05,40,1,,
14,model_type.euclidean,activation.dmelu,0.4468,1.5934467,0.45110434,1.5812892,14,0.0001,1e-05,40,1,,
15,model_type.euclidean,activation.dmelu,0.4456,1.5889368,0.4549456,1.5710877,15,0.0001,1e-05,40,1,,
16,model_type.euclidean,activation.dmelu,0.4513,1.578077,0.45878682,1.5604053,16,0.0001,1e-05,40,1,,
17,model_type.euclidean,activation.dmelu,0.452,1.5741559,0.46268806,1.5527952,17,0.0001,1e-05,40,1,,
18,model_type.euclidean,activation.dmelu,0.4438,1.5771238,0.46578905,1.5438924,18,0.0001,1e-05,40,1,,
