,Model,Activation,Test accuracy,Test loss,Normalized test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities,Problem dimension
0,model_type.euclidean,activation.dmelu,,0.014845572,1.592016,,0.022761025,0,0.01,0.0001,20,2,,,10
1,model_type.euclidean,activation.dmelu,,0.011006616,1.1803323,,0.01444018,1,0.01,0.0001,20,2,,,10
2,model_type.euclidean,activation.dmelu,,0.01165367,1.2497214,,0.010123222,2,0.01,0.0001,20,2,,,10
3,model_type.euclidean,activation.dmelu,,0.012927282,1.3863015,,0.010462696,3,0.01,0.0001,20,2,,,10
4,model_type.euclidean,activation.dmelu,,0.012025548,1.289601,,0.011646441,4,0.01,0.0001,20,2,,,10
5,model_type.euclidean,activation.dmelu,,0.011082101,1.1884272,,0.010665255,5,0.01,0.0001,20,2,,,10
6,model_type.euclidean,activation.dmelu,,0.011074094,1.1875685,,0.009797292,6,0.01,0.0001,20,2,,,10
7,model_type.euclidean,activation.dmelu,,0.011082476,1.1884674,,0.009977035,7,0.01,0.0001,20,2,,,10
8,model_type.euclidean,activation.dmelu,,0.010659642,1.1431234,,0.010094468,8,0.01,0.0001,20,2,,,10
9,model_type.euclidean,activation.dmelu,,0.010300454,1.1046046,,0.009650539,9,0.01,0.0001,20,2,,,10
10,model_type.euclidean,activation.dmelu,,0.010325079,1.1072453,,0.009202665,10,0.01,0.0001,20,2,,,10
11,model_type.euclidean,activation.dmelu,,0.01044588,1.1201998,,0.009126936,11,0.01,0.0001,20,2,,,10
12,model_type.euclidean,activation.dmelu,,0.010294694,1.103987,,0.009160596,12,0.01,0.0001,20,2,,,10
13,model_type.euclidean,activation.dmelu,,0.009910741,1.0628124,,0.008954756,13,0.01,0.0001,20,2,,,10
14,model_type.euclidean,activation.dmelu,,0.009588421,1.0282474,,0.008573065,14,0.01,0.0001,20,2,,,10
15,model_type.euclidean,activation.dmelu,,0.009486769,1.0173464,,0.00831722,15,0.01,0.0001,20,2,,,10
16,model_type.euclidean,activation.dmelu,,0.009497013,1.0184449,,0.008315515,16,0.01,0.0001,20,2,,,10
17,model_type.euclidean,activation.dmelu,,0.009450907,1.0135005,,0.008403743,17,0.01,0.0001,20,2,,,10
18,model_type.euclidean,activation.dmelu,,0.009345481,1.0021948,,0.008375954,18,0.01,0.0001,20,2,,,10
19,model_type.euclidean,activation.dmelu,,0.009296599,0.9969528,,0.008234278,19,0.01,0.0001,20,2,,,10
20,model_type.euclidean,activation.dmelu,,0.009348315,1.0024987,,0.008125038,20,0.01,0.0001,20,2,,,10
21,model_type.euclidean,activation.dmelu,,0.0094112335,1.009246,,0.008117138,21,0.01,0.0001,20,2,,,10
22,model_type.euclidean,activation.dmelu,,0.009383109,1.00623,,0.008129329,22,0.01,0.0001,20,2,,,10
23,model_type.euclidean,activation.dmelu,,0.009269334,0.994029,,0.008060712,23,0.01,0.0001,20,2,,,10
24,model_type.euclidean,activation.dmelu,,0.009155519,0.9818236,,0.007921364,24,0.01,0.0001,20,2,,,10
25,model_type.euclidean,activation.dmelu,,0.009093607,0.9751842,,0.0078014713,25,0.01,0.0001,20,2,,,10
26,model_type.euclidean,activation.dmelu,,0.009053816,0.9709171,,0.007746517,26,0.01,0.0001,20,2,,,10
27,model_type.euclidean,activation.dmelu,,0.008991631,0.9642485,,0.007706565,27,0.01,0.0001,20,2,,,10
28,model_type.euclidean,activation.dmelu,,0.00892291,0.95687896,,0.0076161874,28,0.01,0.0001,20,2,,,10
29,model_type.euclidean,activation.dmelu,,0.008898342,0.9542443,,0.0074863024,29,0.01,0.0001,20,2,,,10
30,model_type.euclidean,activation.dmelu,,0.008921522,0.95673007,,0.0073815696,30,0.01,0.0001,20,2,,,10
31,model_type.euclidean,activation.dmelu,,0.008933707,0.95803684,,0.0073260325,31,0.01,0.0001,20,2,,,10
32,model_type.euclidean,activation.dmelu,,0.008888891,0.9532308,,0.00727403,32,0.01,0.0001,20,2,,,10
33,model_type.euclidean,activation.dmelu,,0.008811405,0.9449213,,0.007180855,33,0.01,0.0001,20,2,,,10
34,model_type.euclidean,activation.dmelu,,0.008756925,0.939079,,0.0070635695,34,0.01,0.0001,20,2,,,10
35,model_type.euclidean,activation.dmelu,,0.008739654,0.93722683,,0.006965299,35,0.01,0.0001,20,2,,,10
36,model_type.euclidean,activation.dmelu,,0.008731461,0.93634826,,0.0068853344,36,0.01,0.0001,20,2,,,10
37,model_type.euclidean,activation.dmelu,,0.008721166,0.93524426,,0.006785978,37,0.01,0.0001,20,2,,,10
38,model_type.euclidean,activation.dmelu,,0.008726044,0.9357673,,0.006661892,38,0.01,0.0001,20,2,,,10
39,model_type.euclidean,activation.dmelu,,0.008741881,0.93746567,,0.00655072,39,0.01,0.0001,20,2,,,10
40,model_type.euclidean,activation.dmelu,,0.008735865,0.93682057,,0.0064677536,40,0.01,0.0001,20,2,,,10
41,model_type.euclidean,activation.dmelu,,0.008706015,0.93361944,,0.006383411,41,0.01,0.0001,20,2,,,10
42,model_type.euclidean,activation.dmelu,,0.0086976625,0.93272376,,0.006280833,42,0.01,0.0001,20,2,,,10
43,model_type.euclidean,activation.dmelu,,0.0087392125,0.9371795,,0.006182292,43,0.01,0.0001,20,2,,,10
44,model_type.euclidean,activation.dmelu,,0.008802953,0.94401497,,0.0061001955,44,0.01,0.0001,20,2,,,10
45,model_type.euclidean,activation.dmelu,,0.008843524,0.94836575,,0.0060156244,45,0.01,0.0001,20,2,,,10
46,model_type.euclidean,activation.dmelu,,0.00884058,0.94804996,,0.0059193396,46,0.01,0.0001,20,2,,,10
47,model_type.euclidean,activation.dmelu,,0.00880187,0.9438988,,0.0058254446,47,0.01,0.0001,20,2,,,10
48,model_type.euclidean,activation.dmelu,,0.0087552685,0.93890136,,0.0057406514,48,0.01,0.0001,20,2,,,10
49,model_type.euclidean,activation.dmelu,,0.008728803,0.93606323,,0.005652759,49,0.01,0.0001,20,2,,,10
50,model_type.euclidean,activation.dmelu,,0.008733851,0.93660456,,0.0055514527,50,0.01,0.0001,20,2,,,10
51,model_type.euclidean,activation.dmelu,,0.00874459,0.9377562,,0.005444811,51,0.01,0.0001,20,2,,,10
52,model_type.euclidean,activation.dmelu,,0.008708543,0.9338906,,0.005341613,52,0.01,0.0001,20,2,,,10
53,model_type.euclidean,activation.dmelu,,0.00862443,0.9248704,,0.0052339504,53,0.01,0.0001,20,2,,,10
54,model_type.euclidean,activation.dmelu,,0.00854962,0.91684794,,0.0051209517,54,0.01,0.0001,20,2,,,10
55,model_type.euclidean,activation.dmelu,,0.008518688,0.9135308,,0.0050124777,55,0.01,0.0001,20,2,,,10
56,model_type.euclidean,activation.dmelu,,0.008509325,0.9125267,,0.0049056546,56,0.01,0.0001,20,2,,,10
57,model_type.euclidean,activation.dmelu,,0.00848426,0.90983886,,0.0047960114,57,0.01,0.0001,20,2,,,10
58,model_type.euclidean,activation.dmelu,,0.008425451,0.9035322,,0.00469086,58,0.01,0.0001,20,2,,,10
59,model_type.euclidean,activation.dmelu,,0.008348367,0.8952659,,0.0045974525,59,0.01,0.0001,20,2,,,10
60,model_type.euclidean,activation.dmelu,,0.008292677,0.88929373,,0.004508991,60,0.01,0.0001,20,2,,,10
61,model_type.euclidean,activation.dmelu,,0.008269932,0.88685465,,0.004424468,61,0.01,0.0001,20,2,,,10
62,model_type.euclidean,activation.dmelu,,0.008241418,0.8837968,,0.004348969,62,0.01,0.0001,20,2,,,10
63,model_type.euclidean,activation.dmelu,,0.00819949,0.8793005,,0.0042723753,63,0.01,0.0001,20,2,,,10
64,model_type.euclidean,activation.dmelu,,0.008155976,0.8746342,,0.00420344,64,0.01,0.0001,20,2,,,10
65,model_type.euclidean,activation.dmelu,,0.00811839,0.8706035,,0.0041381377,65,0.01,0.0001,20,2,,,10
66,model_type.euclidean,activation.dmelu,,0.008079459,0.86642855,,0.0040692906,66,0.01,0.0001,20,2,,,10
67,model_type.euclidean,activation.dmelu,,0.008019509,0.8599996,,0.0040013646,67,0.01,0.0001,20,2,,,10
68,model_type.euclidean,activation.dmelu,,0.007957221,0.85331994,,0.0039267195,68,0.01,0.0001,20,2,,,10
69,model_type.euclidean,activation.dmelu,,0.007890396,0.84615374,,0.0038551271,69,0.01,0.0001,20,2,,,10
70,model_type.euclidean,activation.dmelu,,0.007805906,0.8370932,,0.0037770448,70,0.01,0.0001,20,2,,,10
71,model_type.euclidean,activation.dmelu,,0.00769391,0.8250829,,0.0036987383,71,0.01,0.0001,20,2,,,10
72,model_type.euclidean,activation.dmelu,,0.0075848866,0.8133914,,0.0036171335,72,0.01,0.0001,20,2,,,10
73,model_type.euclidean,activation.dmelu,,0.007489257,0.8031362,,0.0035376567,73,0.01,0.0001,20,2,,,10
74,model_type.euclidean,activation.dmelu,,0.0073856576,0.7920264,,0.0034598443,74,0.01,0.0001,20,2,,,10
75,model_type.euclidean,activation.dmelu,,0.007274624,0.7801193,,0.00338396,75,0.01,0.0001,20,2,,,10
76,model_type.euclidean,activation.dmelu,,0.007185715,0.7705848,,0.0033106513,76,0.01,0.0001,20,2,,,10
