,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.010091145833333334,4.604357878367106,0.0087828105,4.6051507,0,0.01,0.0005,120.96484780311584
1,model_type.halexnet,activation.relu,0.025390625,4.568273703257243,0.011303618,4.569361,1,0.01,0.0005,238.68833589553833
2,model_type.halexnet,activation.relu,0.020073784722222224,4.525490760803223,0.020706626,4.5271716,2,0.01,0.0005,356.28374791145325
3,model_type.halexnet,activation.relu,0.039713541666666664,4.28087133831448,0.031009924,4.394331,3,0.01,0.0005,475.32515025138855
4,model_type.halexnet,activation.relu,0.055989583333333336,4.216463406880696,0.045994718,4.234145,4,0.01,0.0005,592.7764201164246
5,model_type.halexnet,activation.relu,0.061089409722222224,4.195716593000624,0.060759444,4.149056,5,0.01,0.0005,711.861819267273
6,model_type.halexnet,activation.relu,0.07964409722222222,4.021860837936401,0.078765206,4.038634,6,0.01,0.0005,830.2690312862396
7,model_type.halexnet,activation.relu,0.11490885416666667,3.81333327293396,0.10169254,3.8984032,7,0.01,0.0005,948.3198435306549
8,model_type.halexnet,activation.relu,0.12272135416666667,3.7399135165744357,0.11997839,3.7673318,8,0.01,0.0005,1066.585521697998
9,model_type.halexnet,activation.relu,0.1574435763888889,3.5521731111738415,0.13900448,3.6397893,9,0.01,0.0005,1184.640822649002
10,model_type.halexnet,activation.relu,0.17371961805555555,3.4208437866634793,0.16047135,3.5120163,10,0.01,0.0005,1301.951396226883
11,model_type.halexnet,activation.relu,0.2095269097222222,3.2881201903025308,0.17899728,3.4010124,11,0.01,0.0005,1420.319941997528
12,model_type.halexnet,activation.relu,0.21158854166666666,3.28050873014662,0.19956386,3.298841,12,0.01,0.0005,1537.9961404800415
13,model_type.halexnet,activation.relu,0.2392578125,3.103370878431532,0.21792974,3.1912215,13,0.01,0.0005,1656.063717365265
14,model_type.halexnet,activation.relu,0.24251302083333334,3.0931852923499212,0.23645566,3.0972433,14,0.01,0.0005,1775.3854892253876
15,model_type.halexnet,activation.relu,0.2692057291666667,2.98978590965271,0.25566182,3.0075324,15,0.01,0.0005,1895.0242443084717
16,model_type.halexnet,activation.relu,0.2644314236111111,2.954146252738105,0.27050656,2.920856,16,0.01,0.0005,2013.9879052639008
17,model_type.halexnet,activation.relu,0.3139105902777778,2.7316839694976807,0.28509122,2.8376575,17,0.01,0.0005,2132.524631023407
18,model_type.halexnet,activation.relu,0.2875434027777778,2.885699086719089,0.30285692,2.759702,18,0.01,0.0005,2250.2109940052032
19,model_type.halexnet,activation.relu,0.3375651041666667,2.620573494169447,0.31894207,2.689679,19,0.01,0.0005,2368.3645734786987
20,model_type.halexnet,activation.relu,0.3529730902777778,2.561307085884942,0.3321863,2.6194413,20,0.01,0.0005,2485.5877542495728
21,model_type.halexnet,activation.relu,0.3591579861111111,2.532543341318766,0.34541053,2.548734,21,0.01,0.0005,2604.7529957294464
22,model_type.halexnet,activation.relu,0.3717447916666667,2.4395275910695395,0.36285612,2.4722354,22,0.01,0.0005,2725.4073090553284
23,model_type.halexnet,activation.relu,0.3646918402777778,2.4539712535010443,0.37293935,2.4097726,23,0.01,0.0005,2842.682983636856
24,model_type.halexnet,activation.relu,0.4075520833333333,2.278017626868354,0.38896447,2.3441496,24,0.01,0.0005,2960.3512659072876
25,model_type.halexnet,activation.relu,0.3946397569444444,2.3256660832299128,0.40446943,2.2802446,25,0.01,0.0005,3077.9296519756317
26,model_type.halexnet,activation.relu,0.4057074652777778,2.282125022676256,0.4193542,2.2143893,26,0.01,0.0005,3195.6849887371063
27,model_type.halexnet,activation.relu,0.4246961805555556,2.2164427439371743,0.42769685,2.1604881,27,0.01,0.0005,3314.3499212265015
28,model_type.halexnet,activation.relu,0.4469401041666667,2.119610177146064,0.44122118,2.09922,28,0.01,0.0005,3432.952569961548
29,model_type.halexnet,activation.relu,0.4375,2.1771962112850614,0.45474553,2.0416346,29,0.01,0.0005,3551.1806724071503
30,model_type.halexnet,activation.relu,0.4696180555555556,2.0234672360950046,0.46728954,1.9795853,30,0.01,0.0005,3669.1826708316803
31,model_type.halexnet,activation.relu,0.4743923611111111,2.00038398636712,0.4790933,1.932595,31,0.01,0.0005,3787.612258195877
32,model_type.halexnet,activation.relu,0.4739583333333333,1.997406217787001,0.49127722,1.8759335,32,0.01,0.0005,3905.648169517517
33,model_type.halexnet,activation.relu,0.4739583333333333,1.9576031631893582,0.50414133,1.8286674,33,0.01,0.0005,4023.8917706012726
34,model_type.halexnet,activation.relu,0.494140625,1.926568627357483,0.51168376,1.7761712,34,0.01,0.0005,4142.701134681702
35,model_type.halexnet,activation.relu,0.4903428819444444,1.950593802664015,0.52386767,1.7312033,35,0.01,0.0005,4260.517768383026
36,model_type.halexnet,activation.relu,0.4962022569444444,1.919637123743693,0.53457105,1.681599,36,0.01,0.0005,4378.8611536026
37,model_type.halexnet,activation.relu,0.5086805555555556,1.881315377023485,0.54581463,1.639975,37,0.01,0.0005,4497.80219745636
38,model_type.halexnet,activation.relu,0.5148654513888888,1.8365020487043593,0.55679816,1.5893183,38,0.01,0.0005,4616.02778339386
39,model_type.halexnet,activation.relu,0.5185546875,1.8273750808503892,0.565501,1.5464908,39,0.01,0.0005,4734.888478040695
40,model_type.halexnet,activation.relu,0.5133463541666666,1.8694252173105876,0.5797655,1.5020652,40,0.01,0.0005,4853.16407585144
41,model_type.halexnet,activation.relu,0.5168185763888888,1.853061596552531,0.58818823,1.4653114,41,0.01,0.0005,4971.747332811356
42,model_type.halexnet,activation.relu,0.529296875,1.80558533138699,0.5964709,1.4258491,42,0.01,0.0005,5090.181232690811
43,model_type.halexnet,activation.relu,0.5200737847222222,1.9040488931867812,0.606314,1.382091,43,0.01,0.0005,5208.132998466492
44,model_type.halexnet,activation.relu,0.5419921875,1.7412461042404175,0.6174776,1.3436984,44,0.01,0.0005,5326.356114864349
45,model_type.halexnet,activation.relu,0.5472005208333334,1.7440347539054022,0.6285411,1.3000311,45,0.01,0.0005,5444.2098116874695
46,model_type.halexnet,activation.relu,0.5359157986111112,1.7761460940043132,0.6350832,1.2670611,46,0.01,0.0005,5561.745176553726
47,model_type.halexnet,activation.relu,0.5376519097222222,1.8135422335730658,0.6456666,1.2230881,47,0.01,0.0005,5680.322105646133
48,model_type.halexnet,activation.relu,0.5365668402777778,1.7950775358412001,0.6534491,1.1914245,48,0.01,0.0005,5798.999953746796
49,model_type.halexnet,activation.relu,0.5442708333333334,1.791759795612759,0.6634323,1.1489282,49,0.01,0.0005,5917.725319385529
