,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.018120659722222224,4.604663319057888,0.009683099,4.6052246,0,0.01,0.0005,121.56789016723633
1,model_type.halexnet,activation.relu,0.010416666666666666,4.552789741092258,0.0098231435,4.5904765,1,0.01,0.0005,239.83071565628052
2,model_type.halexnet,activation.relu,0.029622395833333332,4.492492569817437,0.016265204,4.4807267,2,0.01,0.0005,358.11618518829346
3,model_type.halexnet,activation.relu,0.020073784722222224,4.423586368560791,0.02640845,4.387812,3,0.01,0.0005,475.8838527202606
4,model_type.halexnet,activation.relu,0.032660590277777776,4.328534126281738,0.029349392,4.308829,4,0.01,0.0005,594.5173583030701
5,model_type.halexnet,activation.relu,0.04568142361111111,4.242689026726617,0.03597151,4.255729,5,0.01,0.0005,713.987654209137
6,model_type.halexnet,activation.relu,0.05251736111111111,4.219790193769667,0.050056018,4.176464,6,0.01,0.0005,831.6305732727051
7,model_type.halexnet,activation.relu,0.09288194444444445,3.966058757570055,0.074763924,4.0362453,7,0.01,0.0005,949.1811563968658
8,model_type.halexnet,activation.relu,0.1017795138888889,3.9435601234436035,0.0990517,3.879425,8,0.01,0.0005,1067.092741727829
9,model_type.halexnet,activation.relu,0.11773003472222222,3.75274748272366,0.12179898,3.7320611,9,0.01,0.0005,1187.0337827205658
10,model_type.halexnet,activation.relu,0.1469184027777778,3.6317978700002036,0.14322583,3.6084678,10,0.01,0.0005,1304.8598368167877
11,model_type.halexnet,activation.relu,0.1714409722222222,3.4705223772260876,0.1662732,3.4858718,11,0.01,0.0005,1422.914716243744
12,model_type.halexnet,activation.relu,0.1937934027777778,3.352488305833605,0.18659972,3.3703325,12,0.01,0.0005,1540.4261128902435
13,model_type.halexnet,activation.relu,0.21614583333333334,3.236261155870226,0.20758642,3.2595918,13,0.01,0.0005,1657.8820626735687
14,model_type.halexnet,activation.relu,0.24500868055555555,3.0715157985687256,0.22955346,3.156969,14,0.01,0.0005,1775.6806707382202
15,model_type.halexnet,activation.relu,0.2530381944444444,3.029056813981798,0.24573864,3.0527475,15,0.01,0.0005,1894.2760360240936
16,model_type.halexnet,activation.relu,0.2717013888888889,2.9395959907107883,0.26396447,2.9536636,16,0.01,0.0005,2013.0725593566895
17,model_type.halexnet,activation.relu,0.2937282986111111,2.847798506418864,0.28070983,2.8671787,17,0.01,0.0005,2131.750825405121
