,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.halexnet,activation.relu,0.010091145833333334,4.604702684614393,0.01028329,4.605234,0,0.01,0.0005,158.7543444633484
1,model_type.halexnet,activation.relu,0.013237847222222222,4.562894450293647,0.010823463,4.5840125,1,0.01,0.0005,277.16705656051636
2,model_type.halexnet,activation.relu,0.020941840277777776,4.551179038153754,0.017965749,4.53779,2,0.01,0.0005,394.70551586151123
3,model_type.halexnet,activation.relu,0.026041666666666668,4.413197941250271,0.028129002,4.4447927,3,0.01,0.0005,512.4103991985321
4,model_type.halexnet,activation.relu,0.052408854166666664,4.199404239654541,0.039772727,4.2684245,4,0.01,0.0005,629.567097902298
5,model_type.halexnet,activation.relu,0.06043836805555555,4.187697357601589,0.056338027,4.1609044,5,0.01,0.0005,748.1417145729065
6,model_type.halexnet,activation.relu,0.09798177083333333,3.940424601236979,0.08048575,4.0308228,6,0.01,0.0005,866.1784629821777
7,model_type.halexnet,activation.relu,0.1120876736111111,3.8008974393208823,0.099411815,3.8976588,7,0.01,0.0005,982.9059708118439
8,model_type.halexnet,activation.relu,0.1271701388888889,3.747837464014689,0.11907811,3.7687166,8,0.01,0.0005,1100.5014090538025
9,model_type.halexnet,activation.relu,0.1558159722222222,3.578286647796631,0.13692382,3.6448383,9,0.01,0.0005,1216.8792679309845
10,model_type.halexnet,activation.relu,0.1789279513888889,3.410848961936103,0.15959106,3.5164154,10,0.01,0.0005,1332.3445224761963
11,model_type.halexnet,activation.relu,0.1955295138888889,3.330804374482897,0.181278,3.399603,11,0.01,0.0005,1448.4001252651215
12,model_type.halexnet,activation.relu,0.2349175347222222,3.1602054701911078,0.19948384,3.2912304,12,0.01,0.0005,1565.7992079257965
13,model_type.halexnet,activation.relu,0.2365451388888889,3.09785697195265,0.22027048,3.1944046,13,0.01,0.0005,1683.7247059345245
14,model_type.halexnet,activation.relu,0.2607421875,2.9980500009324818,0.23805618,3.096483,14,0.01,0.0005,1801.6845581531525
15,model_type.halexnet,activation.relu,0.2826605902777778,2.89208886358473,0.2541013,3.0080647,15,0.01,0.0005,1918.211508512497
16,model_type.halexnet,activation.relu,0.2928602430555556,2.8129091527726917,0.2699464,2.9186375,16,0.01,0.0005,2036.10302901268
17,model_type.halexnet,activation.relu,0.3116319444444444,2.7485366662343345,0.2862716,2.8423595,17,0.01,0.0005,2153.4237580299377
18,model_type.halexnet,activation.relu,0.3011067708333333,2.7982000244988336,0.30351713,2.760443,18,0.01,0.0005,2269.311518907547
19,model_type.halexnet,activation.relu,0.3134765625,2.7107949521806507,0.3184219,2.6919384,19,0.01,0.0005,2386.734302520752
20,model_type.halexnet,activation.relu,0.3287760416666667,2.6509120729234485,0.331226,2.6159477,20,0.01,0.0005,2504.135102033615
21,model_type.halexnet,activation.relu,0.3565538194444444,2.5158348083496094,0.34471032,2.5505393,21,0.01,0.0005,2622.3855090141296
22,model_type.halexnet,activation.relu,0.3675130208333333,2.467379172643026,0.359355,2.485049,22,0.01,0.0005,2740.013421535492
23,model_type.halexnet,activation.relu,0.3837890625,2.411053498586019,0.37495998,2.4193544,23,0.01,0.0005,2859.0662202835083
24,model_type.halexnet,activation.relu,0.3776041666666667,2.4116874006059437,0.38740396,2.3536234,24,0.01,0.0005,2975.534205198288
25,model_type.halexnet,activation.relu,0.4130859375,2.2606602244906955,0.40134844,2.2885711,25,0.01,0.0005,3091.610775232315
26,model_type.halexnet,activation.relu,0.4250217013888889,2.221467971801758,0.41267204,2.229722,26,0.01,0.0005,3209.4978539943695
