,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.hresnet18,0.06370192307692307,4.768794237039028,0.037582025,5.0056825,0,0.03162277660168379,0.0005,490.6273498535156
1,model_type.hresnet18,0.0921474358974359,4.47261548653627,0.08035571,4.631685,1,0.03162277660168379,0.0005,882.0527122020721
2,model_type.hresnet18,0.13982371794871795,4.177834813411419,0.11742758,4.3555384,2,0.03162277660168379,0.0005,1274.046531677246
3,model_type.hresnet18,0.1642628205128205,3.976116113173656,0.15361916,4.097508,3,0.03162277660168379,0.0005,1667.788451910019
4,model_type.hresnet18,0.19671474358974358,3.755482071485275,0.19145127,3.849419,4,0.03162277660168379,0.0005,2061.6291420459747
5,model_type.hresnet18,0.23677884615384615,3.5162624151278763,0.22214109,3.6269414,5,0.03162277660168379,0.0005,2463.7128863334656
6,model_type.hresnet18,0.25080128205128205,3.3901435900957155,0.25224072,3.431928,6,0.03162277660168379,0.0005,2865.6740436553955
7,model_type.hresnet18,0.2642227564102564,3.3079010309317174,0.27943942,3.2601275,7,0.03162277660168379,0.0005,3259.38538980484
8,model_type.hresnet18,0.27684294871794873,3.220054241327139,0.30758843,3.0999496,8,0.03162277660168379,0.0005,3647.4607100486755
9,model_type.hresnet18,0.30388621794871795,3.1073117439563456,0.3359475,2.9463315,9,0.03162277660168379,0.0005,4048.4333028793335
10,model_type.hresnet18,0.3317307692307692,2.9284753768871994,0.36049536,2.8070288,10,0.03162277660168379,0.0005,4443.962262392044
11,model_type.hresnet18,0.3661858974358974,2.7615898725314016,0.3846331,2.6822603,11,0.03162277660168379,0.0005,4836.265189409256
12,model_type.hresnet18,0.37740384615384615,2.718380408409314,0.40850073,2.561122,12,0.03162277660168379,0.0005,5227.690537214279
13,model_type.hresnet18,0.4016426282051282,2.5376740204982267,0.42930737,2.455769,13,0.03162277660168379,0.0005,5618.935418605804
14,model_type.hresnet18,0.39082532051282054,2.6087650671983376,0.44857353,2.357674,14,0.03162277660168379,0.0005,6011.060390472412
15,model_type.hresnet18,0.4108573717948718,2.497986464928358,0.46778968,2.2623444,15,0.03162277660168379,0.0005,6403.945437192917
16,model_type.hresnet18,0.44030448717948717,2.3916160464286804,0.48644567,2.1730921,16,0.03162277660168379,0.0005,6795.958233833313
17,model_type.hresnet18,0.43689903846153844,2.410597119575892,0.5029609,2.094513,17,0.03162277660168379,0.0005,7186.525032043457
18,model_type.hresnet18,0.45132211538461536,2.281467553896782,0.518776,2.024121,18,0.03162277660168379,0.0005,7580.383623600006
19,model_type.hresnet18,0.4635416666666667,2.2798207050714736,0.53428096,1.9482569,19,0.03162277660168379,0.0005,7974.644037246704
20,model_type.hresnet18,0.47596153846153844,2.1929067342709274,0.5477353,1.8830104,20,0.03162277660168379,0.0005,8368.548349618912
21,model_type.hresnet18,0.46854967948717946,2.2378361958723803,0.5617198,1.8180757,21,0.03162277660168379,0.0005,8757.686017274857
22,model_type.hresnet18,0.461338141025641,2.274225618594732,0.5744038,1.7547362,22,0.03162277660168379,0.0005,9148.192124128342
23,model_type.hresnet18,0.49138621794871795,2.138770254758688,0.5890285,1.6978153,23,0.03162277660168379,0.0005,9539.684693336487
24,model_type.hresnet18,0.48357371794871795,2.162772157253363,0.60226274,1.6389338,24,0.03162277660168379,0.0005,9933.812674999237
25,model_type.hresnet18,0.4723557692307692,2.221468842946566,0.61396646,1.585651,25,0.03162277660168379,0.0005,10325.528722286224
26,model_type.hresnet18,0.47275641025641024,2.2193124217864795,0.6233995,1.540937,26,0.03162277660168379,0.0005,10716.60182929039
27,model_type.hresnet18,0.5014022435897436,2.1295601847844248,0.6360135,1.484197,27,0.03162277660168379,0.0005,11106.793259620667
28,model_type.hresnet18,0.453125,2.309725393087436,0.65014803,1.4324243,28,0.03162277660168379,0.0005,11504.017401695251
29,model_type.hresnet18,0.5038060897435898,2.078405207548386,0.66054136,1.3871542,29,0.03162277660168379,0.0005,11896.861866950989
30,model_type.hresnet18,0.515625,2.0585900911918054,0.6713048,1.3383547,30,0.03162277660168379,0.0005,12290.107018232346
31,model_type.hresnet18,0.5090144230769231,2.0650655703666883,0.67951745,1.2964981,31,0.03162277660168379,0.0005,12686.59781718254
32,model_type.hresnet18,0.4967948717948718,2.138722237868187,0.6902609,1.2506984,32,0.03162277660168379,0.0005,13078.498258590698
33,model_type.hresnet18,0.5112179487179487,2.076376791183765,0.7007442,1.209888,33,0.03162277660168379,0.0005,13472.258694887161
34,model_type.hresnet18,0.5108173076923077,2.1208304441892185,0.7107074,1.165423,34,0.03162277660168379,0.0005,13863.78428554535
35,model_type.hresnet18,0.5084134615384616,2.106936155221401,0.7200504,1.1298337,35,0.03162277660168379,0.0005,14254.381914377213
36,model_type.hresnet18,0.49298878205128205,2.170692517207219,0.7269026,1.094068,36,0.03162277660168379,0.0005,14645.946273326874
37,model_type.hresnet18,0.5176282051282052,2.0689960687588425,0.7357755,1.060709,37,0.03162277660168379,0.0005,15037.037410020828
38,model_type.hresnet18,0.5190304487179487,2.064695330766531,0.7413672,1.0309029,38,0.03162277660168379,0.0005,15429.705173492432
39,model_type.hresnet18,0.5002003205128205,2.158887329774025,0.75118035,0.9939073,39,0.03162277660168379,0.0005,15825.257588148117
40,model_type.hresnet18,0.5126201923076923,2.149286377124297,0.7603033,0.9652145,40,0.03162277660168379,0.0005,16216.39588189125
41,model_type.hresnet18,0.5192307692307693,2.0818759753153873,0.7664853,0.9351809,41,0.03162277660168379,0.0005,16610.323075532913
42,model_type.hresnet18,0.5785256410256411,1.7928578624358544,0.8696583,0.5786832,42,0.03162277660168379,0.0005,17001.101407289505
43,model_type.hresnet18,0.5809294871794872,1.8005314912551489,0.90138847,0.47623545,43,0.03162277660168379,0.0005,17392.901684999466
44,model_type.hresnet18,0.5831330128205128,1.7907132628636482,0.9119318,0.43863383,44,0.03162277660168379,0.0005,17781.237139463425
45,model_type.hresnet18,0.5843349358974359,1.804251024356255,0.9205146,0.4112069,45,0.03162277660168379,0.0005,18173.383303403854
46,model_type.hresnet18,0.5813301282051282,1.804087988841228,0.9256162,0.39104372,46,0.03162277660168379,0.0005,18565.433460474014
47,model_type.hresnet18,0.5805288461538461,1.8302802061423278,0.9307979,0.3730375,47,0.03162277660168379,0.0005,18959.13404083252
48,model_type.hresnet18,0.5835336538461539,1.8168641114846253,0.9347391,0.3586009,48,0.03162277660168379,0.0005,19349.613797187805
49,model_type.hresnet18,0.5783253205128205,1.8384028871854146,0.9388004,0.34496692,49,0.03162277660168379,0.0005,19743.89730501175
50,model_type.hresnet18,0.5843349358974359,1.8337652545708876,0.9431618,0.330329,50,0.03162277660168379,0.0005,20134.956060886383
51,model_type.hresnet18,0.5747195512820513,1.853981539224967,0.94495237,0.3192868,51,0.03162277660168379,0.0005,20528.653161764145
52,model_type.hresnet18,0.5743189102564102,1.852115573027195,0.94835347,0.3081312,52,0.03162277660168379,0.0005,20920.199756860733
53,model_type.hresnet18,0.5807291666666666,1.8450869337106361,0.9503241,0.29989177,53,0.03162277660168379,0.0005,21311.558336496353
54,model_type.hresnet18,0.5761217948717948,1.8630807216350849,0.95334506,0.28845948,54,0.03162277660168379,0.0005,21708.86635494232
55,model_type.hresnet18,0.5783253205128205,1.879489032121805,0.956266,0.2794005,55,0.03162277660168379,0.0005,22102.80073952675
56,model_type.hresnet18,0.5793269230769231,1.8655386169751484,0.9577465,0.27184367,56,0.03162277660168379,0.0005,22494.281844377518
57,model_type.hresnet18,0.5759214743589743,1.8744891163630364,0.9601172,0.26353827,57,0.03162277660168379,0.0005,22884.694439888
58,model_type.hresnet18,0.5737179487179487,1.895385253123748,0.9617678,0.2538966,58,0.03162277660168379,0.0005,23275.63101196289
