,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.hresnet18,0.06310096153846154,4.794148683547974,0.03612156,5.0387516,0,0.03162277660168379,0.0005,469.75207138061523
1,model_type.hresnet18,0.0953525641025641,4.470750619203616,0.08146607,4.6482835,1,0.03162277660168379,0.0005,865.8679599761963
2,model_type.hresnet18,0.13161057692307693,4.212775267087496,0.11884803,4.3681784,2,0.03162277660168379,0.0005,1258.2246086597443
3,model_type.hresnet18,0.14603365384615385,4.020362655321757,0.15328905,4.1134877,3,0.03162277660168379,0.0005,1651.0682654380798
4,model_type.hresnet18,0.20192307692307693,3.716681407048152,0.18570943,3.8777065,4,0.03162277660168379,0.0005,2046.527683019638
5,model_type.hresnet18,0.18990384615384615,3.716802083528959,0.21615916,3.662305,5,0.03162277660168379,0.0005,2438.8926599025726
6,model_type.hresnet18,0.24178685897435898,3.4471315237192006,0.24900968,3.4615405,6,0.03162277660168379,0.0005,2835.0936601161957
7,model_type.hresnet18,0.25540865384615385,3.342016327075469,0.2759583,3.2825742,7,0.03162277660168379,0.0005,3225.1709158420563
8,model_type.hresnet18,0.2932692307692308,3.140493732232314,0.30524766,3.114371,8,0.03162277660168379,0.0005,3619.2111892700195
9,model_type.hresnet18,0.297275641025641,3.1191580448395166,0.334337,2.9602988,9,0.03162277660168379,0.0005,4016.0132219791412
10,model_type.hresnet18,0.33193108974358976,2.914628435403873,0.36075544,2.8158789,10,0.03162277660168379,0.0005,4411.38027048111
11,model_type.hresnet18,0.343349358974359,2.8735626385762143,0.3859235,2.6814888,11,0.03162277660168379,0.0005,4805.267456769943
12,model_type.hresnet18,0.3858173076923077,2.633109823251382,0.4096811,2.560546,12,0.03162277660168379,0.0005,5195.30003285408
13,model_type.hresnet18,0.3814102564102564,2.660998971034319,0.43067783,2.4502513,13,0.03162277660168379,0.0005,5589.484431743622
14,model_type.hresnet18,0.3876201923076923,2.6255106589733024,0.45020407,2.350692,14,0.03162277660168379,0.0005,5980.7761743068695
15,model_type.hresnet18,0.41967147435897434,2.4325591096511254,0.47045055,2.254315,15,0.03162277660168379,0.0005,6370.827504634857
16,model_type.hresnet18,0.4092548076923077,2.4680855442316103,0.48923656,2.1668177,16,0.03162277660168379,0.0005,6761.655572414398
17,model_type.hresnet18,0.42427884615384615,2.4211834164766164,0.5043214,2.087555,17,0.03162277660168379,0.0005,7156.536070346832
18,model_type.hresnet18,0.40965544871794873,2.4912750170781064,0.5207266,2.013082,18,0.03162277660168379,0.0005,7549.9255957603455
19,model_type.hresnet18,0.4443108974358974,2.32772581699567,0.534361,1.9428229,19,0.03162277660168379,0.0005,7945.822232246399
20,model_type.hresnet18,0.4547275641025641,2.3000344068576126,0.5512764,1.8730053,20,0.03162277660168379,0.0005,8340.124891757965
21,model_type.hresnet18,0.4657451923076923,2.2446175859524655,0.5649808,1.807921,21,0.03162277660168379,0.0005,8737.340841531754
22,model_type.hresnet18,0.4733573717948718,2.2257857643640957,0.57679456,1.7539821,22,0.03162277660168379,0.0005,9128.366913795471
23,model_type.hresnet18,0.47636217948717946,2.2165377873640795,0.5913192,1.6914263,23,0.03162277660168379,0.0005,9522.698434591293
24,model_type.hresnet18,0.4801682692307692,2.167837917804718,0.60119236,1.6388664,24,0.03162277660168379,0.0005,9915.139418125153
