,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.34109998,1.8670186,0.29803538,1.9838057,0,0.0001,1e-05,40,2,,
1,model_type.euclidean,activation.dmelu,0.3671,1.8074584,0.35453346,1.8348664,1,0.0001,1e-05,40,2,,
2,model_type.euclidean,activation.dmelu,0.3769,1.7657868,0.37101874,1.7874936,2,0.0001,1e-05,40,2,,
3,model_type.euclidean,activation.dmelu,0.39229998,1.7309883,0.3861836,1.7528217,3,0.0001,1e-05,40,2,,
4,model_type.euclidean,activation.dmelu,0.4003,1.7031027,0.39862755,1.7188721,4,0.0001,1e-05,40,2,,
5,model_type.euclidean,activation.dmelu,0.4157,1.671845,0.40729034,1.6914747,5,0.0001,1e-05,40,2,,
6,model_type.euclidean,activation.dmelu,0.4204,1.654941,0.4191341,1.6644937,6,0.0001,1e-05,40,2,,
7,model_type.euclidean,activation.dmelu,0.428,1.6321311,0.42457587,1.6455114,7,0.0001,1e-05,40,2,,
8,model_type.euclidean,activation.dmelu,0.4294,1.62399,0.4309779,1.6250019,8,0.0001,1e-05,40,2,,
9,model_type.euclidean,activation.dmelu,0.4341,1.6040286,0.4362596,1.608411,9,0.0001,1e-05,40,2,,
10,model_type.euclidean,activation.dmelu,0.43989998,1.5929812,0.4418414,1.5925609,10,0.0001,1e-05,40,2,,
11,model_type.euclidean,activation.dmelu,0.43739998,1.6018031,0.44498238,1.5792252,11,0.0001,1e-05,40,2,,
12,model_type.euclidean,activation.dmelu,0.443,1.5752821,0.4502641,1.5660968,12,0.0001,1e-05,40,2,,
13,model_type.euclidean,activation.dmelu,0.4504,1.5655093,0.4552857,1.5561458,13,0.0001,1e-05,40,2,,
14,model_type.euclidean,activation.dmelu,0.45069999,1.565629,0.45890686,1.5435935,14,0.0001,1e-05,40,2,,
15,model_type.euclidean,activation.dmelu,0.4502,1.5538219,0.46234795,1.5330309,15,0.0001,1e-05,40,2,,
16,model_type.euclidean,activation.dmelu,0.45839998,1.5473065,0.46420854,1.5246621,16,0.0001,1e-05,40,2,,
17,model_type.euclidean,activation.dmelu,0.45479998,1.5383836,0.46820983,1.5143777,17,0.0001,1e-05,40,2,,
18,model_type.euclidean,activation.dmelu,0.4583,1.5356222,0.47089067,1.5060694,18,0.0001,1e-05,40,2,,
19,model_type.euclidean,activation.dmelu,0.464,1.5240597,0.47261125,1.4989028,19,0.0001,1e-05,40,2,,
20,model_type.euclidean,activation.dmelu,0.454,1.5296903,0.47713268,1.4875523,20,0.0001,1e-05,40,2,,
21,model_type.euclidean,activation.dmelu,0.46559998,1.514464,0.47931337,1.4815851,21,0.0001,1e-05,40,2,,
22,model_type.euclidean,activation.dmelu,0.46609998,1.511015,0.48041373,1.4762218,22,0.0001,1e-05,40,2,,
23,model_type.euclidean,activation.dmelu,0.47,1.5014272,0.4846751,1.4683372,23,0.0001,1e-05,40,2,,
24,model_type.euclidean,activation.dmelu,0.4666,1.5084658,0.48605552,1.4621234,24,0.0001,1e-05,40,2,,
25,model_type.euclidean,activation.dmelu,0.47149998,1.4962659,0.48857635,1.4565797,25,0.0001,1e-05,40,2,,
26,model_type.euclidean,activation.dmelu,0.4743,1.4888576,0.4896367,1.4493053,26,0.0001,1e-05,40,2,,
