,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.33499998,1.8784918,0.28883243,1.9960636,0,0.0001,1e-05,40,2,,
1,model_type.euclidean,activation.dmelu,0.3631,1.79666,0.3527929,1.8363636,1,0.0001,1e-05,40,2,,
2,model_type.euclidean,activation.dmelu,0.3814,1.7537582,0.37636045,1.77147,2,0.0001,1e-05,40,2,,
3,model_type.euclidean,activation.dmelu,0.39519998,1.706356,0.39144525,1.7253537,3,0.0001,1e-05,40,2,,
4,model_type.euclidean,activation.dmelu,0.4048,1.6776748,0.4003281,1.6912187,4,0.0001,1e-05,40,2,,
5,model_type.euclidean,activation.dmelu,0.4161,1.6581053,0.412492,1.6634405,5,0.0001,1e-05,40,2,,
6,model_type.euclidean,activation.dmelu,0.4269,1.625257,0.4193942,1.6419842,6,0.0001,1e-05,40,2,,
7,model_type.euclidean,activation.dmelu,0.4296,1.6197847,0.42733675,1.623728,7,0.0001,1e-05,40,2,,
8,model_type.euclidean,activation.dmelu,0.42929998,1.6070868,0.4339789,1.6044682,8,0.0001,1e-05,40,2,,
9,model_type.euclidean,activation.dmelu,0.44009998,1.5871708,0.4390005,1.5897558,9,0.0001,1e-05,40,2,,
10,model_type.euclidean,activation.dmelu,0.43159997,1.5901737,0.44494238,1.5773435,10,0.0001,1e-05,40,2,,
11,model_type.euclidean,activation.dmelu,0.43609998,1.5793504,0.4481034,1.5662432,11,0.0001,1e-05,40,2,,
12,model_type.euclidean,activation.dmelu,0.4441,1.5734814,0.45142445,1.5574462,12,0.0001,1e-05,40,2,,
13,model_type.euclidean,activation.dmelu,0.44399998,1.5584747,0.45716628,1.5453156,13,0.0001,1e-05,40,2,,
14,model_type.euclidean,activation.dmelu,0.44709998,1.5540389,0.45898688,1.5365427,14,0.0001,1e-05,40,2,,
15,model_type.euclidean,activation.dmelu,0.4522,1.5435828,0.4609275,1.5273185,15,0.0001,1e-05,40,2,,
