,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3414,1.8710574,0.29295376,1.9841702,0,0.0001,1e-05,40,2,,
1,model_type.euclidean,activation.dmelu,0.3622,1.7999865,0.35645407,1.827225,1,0.0001,1e-05,40,2,,
2,model_type.euclidean,activation.dmelu,0.3895,1.7460281,0.37487996,1.7733389,2,0.0001,1e-05,40,2,,
3,model_type.euclidean,activation.dmelu,0.3929,1.7154856,0.38988477,1.7330472,3,0.0001,1e-05,40,2,,
4,model_type.euclidean,activation.dmelu,0.41419998,1.6741701,0.40202865,1.6984322,4,0.0001,1e-05,40,2,,
5,model_type.euclidean,activation.dmelu,0.396,1.7051362,0.41043133,1.669547,5,0.0001,1e-05,40,2,,
6,model_type.euclidean,activation.dmelu,0.4116,1.6555463,0.42069462,1.6452583,6,0.0001,1e-05,40,2,,
7,model_type.euclidean,activation.dmelu,0.4263,1.6293694,0.4284771,1.6251692,7,0.0001,1e-05,40,2,,
8,model_type.euclidean,activation.dmelu,0.4332,1.600865,0.4340989,1.6084031,8,0.0001,1e-05,40,2,,
9,model_type.euclidean,activation.dmelu,0.44509998,1.5900083,0.43888044,1.5930032,9,0.0001,1e-05,40,2,,
10,model_type.euclidean,activation.dmelu,0.44009998,1.5871866,0.44350192,1.5788099,10,0.0001,1e-05,40,2,,
11,model_type.euclidean,activation.dmelu,0.4349,1.5867294,0.45022407,1.5657915,11,0.0001,1e-05,40,2,,
12,model_type.euclidean,activation.dmelu,0.4402,1.5855025,0.45500562,1.5535347,12,0.0001,1e-05,40,2,,
13,model_type.euclidean,activation.dmelu,0.45049998,1.554383,0.45642605,1.5419966,13,0.0001,1e-05,40,2,,
14,model_type.euclidean,activation.dmelu,0.45549998,1.5451306,0.4609875,1.533396,14,0.0001,1e-05,40,2,,
15,model_type.euclidean,activation.dmelu,0.46159998,1.5449302,0.46608916,1.5207433,15,0.0001,1e-05,40,2,,
16,model_type.euclidean,activation.dmelu,0.45499998,1.5422804,0.46802977,1.5120823,16,0.0001,1e-05,40,2,,
17,model_type.euclidean,activation.dmelu,0.4657,1.5298622,0.4706506,1.505957,17,0.0001,1e-05,40,2,,
18,model_type.euclidean,activation.dmelu,0.4612,1.5242381,0.47235116,1.4969181,18,0.0001,1e-05,40,2,,
19,model_type.euclidean,activation.dmelu,0.4518,1.5567176,0.47393167,1.4904258,19,0.0001,1e-05,40,2,,
20,model_type.euclidean,activation.dmelu,0.46159998,1.5259832,0.4768726,1.4824075,20,0.0001,1e-05,40,2,,
21,model_type.euclidean,activation.dmelu,0.47239998,1.5122287,0.4806338,1.475796,21,0.0001,1e-05,40,2,,
22,model_type.euclidean,activation.dmelu,0.4633,1.5135316,0.48267445,1.4689516,22,0.0001,1e-05,40,2,,
23,model_type.euclidean,activation.dmelu,0.4694,1.5212351,0.48355475,1.4618909,23,0.0001,1e-05,40,2,,
24,model_type.euclidean,activation.dmelu,0.47779998,1.4912281,0.4878361,1.4562507,24,0.0001,1e-05,40,2,,
25,model_type.euclidean,activation.dmelu,0.46539998,1.5100759,0.48877642,1.4509008,25,0.0001,1e-05,40,2,,
26,model_type.euclidean,activation.dmelu,0.4745,1.4986998,0.4921975,1.4448125,26,0.0001,1e-05,40,2,,
27,model_type.euclidean,activation.dmelu,0.48169997,1.4845859,0.4930578,1.4395369,27,0.0001,1e-05,40,2,,
28,model_type.euclidean,activation.dmelu,0.4745,1.4969883,0.4955586,1.434604,28,0.0001,1e-05,40,2,,
29,model_type.euclidean,activation.dmelu,0.4843,1.4764795,0.49457827,1.432995,29,0.0001,1e-05,40,2,,
30,model_type.euclidean,activation.dmelu,0.4886,1.4687893,0.50036013,1.4229887,30,0.0001,1e-05,40,2,,
31,model_type.euclidean,activation.dmelu,0.4834,1.475599,0.50006,1.4191903,31,0.0001,1e-05,40,2,,
32,model_type.euclidean,activation.dmelu,0.482,1.4783014,0.5018806,1.4156866,32,0.0001,1e-05,40,2,,
33,model_type.euclidean,activation.dmelu,0.473,1.4994488,0.50284094,1.4118693,33,0.0001,1e-05,40,2,,
34,model_type.euclidean,activation.dmelu,0.4838,1.4736866,0.5048015,1.4063163,34,0.0001,1e-05,40,2,,
35,model_type.euclidean,activation.dmelu,0.48229998,1.4698052,0.506322,1.401455,35,0.0001,1e-05,40,2,,
36,model_type.euclidean,activation.dmelu,0.49109998,1.4501588,0.5088228,1.398766,36,0.0001,1e-05,40,2,,
37,model_type.euclidean,activation.dmelu,0.4886,1.4578742,0.509383,1.392424,37,0.0001,1e-05,40,2,,
38,model_type.euclidean,activation.dmelu,0.49109998,1.4477209,0.51186377,1.3899062,38,0.0001,1e-05,40,2,,
39,model_type.euclidean,activation.dmelu,0.48929998,1.4497607,0.512424,1.3863443,39,0.0001,1e-05,40,2,,
40,model_type.euclidean,activation.dmelu,0.4908,1.4464802,0.51384443,1.381943,40,0.0001,1e-05,40,2,,
41,model_type.euclidean,activation.dmelu,0.4797,1.4689933,0.5148047,1.3779804,41,0.0001,1e-05,40,2,,
42,model_type.euclidean,activation.dmelu,0.4818,1.4755727,0.5164853,1.3738948,42,0.0001,1e-05,40,2,,
43,model_type.euclidean,activation.dmelu,0.48619998,1.454023,0.5175256,1.373211,43,0.0001,1e-05,40,2,,
44,model_type.euclidean,activation.dmelu,0.49289998,1.4450015,0.51794577,1.3677797,44,0.0001,1e-05,40,2,,
45,model_type.euclidean,activation.dmelu,0.4878,1.4564364,0.51918614,1.3643372,45,0.0001,1e-05,40,2,,
46,model_type.euclidean,activation.dmelu,0.47939998,1.4890425,0.5196063,1.3614792,46,0.0001,1e-05,40,2,,
47,model_type.euclidean,activation.dmelu,0.4944,1.4390943,0.5209467,1.3576514,47,0.0001,1e-05,40,2,,
48,model_type.euclidean,activation.dmelu,0.4937,1.4407632,0.5234475,1.3540492,48,0.0001,1e-05,40,2,,
49,model_type.euclidean,activation.dmelu,0.4917,1.4355345,0.52472794,1.3502197,49,0.0001,1e-05,40,2,,
50,model_type.euclidean,activation.dmelu,0.49359998,1.4387301,0.52428776,1.3472965,50,0.0001,1e-05,40,2,,
51,model_type.euclidean,activation.dmelu,0.4937,1.4426384,0.5255682,1.3425473,51,0.0001,1e-05,40,2,,
52,model_type.euclidean,activation.dmelu,0.4851,1.4466729,0.52696866,1.3402199,52,0.0001,1e-05,40,2,,
53,model_type.euclidean,activation.dmelu,0.48979998,1.4478374,0.52834904,1.3377911,53,0.0001,1e-05,40,2,,
54,model_type.euclidean,activation.dmelu,0.4906,1.4404752,0.5291093,1.3365343,54,0.0001,1e-05,40,2,,
55,model_type.euclidean,activation.dmelu,0.49089998,1.4512074,0.5299696,1.332412,55,0.0001,1e-05,40,2,,
56,model_type.euclidean,activation.dmelu,0.49589998,1.4267765,0.5315301,1.3295573,56,0.0001,1e-05,40,2,,
57,model_type.euclidean,activation.dmelu,0.50369996,1.4284225,0.5318902,1.3252363,57,0.0001,1e-05,40,2,,
58,model_type.euclidean,activation.dmelu,0.49089998,1.4381499,0.5329105,1.32302,58,0.0001,1e-05,40,2,,
59,model_type.euclidean,activation.dmelu,0.5028,1.4253246,0.53433096,1.3200228,59,0.0001,1e-05,40,2,,
60,model_type.euclidean,activation.dmelu,0.4989,1.4285452,0.5355114,1.3173984,60,0.0001,1e-05,40,2,,
61,model_type.euclidean,activation.dmelu,0.5049,1.415277,0.5371319,1.3143713,61,0.0001,1e-05,40,2,,
62,model_type.euclidean,activation.dmelu,0.49769998,1.4235063,0.5380322,1.3097367,62,0.0001,1e-05,40,2,,
63,model_type.euclidean,activation.dmelu,0.4955,1.4396907,0.5359315,1.3115321,63,0.0001,1e-05,40,2,,
64,model_type.euclidean,activation.dmelu,0.4933,1.4334147,0.53825223,1.3059791,64,0.0001,1e-05,40,2,,
65,model_type.euclidean,activation.dmelu,0.5035,1.4176329,0.53953266,1.3050432,65,0.0001,1e-05,40,2,,
66,model_type.euclidean,activation.dmelu,0.5001,1.4293231,0.54165334,1.3004608,66,0.0001,1e-05,40,2,,
67,model_type.euclidean,activation.dmelu,0.4962,1.4428306,0.5417734,1.2990777,67,0.0001,1e-05,40,2,,
68,model_type.euclidean,activation.dmelu,0.5006,1.4191633,0.5421335,1.2954487,68,0.0001,1e-05,40,2,,
69,model_type.euclidean,activation.dmelu,0.5028,1.4243096,0.5433739,1.2951446,69,0.0001,1e-05,40,2,,
70,model_type.euclidean,activation.dmelu,0.5002,1.4229487,0.5440941,1.2922113,70,0.0001,1e-05,40,2,,
71,model_type.euclidean,activation.dmelu,0.5067,1.4116127,0.5465349,1.2896376,71,0.0001,1e-05,40,2,,
72,model_type.euclidean,activation.dmelu,0.5081,1.4092108,0.54679495,1.2885034,72,0.0001,1e-05,40,2,,
73,model_type.euclidean,activation.dmelu,0.49769998,1.4224018,0.55103636,1.281266,73,0.0001,1e-05,40,2,,
74,model_type.euclidean,activation.dmelu,0.5074,1.4134337,0.5493558,1.2809706,74,0.0001,1e-05,40,2,,
75,model_type.euclidean,activation.dmelu,0.5029,1.4177005,0.5476552,1.2829403,75,0.0001,1e-05,40,2,,
76,model_type.euclidean,activation.dmelu,0.4996,1.42419,0.5520166,1.278668,76,0.0001,1e-05,40,2,,
77,model_type.euclidean,activation.dmelu,0.50769997,1.4074413,0.5507162,1.2778426,77,0.0001,1e-05,40,2,,
78,model_type.euclidean,activation.dmelu,0.5063,1.4125091,0.55121636,1.274476,78,0.0001,1e-05,40,2,,
79,model_type.euclidean,activation.dmelu,0.48499998,1.469621,0.5525168,1.274362,79,0.0001,1e-05,40,2,,
80,model_type.euclidean,activation.dmelu,0.5075,1.4107109,0.553237,1.2689049,80,0.0001,1e-05,40,2,,
81,model_type.euclidean,activation.dmelu,0.5074,1.4134954,0.5523968,1.2695216,81,0.0001,1e-05,40,2,,
82,model_type.euclidean,activation.dmelu,0.49469998,1.4444873,0.5544374,1.2666146,82,0.0001,1e-05,40,2,,
83,model_type.euclidean,activation.dmelu,0.5028,1.4271759,0.5527369,1.2665329,83,0.0001,1e-05,40,2,,
84,model_type.euclidean,activation.dmelu,0.5043,1.411119,0.5566181,1.2641876,84,0.0001,1e-05,40,2,,
85,model_type.euclidean,activation.dmelu,0.498,1.4154067,0.55641806,1.2608633,85,0.0001,1e-05,40,2,,
86,model_type.euclidean,activation.dmelu,0.5105,1.398734,0.5591589,1.2552646,86,0.0001,1e-05,40,2,,
87,model_type.euclidean,activation.dmelu,0.5101,1.4051223,0.55733836,1.2555317,87,0.0001,1e-05,40,2,,
88,model_type.euclidean,activation.dmelu,0.5118,1.400008,0.55883884,1.2541984,88,0.0001,1e-05,40,2,,
89,model_type.euclidean,activation.dmelu,0.49449998,1.4339038,0.5574984,1.2528279,89,0.0001,1e-05,40,2,,
90,model_type.euclidean,activation.dmelu,0.4967,1.4347959,0.5587988,1.2495404,90,0.0001,1e-05,40,2,,
91,model_type.euclidean,activation.dmelu,0.5029,1.4071411,0.55925894,1.247985,91,0.0001,1e-05,40,2,,
92,model_type.euclidean,activation.dmelu,0.5064,1.4068877,0.5602793,1.2466731,92,0.0001,1e-05,40,2,,
93,model_type.euclidean,activation.dmelu,0.50409997,1.4109384,0.5625,1.2452227,93,0.0001,1e-05,40,2,,
94,model_type.euclidean,activation.dmelu,0.5044,1.4078587,0.5631802,1.2418164,94,0.0001,1e-05,40,2,,
95,model_type.euclidean,activation.dmelu,0.505,1.4206388,0.5616797,1.2418013,95,0.0001,1e-05,40,2,,
96,model_type.euclidean,activation.dmelu,0.50049996,1.4245003,0.565601,1.2362437,96,0.0001,1e-05,40,2,,
97,model_type.euclidean,activation.dmelu,0.5114,1.40297,0.5643406,1.2376773,97,0.0001,1e-05,40,2,,
98,model_type.euclidean,activation.dmelu,0.504,1.4198301,0.56548095,1.2352145,98,0.0001,1e-05,40,2,,
99,model_type.euclidean,activation.dmelu,0.5036,1.4218446,0.5640605,1.2346903,99,0.0001,1e-05,40,2,,
100,model_type.euclidean,activation.dmelu,0.50339997,1.4278133,0.56916213,1.231098,100,0.0001,1e-05,40,2,,
