,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.31379998,1.898964,0.26178378,2.0305817,0,0.0001,1e-05,40,4,,
1,model_type.euclidean,activation.dmelu,0.3502,1.8183419,0.33514726,1.8588793,1,0.0001,1e-05,40,4,,
2,model_type.euclidean,activation.dmelu,0.3707,1.7562375,0.3596751,1.7896755,2,0.0001,1e-05,40,4,,
3,model_type.euclidean,activation.dmelu,0.3743,1.7519847,0.37421975,1.7467217,3,0.0001,1e-05,40,4,,
4,model_type.euclidean,activation.dmelu,0.39049998,1.7010045,0.3863036,1.7117896,4,0.0001,1e-05,40,4,,
5,model_type.euclidean,activation.dmelu,0.4113,1.6607345,0.3974872,1.6813521,5,0.0001,1e-05,40,4,,
6,model_type.euclidean,activation.dmelu,0.4095,1.6435248,0.40951103,1.6507859,6,0.0001,1e-05,40,4,,
7,model_type.euclidean,activation.dmelu,0.42159998,1.6174062,0.4159131,1.6310698,7,0.0001,1e-05,40,4,,
8,model_type.euclidean,activation.dmelu,0.4292,1.6001751,0.42307538,1.6113262,8,0.0001,1e-05,40,4,,
9,model_type.euclidean,activation.dmelu,0.4279,1.5949912,0.43227834,1.5940344,9,0.0001,1e-05,40,4,,
10,model_type.euclidean,activation.dmelu,0.4391,1.5826145,0.4362796,1.5791459,10,0.0001,1e-05,40,4,,
11,model_type.euclidean,activation.dmelu,0.4403,1.564762,0.43948063,1.5674344,11,0.0001,1e-05,40,4,,
12,model_type.euclidean,activation.dmelu,0.4403,1.5593137,0.44584268,1.5530604,12,0.0001,1e-05,40,4,,
13,model_type.euclidean,activation.dmelu,0.4466,1.560756,0.4493638,1.5439905,13,0.0001,1e-05,40,4,,
14,model_type.euclidean,activation.dmelu,0.4447,1.5479879,0.45316502,1.5318173,14,0.0001,1e-05,40,4,,
