,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.010199652777777778,4.605156474643284,0.009643086,4.6053014,0,0.01,0.0005,77.10622811317444
1,model_type.alexnet,activation.relu,0.009982638888888888,4.6050956514146595,0.00984315,4.605247,1,0.01,0.0005,152.62546038627625
2,model_type.alexnet,activation.relu,0.009440104166666666,4.605020682017009,0.010103233,4.6051917,2,0.01,0.0005,226.94259023666382
3,model_type.alexnet,activation.relu,0.010416666666666666,4.604896492428249,0.010103233,4.605105,3,0.01,0.0005,304.088161945343
4,model_type.alexnet,activation.relu,0.016384548611111112,4.6047366460164385,0.010763444,4.6050096,4,0.01,0.0005,378.83392572402954
5,model_type.alexnet,activation.relu,0.014865451388888888,4.6044111251831055,0.013164213,4.6048117,5,0.01,0.0005,454.4122862815857
6,model_type.alexnet,activation.relu,0.012369791666666666,4.603507094913059,0.014104513,4.604364,6,0.01,0.0005,529.4953374862671
7,model_type.alexnet,activation.relu,0.009548611111111112,4.5873433748881025,0.011323623,4.6010118,7,0.01,0.0005,603.833404302597
8,model_type.alexnet,activation.relu,0.02734375,4.427767117818196,0.017645646,4.532813,8,0.01,0.0005,678.7597801685333
9,model_type.alexnet,activation.relu,0.0576171875,4.192012945810954,0.036831785,4.35864,9,0.01,0.0005,753.3004117012024
10,model_type.alexnet,activation.relu,0.06358506944444445,4.10669289694892,0.055357713,4.1733184,10,0.01,0.0005,827.7561283111572
11,model_type.alexnet,activation.relu,0.07259114583333333,4.027446534898546,0.067881726,4.0754786,11,0.01,0.0005,902.5448820590973
12,model_type.alexnet,activation.relu,0.08973524305555555,3.932623359892103,0.08090589,4.000927,12,0.01,0.0005,978.8096642494202
13,model_type.alexnet,activation.relu,0.11187065972222222,3.8311587704552545,0.09330986,3.9265184,13,0.01,0.0005,1053.2077913284302
14,model_type.alexnet,activation.relu,0.1259765625,3.7572342024909124,0.10713428,3.8498526,14,0.01,0.0005,1127.8452184200287
15,model_type.alexnet,activation.relu,0.14246961805555555,3.6483894983927407,0.12129881,3.7607334,15,0.01,0.0005,1202.3703372478485
16,model_type.alexnet,activation.relu,0.15755208333333334,3.54315447807312,0.13410291,3.6670866,16,0.01,0.0005,1277.41046667099
17,model_type.alexnet,activation.relu,0.1564670138888889,3.564612070719401,0.14990798,3.5766287,17,0.01,0.0005,1352.4580612182617
18,model_type.alexnet,activation.relu,0.18977864583333334,3.354058451122708,0.1662532,3.4857516,18,0.01,0.0005,1427.26198720932
19,model_type.alexnet,activation.relu,0.2123480902777778,3.260787116156684,0.18141805,3.3965979,19,0.01,0.0005,1501.2418417930603
20,model_type.alexnet,activation.relu,0.2156032986111111,3.2453708383772106,0.19808339,3.3047073,20,0.01,0.0005,1575.537902355194
21,model_type.alexnet,activation.relu,0.24772135416666666,3.0748402807447643,0.21552896,3.2141826,21,0.01,0.0005,1650.2529447078705
22,model_type.alexnet,activation.relu,0.2671440972222222,2.9767757521735296,0.23263444,3.1279979,22,0.01,0.0005,1725.2200961112976
23,model_type.alexnet,activation.relu,0.2807074652777778,2.9262699815962048,0.25074023,3.0473351,23,0.01,0.0005,1799.9990208148956
24,model_type.alexnet,activation.relu,0.2855902777777778,2.922796275880602,0.2628041,2.969426,24,0.01,0.0005,1874.5538868904114
25,model_type.alexnet,activation.relu,0.3069661458333333,2.792135821448432,0.278169,2.8990295,25,0.01,0.0005,1949.9314498901367
26,model_type.alexnet,activation.relu,0.3208550347222222,2.732866154776679,0.29551455,2.82538,26,0.01,0.0005,2025.2862589359283
27,model_type.alexnet,activation.relu,0.3379991319444444,2.6554427411821155,0.3074584,2.7596462,27,0.01,0.0005,2100.751955986023
28,model_type.alexnet,activation.relu,0.3420138888888889,2.613204903072781,0.3200024,2.6998937,28,0.01,0.0005,2174.9298050403595
29,model_type.alexnet,activation.relu,0.3504774305555556,2.613324032889472,0.3306058,2.6328745,29,0.01,0.0005,2250.065620660782
30,model_type.alexnet,activation.relu,0.3580729166666667,2.5857015980614557,0.34346992,2.5742447,30,0.01,0.0005,2324.809391975403
31,model_type.alexnet,activation.relu,0.3747829861111111,2.4695459736718073,0.35543373,2.512866,31,0.01,0.0005,2402.3911230564117
32,model_type.alexnet,activation.relu,0.3522135416666667,2.553349918789334,0.37085867,2.449008,32,0.01,0.0005,2477.116548061371
33,model_type.alexnet,activation.relu,0.3891059027777778,2.3955929544236927,0.3800416,2.3932083,33,0.01,0.0005,2550.742345094681
34,model_type.alexnet,activation.relu,0.3853081597222222,2.4370406203799777,0.39146528,2.3397894,34,0.01,0.0005,2624.874090194702
35,model_type.alexnet,activation.relu,0.4203559027777778,2.258001936806573,0.40492958,2.2805727,35,0.01,0.0005,2699.181120157242
36,model_type.alexnet,activation.relu,0.4175347222222222,2.295675966474745,0.41515285,2.2304294,36,0.01,0.0005,2773.8424322605133
37,model_type.alexnet,activation.relu,0.4283854166666667,2.2323902977837458,0.4284971,2.1762843,37,0.01,0.0005,2848.785304546356
38,model_type.alexnet,activation.relu,0.4134114583333333,2.2934902244144015,0.4394006,2.1181414,38,0.01,0.0005,2923.2701547145844
39,model_type.alexnet,activation.relu,0.4376085069444444,2.204320616192288,0.45104432,2.0643468,39,0.01,0.0005,2997.537126302719
40,model_type.alexnet,activation.relu,0.4480251736111111,2.1358441246880426,0.46402848,2.0076113,40,0.01,0.0005,3072.0096428394318
41,model_type.alexnet,activation.relu,0.4565972222222222,2.10101850827535,0.47413173,1.9604509,41,0.01,0.0005,3147.427501678467
42,model_type.alexnet,activation.relu,0.4571397569444444,2.103662994172838,0.48523527,1.907109,42,0.01,0.0005,3221.8234162330627
43,model_type.alexnet,activation.relu,0.4649522569444444,2.0600476264953613,0.49733916,1.8532027,43,0.01,0.0005,3296.055887699127
44,model_type.alexnet,activation.relu,0.4596354166666667,2.1270327303144665,0.50836265,1.8037812,44,0.01,0.0005,3370.3687636852264
45,model_type.alexnet,activation.relu,0.4698350694444444,2.074001603656345,0.5194062,1.7526176,45,0.01,0.0005,3444.5419437885284
46,model_type.alexnet,activation.relu,0.4756944444444444,2.039298004574246,0.53006965,1.704553,46,0.01,0.0005,3518.6555740833282
47,model_type.alexnet,activation.relu,0.4900173611111111,1.9948425425423517,0.5383723,1.6558632,47,0.01,0.0005,3593.030881166458
48,model_type.alexnet,activation.relu,0.4826388888888889,2.028063072098626,0.5577785,1.5964417,48,0.01,0.0005,3667.0520071983337
49,model_type.alexnet,activation.relu,0.5006510416666666,1.9568041033214993,0.5641405,1.558825,49,0.01,0.0005,3741.6397984027863
50,model_type.alexnet,activation.relu,0.5055338541666666,1.946825623512268,0.5789453,1.5041047,50,0.01,0.0005,3816.9726247787476
51,model_type.alexnet,activation.relu,0.4797092013888889,2.066078503926595,0.5916093,1.4506745,51,0.01,0.0005,3890.855322122574
52,model_type.alexnet,activation.relu,0.5009765625,1.993737022082011,0.5996719,1.4061074,52,0.01,0.0005,3965.3438489437103
53,model_type.alexnet,activation.relu,0.5056423611111112,2.008928510877821,0.60663414,1.3687714,53,0.01,0.0005,4039.858130455017
54,model_type.alexnet,activation.relu,0.4988064236111111,2.0396185053719416,0.62453985,1.3108871,54,0.01,0.0005,4114.355434656143
55,model_type.alexnet,activation.relu,0.5064019097222222,1.9692418310377333,0.63400286,1.2677262,55,0.01,0.0005,4188.719962120056
56,model_type.alexnet,activation.relu,0.5095486111111112,1.9714501433902316,0.6446463,1.2263323,56,0.01,0.0005,4265.640780448914
57,model_type.alexnet,activation.relu,0.5066189236111112,1.9942033953136868,0.65675014,1.1822344,57,0.01,0.0005,4339.805827379227
58,model_type.alexnet,activation.relu,0.5125868055555556,1.9625424014197455,0.6642926,1.140796,58,0.01,0.0005,4415.740979671478
59,model_type.alexnet,activation.relu,0.5193142361111112,1.931288202603658,0.6796575,1.0858049,59,0.01,0.0005,4490.486193656921
60,model_type.alexnet,activation.relu,0.5157335069444444,2.0096078713734946,0.6890405,1.0427579,60,0.01,0.0005,4565.250977039337
61,model_type.alexnet,activation.relu,0.5094401041666666,2.037935972213745,0.6987036,1.0078176,61,0.01,0.0005,4656.949796676636
62,model_type.alexnet,activation.relu,0.5230034722222222,2.0230239894655018,0.7102073,0.9657947,62,0.01,0.0005,4733.796930074692
63,model_type.alexnet,activation.relu,0.5154079861111112,2.042617678642273,0.71965027,0.93548644,63,0.01,0.0005,4808.424691438675
64,model_type.alexnet,activation.relu,0.5179036458333334,2.069115267859565,0.7287932,0.89552593,64,0.01,0.0005,4884.904981374741
65,model_type.alexnet,activation.relu,0.5210503472222222,2.064159870147705,0.7356954,0.8592745,65,0.01,0.0005,4959.488421201706
66,model_type.alexnet,activation.relu,0.5208333333333334,2.1037712891896567,0.74763924,0.8266805,66,0.01,0.0005,5034.68213558197
67,model_type.alexnet,activation.relu,0.5176866319444444,2.0799316830105252,0.7566421,0.7897678,67,0.01,0.0005,5109.641033887863
68,model_type.alexnet,activation.relu,0.5124782986111112,2.1407609515719943,0.7649048,0.76146,68,0.01,0.0005,5184.365267038345
69,model_type.alexnet,activation.relu,0.5308159722222222,2.095109078619215,0.77388763,0.7352341,69,0.01,0.0005,5258.763894557953
70,model_type.alexnet,activation.relu,0.5247395833333334,2.105084525214301,0.7836308,0.7010152,70,0.01,0.0005,5332.787432432175
71,model_type.alexnet,activation.relu,0.5399305555555556,2.1641925705803766,0.8402689,0.5141808,71,0.01,0.0005,5406.434070825577
72,model_type.alexnet,activation.relu,0.5430772569444444,2.163195080227322,0.8584147,0.45496738,72,0.01,0.0005,5481.554392337799
73,model_type.alexnet,activation.relu,0.5365668402777778,2.2368337048424616,0.8631762,0.4342749,73,0.01,0.0005,5556.19225525856
