,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.009006076388888888,4.605168713463677,0.009923175,4.6052876,0,0.01,0.0005,76.7089421749115
1,model_type.alexnet,activation.relu,0.009657118055555556,4.605102592044407,0.009683099,4.605257,1,0.01,0.0005,151.3746955394745
2,model_type.alexnet,activation.relu,0.010091145833333334,4.605011039310032,0.010203265,4.6051917,2,0.01,0.0005,226.05794763565063
3,model_type.alexnet,activation.relu,0.010959201388888888,4.604924890730116,0.01006322,4.6051254,3,0.01,0.0005,300.35667753219604
4,model_type.alexnet,activation.relu,0.016167534722222224,4.604827192094591,0.010543374,4.6050453,4,0.01,0.0005,374.79424142837524
5,model_type.alexnet,activation.relu,0.021809895833333332,4.604672431945801,0.010603393,4.6049423,5,0.01,0.0005,449.3446261882782
6,model_type.alexnet,activation.relu,0.020616319444444444,4.604368898603651,0.011943822,4.6047635,6,0.01,0.0005,524.1517226696014
7,model_type.alexnet,activation.relu,0.016059027777777776,4.603860484229194,0.013664372,4.6044736,7,0.01,0.0005,598.4849193096161
8,model_type.alexnet,activation.relu,0.014431423611111112,4.602579169803196,0.014604674,4.603862,8,0.01,0.0005,672.6154987812042
9,model_type.alexnet,activation.relu,0.013888888888888888,4.5929897096421985,0.015364917,4.6011286,9,0.01,0.0005,747.0431168079376
10,model_type.alexnet,activation.relu,0.035481770833333336,4.393830723232693,0.021286812,4.520707,10,0.01,0.0005,821.1102674007416
11,model_type.alexnet,activation.relu,0.060221354166666664,4.20618830786811,0.04215349,4.345994,11,0.01,0.0005,895.5791935920715
12,model_type.alexnet,activation.relu,0.0793185763888889,4.086111174689399,0.054677498,4.2145143,12,0.01,0.0005,970.0463032722473
13,model_type.alexnet,activation.relu,0.10416666666666667,3.8789398405287,0.07382362,4.0808935,13,0.01,0.0005,1044.2902688980103
14,model_type.alexnet,activation.relu,0.13172743055555555,3.7172682020399304,0.10129242,3.8723428,14,0.01,0.0005,1118.5040695667267
15,model_type.alexnet,activation.relu,0.1392144097222222,3.646847618950738,0.117657654,3.7638345,15,0.01,0.0005,1192.3310968875885
16,model_type.alexnet,activation.relu,0.15223524305555555,3.5860701402028403,0.13602352,3.6674123,16,0.01,0.0005,1266.8820714950562
17,model_type.alexnet,activation.relu,0.17513020833333334,3.443589554892646,0.14860755,3.5772598,17,0.01,0.0005,1341.1491396427155
18,model_type.alexnet,activation.relu,0.19368489583333334,3.3389154540167914,0.16509283,3.4973278,18,0.01,0.0005,1416.1654629707336
19,model_type.alexnet,activation.relu,0.21299913194444445,3.2657412158118353,0.1799776,3.4078026,19,0.01,0.0005,1490.7249684333801
20,model_type.alexnet,activation.relu,0.22081163194444445,3.234890964296129,0.19706306,3.320767,20,0.01,0.0005,1565.4495787620544
21,model_type.alexnet,activation.relu,0.23502604166666666,3.1363903946346707,0.2106074,3.237216,21,0.01,0.0005,1640.2573399543762
22,model_type.alexnet,activation.relu,0.2569444444444444,3.0281717777252197,0.2265725,3.157701,22,0.01,0.0005,1714.8186752796173
23,model_type.alexnet,activation.relu,0.2777777777777778,2.9490323861440024,0.24263765,3.0775814,23,0.01,0.0005,1788.8449161052704
24,model_type.alexnet,activation.relu,0.2932942708333333,2.8775109714931912,0.25866276,2.9958014,24,0.01,0.0005,1863.161479473114
25,model_type.alexnet,activation.relu,0.302734375,2.8152916696336536,0.27520806,2.9194112,25,0.01,0.0005,1937.4560933113098
26,model_type.alexnet,activation.relu,0.3253038194444444,2.7275118827819824,0.28853232,2.844185,26,0.01,0.0005,2012.3966000080109
27,model_type.alexnet,activation.relu,0.3050130208333333,2.8255236413743763,0.30331707,2.7803516,27,0.01,0.0005,2086.6241912841797
28,model_type.alexnet,activation.relu,0.3266059027777778,2.7344818909962973,0.31740156,2.7087104,28,0.01,0.0005,2160.7659907341003
29,model_type.alexnet,activation.relu,0.3473307291666667,2.6074009471469455,0.33184618,2.6367576,29,0.01,0.0005,2235.2049140930176
30,model_type.alexnet,activation.relu,0.3676215277777778,2.5226976606580944,0.34455025,2.5690012,30,0.01,0.0005,2311.104831933975
31,model_type.alexnet,activation.relu,0.3896484375,2.438758134841919,0.3580946,2.5114794,31,0.01,0.0005,2385.6589510440826
32,model_type.alexnet,activation.relu,0.4010416666666667,2.3876964251200357,0.37005842,2.445942,32,0.01,0.0005,2464.6415989398956
33,model_type.alexnet,activation.relu,0.4034288194444444,2.34631790055169,0.38234234,2.3870153,33,0.01,0.0005,2539.86904668808
34,model_type.alexnet,activation.relu,0.4102647569444444,2.338640424940321,0.39676696,2.3201275,34,0.01,0.0005,2614.654335975647
35,model_type.alexnet,activation.relu,0.4053819444444444,2.3620680703057184,0.40793052,2.2665753,35,0.01,0.0005,2688.878465652466
36,model_type.alexnet,activation.relu,0.4156901041666667,2.3086734612782798,0.42199504,2.208322,36,0.01,0.0005,2762.6756932735443
37,model_type.alexnet,activation.relu,0.4296875,2.2351512379116483,0.43489918,2.1490881,37,0.01,0.0005,2836.8082916736603
38,model_type.alexnet,activation.relu,0.4455295138888889,2.165709310107761,0.44552258,2.0960383,38,0.01,0.0005,2911.626379966736
39,model_type.alexnet,activation.relu,0.4456380208333333,2.1497303114997015,0.45878682,2.0346832,39,0.01,0.0005,2985.6966733932495
40,model_type.alexnet,activation.relu,0.4562717013888889,2.13861076037089,0.4727713,1.9799842,40,0.01,0.0005,3059.523855447769
41,model_type.alexnet,activation.relu,0.4594184027777778,2.1102369096544056,0.48049375,1.9290229,41,0.01,0.0005,3134.137266397476
42,model_type.alexnet,activation.relu,0.4737413194444444,2.0706279277801514,0.49483836,1.8735573,42,0.01,0.0005,3210.639284849167
43,model_type.alexnet,activation.relu,0.4807942708333333,2.065169850985209,0.5057818,1.8236349,43,0.01,0.0005,3284.6000311374664
44,model_type.alexnet,activation.relu,0.4844835069444444,2.0123558706707425,0.51760566,1.7751079,44,0.01,0.0005,3358.87446641922
45,model_type.alexnet,activation.relu,0.48828125,1.9910207192103069,0.5278489,1.7194784,45,0.01,0.0005,3432.7697851657867
46,model_type.alexnet,activation.relu,0.4823133680555556,2.0367654032177396,0.54015285,1.6657385,46,0.01,0.0005,3506.615479707718
47,model_type.alexnet,activation.relu,0.4952256944444444,1.9921584924062092,0.55325705,1.6150068,47,0.01,0.0005,3580.8399002552032
