,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.010091145833333334,4.605099148220486,0.010103233,4.6052823,0,0.01,0.0005,172.98142290115356
1,model_type.alexnet,activation.relu,0.009874131944444444,4.605103545718723,0.009863156,4.6052237,1,0.01,0.0005,247.23890829086304
2,model_type.alexnet,activation.relu,0.010416666666666666,4.604963143666585,0.010183259,4.6051764,2,0.01,0.0005,321.228476524353
3,model_type.alexnet,activation.relu,0.012478298611111112,4.604819509718153,0.010103233,4.6050806,3,0.01,0.0005,396.23373198509216
4,model_type.alexnet,activation.relu,0.017035590277777776,4.604666762881809,0.012283931,4.6049666,4,0.01,0.0005,472.540549993515
5,model_type.alexnet,activation.relu,0.020941840277777776,4.604378117455377,0.014324584,4.6047397,5,0.01,0.0005,547.5392968654633
6,model_type.alexnet,activation.relu,0.019856770833333332,4.603658570183648,0.014264565,4.604376,6,0.01,0.0005,622.7391912937164
7,model_type.alexnet,activation.relu,0.013671875,4.60044182671441,0.015645007,4.603112,7,0.01,0.0005,698.0184705257416
8,model_type.alexnet,activation.relu,0.018880208333333332,4.561957147386339,0.011543694,4.587372,8,0.01,0.0005,772.8299918174744
9,model_type.alexnet,activation.relu,0.047526041666666664,4.324791961246067,0.03002961,4.467933,9,0.01,0.0005,847.4617938995361
10,model_type.alexnet,activation.relu,0.064453125,4.163976245456272,0.047295135,4.2889304,10,0.01,0.0005,921.7520563602448
11,model_type.alexnet,activation.relu,0.07606336805555555,4.084503014882405,0.061339628,4.1737494,11,0.01,0.0005,1009.3002822399139
12,model_type.alexnet,activation.relu,0.1064453125,3.89274623658922,0.078385085,4.053174,12,0.01,0.0005,1085.2606766223907
13,model_type.alexnet,activation.relu,0.12065972222222222,3.768180873658922,0.10141245,3.889804,13,0.01,0.0005,1159.5021741390228
14,model_type.alexnet,activation.relu,0.14290364583333334,3.622597005632189,0.118978076,3.7617235,14,0.01,0.0005,1233.7531933784485
15,model_type.alexnet,activation.relu,0.15852864583333334,3.507028500239054,0.13496318,3.6583679,15,0.01,0.0005,1308.1143312454224
16,model_type.alexnet,activation.relu,0.18272569444444445,3.4326626194847956,0.1540693,3.5539649,16,0.01,0.0005,1382.1596550941467
17,model_type.alexnet,activation.relu,0.2074652777777778,3.2996251583099365,0.17137484,3.4546523,17,0.01,0.0005,1456.5868699550629
18,model_type.alexnet,activation.relu,0.21940104166666666,3.219444884194268,0.18649969,3.3708062,18,0.01,0.0005,1530.7380728721619
19,model_type.alexnet,activation.relu,0.23372395833333334,3.137957943810357,0.20502561,3.285501,19,0.01,0.0005,1606.4832322597504
20,model_type.alexnet,activation.relu,0.2529296875,3.044866747326321,0.21728954,3.208977,20,0.01,0.0005,1681.8183970451355
21,model_type.alexnet,activation.relu,0.2570529513888889,3.0640267001258,0.23263444,3.1255014,21,0.01,0.0005,1756.5760669708252
