,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.1015625,4.241645947480813,0.071552895,4.56138,0,0.03162277660168379,0.0005,263.258841753006
1,model_type.resnet18,0.18649839743589744,3.6450584698946047,0.16106154,3.8318386,1,0.03162277660168379,0.0005,461.77681946754456
2,model_type.resnet18,0.19030448717948717,3.659917727494851,0.22153088,3.453821,2,0.03162277660168379,0.0005,669.6366896629333
3,model_type.resnet18,0.2828525641025641,3.11811345968491,0.26959628,3.1773937,3,0.03162277660168379,0.0005,876.1229269504547
4,model_type.resnet18,0.2780448717948718,3.1399309237798056,0.31176975,2.956092,4,0.03162277660168379,0.0005,1079.3495318889618
5,model_type.resnet18,0.33413461538461536,2.8340253035227456,0.34458026,2.7738707,5,0.03162277660168379,0.0005,1283.5573494434357
6,model_type.resnet18,0.35697115384615385,2.69161503131573,0.3760203,2.6204064,6,0.03162277660168379,0.0005,1489.261322259903
7,model_type.resnet18,0.34935897435897434,2.8143218816855016,0.40273887,2.485295,7,0.03162277660168379,0.0005,1694.7700657844543
8,model_type.resnet18,0.37720352564102566,2.6373533377280602,0.42552617,2.3697543,8,0.03162277660168379,0.0005,1900.1590163707733
9,model_type.resnet18,0.4048477564102564,2.4623115888008704,0.4481534,2.262439,9,0.03162277660168379,0.0005,2105.928837299347
10,model_type.resnet18,0.41185897435897434,2.423182716736427,0.4662292,2.174846,10,0.03162277660168379,0.0005,2311.4858074188232
11,model_type.resnet18,0.43770032051282054,2.3024945045128846,0.48612556,2.0851595,11,0.03162277660168379,0.0005,2517.172073364258
12,model_type.resnet18,0.42528044871794873,2.399357496163784,0.50211066,2.0050738,12,0.03162277660168379,0.0005,2722.9569408893585
13,model_type.resnet18,0.4473157051282051,2.2842954641733413,0.5184459,1.9294639,13,0.03162277660168379,0.0005,2927.64120554924
14,model_type.resnet18,0.47576121794871795,2.1644801711424804,0.534511,1.8593247,14,0.03162277660168379,0.0005,3136.477849960327
15,model_type.resnet18,0.47576121794871795,2.1986938409316235,0.5491457,1.7948017,15,0.03162277660168379,0.0005,3344.143684864044
16,model_type.resnet18,0.460536858974359,2.285327585843893,0.5649308,1.7301052,16,0.03162277660168379,0.0005,3550.168841600418
17,model_type.resnet18,0.4811698717948718,2.1378190211760693,0.5765645,1.666808,17,0.03162277660168379,0.0005,3752.8815433979034
18,model_type.resnet18,0.47716346153846156,2.1971172323593726,0.58993876,1.6063112,18,0.03162277660168379,0.0005,3989.646415948868
19,model_type.resnet18,0.48717948717948717,2.1022665546490598,0.60178256,1.552445,19,0.03162277660168379,0.0005,4208.871307373047
20,model_type.resnet18,0.46073717948717946,2.2601558978740988,0.6150368,1.4989957,20,0.03162277660168379,0.0005,4416.9979729652405
21,model_type.resnet18,0.484375,2.188912643836095,0.62721074,1.4465442,21,0.03162277660168379,0.0005,4619.882158994675
22,model_type.resnet18,0.48778044871794873,2.1695227363170724,0.6387744,1.3908902,22,0.03162277660168379,0.0005,4824.008444786072
23,model_type.resnet18,0.5064102564102564,2.0558188465925364,0.6504781,1.3460727,23,0.03162277660168379,0.0005,5030.998464822769
24,model_type.resnet18,0.4909855769230769,2.148361540757693,0.6609915,1.2928222,24,0.03162277660168379,0.0005,5236.906170845032
25,model_type.resnet18,0.49439102564102566,2.1715063941784396,0.6733755,1.2431519,25,0.03162277660168379,0.0005,5442.864850521088
26,model_type.resnet18,0.4661458333333333,2.3332613492623353,0.6859995,1.1934339,26,0.03162277660168379,0.0005,5646.626843452454
27,model_type.resnet18,0.4869791666666667,2.198883819274413,0.6983735,1.1446729,27,0.03162277660168379,0.0005,5852.179130315781
