,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.34109998,1.8347789,0.28371078,1.9646178,0,0.0001,1e-05,100,5,,
1,model_type.euclidean,activation.dmelu,0.37559998,1.744796,0.3541133,1.7913462,1,0.0001,1e-05,100,5,,
2,model_type.euclidean,activation.dmelu,0.3935,1.6778748,0.37678057,1.7194866,2,0.0001,1e-05,100,5,,
3,model_type.euclidean,activation.dmelu,0.40969998,1.6387217,0.39888763,1.669902,3,0.0001,1e-05,100,5,,
4,model_type.euclidean,activation.dmelu,0.41669998,1.6315346,0.4143726,1.6289988,4,0.0001,1e-05,100,5,,
5,model_type.euclidean,activation.dmelu,0.4312,1.5849346,0.42591628,1.5989703,5,0.0001,1e-05,100,5,,
6,model_type.euclidean,activation.dmelu,0.4387,1.5836258,0.43741998,1.570988,6,0.0001,1e-05,100,5,,
7,model_type.euclidean,activation.dmelu,0.4511,1.5426105,0.44774327,1.5474764,7,0.0001,1e-05,100,5,,
8,model_type.euclidean,activation.dmelu,0.4446,1.5530984,0.456306,1.5243037,8,0.0001,1e-05,100,5,,
9,model_type.euclidean,activation.dmelu,0.45949998,1.5107187,0.4640685,1.5027261,9,0.0001,1e-05,100,5,,
10,model_type.euclidean,activation.dmelu,0.4692,1.4951029,0.46864995,1.4844598,10,0.0001,1e-05,100,5,,
11,model_type.euclidean,activation.dmelu,0.46989998,1.4831052,0.47511202,1.4688709,11,0.0001,1e-05,100,5,,
12,model_type.euclidean,activation.dmelu,0.4714,1.478165,0.48039374,1.4530878,12,0.0001,1e-05,100,5,,
13,model_type.euclidean,activation.dmelu,0.48209998,1.4579692,0.48809618,1.4348902,13,0.0001,1e-05,100,5,,
14,model_type.euclidean,activation.dmelu,0.4888,1.4437933,0.4934979,1.4183601,14,0.0001,1e-05,100,5,,
15,model_type.euclidean,activation.dmelu,0.4974,1.434386,0.49753922,1.407845,15,0.0001,1e-05,100,5,,
16,model_type.euclidean,activation.dmelu,0.4847,1.4499213,0.5025608,1.3935747,16,0.0001,1e-05,100,5,,
17,model_type.euclidean,activation.dmelu,0.4745,1.4765525,0.50818264,1.3796481,17,0.0001,1e-05,100,5,,
18,model_type.euclidean,activation.dmelu,0.49519998,1.4214193,0.50992316,1.3708888,18,0.0001,1e-05,100,5,,
19,model_type.euclidean,activation.dmelu,0.49719998,1.4101468,0.51668537,1.3547555,19,0.0001,1e-05,100,5,,
20,model_type.euclidean,activation.dmelu,0.4924,1.4172963,0.51744556,1.3461604,20,0.0001,1e-05,100,5,,
21,model_type.euclidean,activation.dmelu,0.5067,1.3944103,0.52452785,1.3331863,21,0.0001,1e-05,100,5,,
22,model_type.euclidean,activation.dmelu,0.5042,1.3960911,0.5277689,1.3241875,22,0.0001,1e-05,100,5,,
23,model_type.euclidean,activation.dmelu,0.5111,1.3771873,0.5309499,1.3151785,23,0.0001,1e-05,100,5,,
24,model_type.euclidean,activation.dmelu,0.50839996,1.3832875,0.53607154,1.3051249,24,0.0001,1e-05,100,5,,
25,model_type.euclidean,activation.dmelu,0.50839996,1.3814585,0.53681177,1.2982799,25,0.0001,1e-05,100,5,,
26,model_type.euclidean,activation.dmelu,0.5137,1.3663714,0.54239357,1.2854124,26,0.0001,1e-05,100,5,,
27,model_type.euclidean,activation.dmelu,0.508,1.4028205,0.5427537,1.2809019,27,0.0001,1e-05,100,5,,
28,model_type.euclidean,activation.dmelu,0.5047,1.3902465,0.54637486,1.27056,28,0.0001,1e-05,100,5,,
29,model_type.euclidean,activation.dmelu,0.50909996,1.3843704,0.5514365,1.2618897,29,0.0001,1e-05,100,5,,
30,model_type.euclidean,activation.dmelu,0.5141,1.3728971,0.5535771,1.2559716,30,0.0001,1e-05,100,5,,
31,model_type.euclidean,activation.dmelu,0.5179,1.3586721,0.5556378,1.2484117,31,0.0001,1e-05,100,5,,
32,model_type.euclidean,activation.dmelu,0.51199996,1.3710135,0.55833864,1.2397379,32,0.0001,1e-05,100,5,,
33,model_type.euclidean,activation.dmelu,0.5191,1.3558196,0.5599392,1.2325188,33,0.0001,1e-05,100,5,,
34,model_type.euclidean,activation.dmelu,0.5252,1.3418235,0.56460065,1.222189,34,0.0001,1e-05,100,5,,
35,model_type.euclidean,activation.dmelu,0.5187,1.3527081,0.5699624,1.2144041,35,0.0001,1e-05,100,5,,
36,model_type.euclidean,activation.dmelu,0.5125,1.3812052,0.56932217,1.2079163,36,0.0001,1e-05,100,5,,
37,model_type.euclidean,activation.dmelu,0.5226,1.3543158,0.5706226,1.2042896,37,0.0001,1e-05,100,5,,
38,model_type.euclidean,activation.dmelu,0.5183,1.355756,0.57326347,1.1979648,38,0.0001,1e-05,100,5,,
39,model_type.euclidean,activation.dmelu,0.5208,1.3731287,0.57742476,1.1897719,39,0.0001,1e-05,100,5,,
40,model_type.euclidean,activation.dmelu,0.5245,1.3551217,0.57612437,1.1838326,40,0.0001,1e-05,100,5,,
41,model_type.euclidean,activation.dmelu,0.52709997,1.3457518,0.5825864,1.1735742,41,0.0001,1e-05,100,5,,
42,model_type.euclidean,activation.dmelu,0.519,1.380261,0.5816661,1.1689271,42,0.0001,1e-05,100,5,,
43,model_type.euclidean,activation.dmelu,0.52669996,1.3389497,0.58422697,1.1642494,43,0.0001,1e-05,100,5,,
44,model_type.euclidean,activation.dmelu,0.5338,1.3395123,0.5890085,1.1561801,44,0.0001,1e-05,100,5,,
45,model_type.euclidean,activation.dmelu,0.5294,1.3289782,0.59080905,1.1486683,45,0.0001,1e-05,100,5,,
46,model_type.euclidean,activation.dmelu,0.5291,1.3536994,0.59300977,1.1423942,46,0.0001,1e-05,100,5,,
47,model_type.euclidean,activation.dmelu,0.5309,1.3468752,0.5930698,1.140533,47,0.0001,1e-05,100,5,,
48,model_type.euclidean,activation.dmelu,0.5226,1.341717,0.59921175,1.1315712,48,0.0001,1e-05,100,5,,
49,model_type.euclidean,activation.dmelu,0.5326,1.3340051,0.5991317,1.1231679,49,0.0001,1e-05,100,5,,
50,model_type.euclidean,activation.dmelu,0.5344,1.3199545,0.5984915,1.1246915,50,0.0001,1e-05,100,5,,
51,model_type.euclidean,activation.dmelu,0.5344,1.3320495,0.6022527,1.1151229,51,0.0001,1e-05,100,5,,
52,model_type.euclidean,activation.dmelu,0.53029996,1.3390126,0.6053337,1.106185,52,0.0001,1e-05,100,5,,
53,model_type.euclidean,activation.dmelu,0.5352,1.3190154,0.6051536,1.1048073,53,0.0001,1e-05,100,5,,
54,model_type.euclidean,activation.dmelu,0.5367,1.3138806,0.60863477,1.0962838,54,0.0001,1e-05,100,5,,
55,model_type.euclidean,activation.dmelu,0.5258,1.3594898,0.6096551,1.0954587,55,0.0001,1e-05,100,5,,
56,model_type.euclidean,activation.dmelu,0.5341,1.3278475,0.61483675,1.0851771,56,0.0001,1e-05,100,5,,
57,model_type.euclidean,activation.dmelu,0.5349,1.3228171,0.61579704,1.0834633,57,0.0001,1e-05,100,5,,
58,model_type.euclidean,activation.dmelu,0.5322,1.3531513,0.615737,1.0771524,58,0.0001,1e-05,100,5,,
59,model_type.euclidean,activation.dmelu,0.53529996,1.3386048,0.61639726,1.0736084,59,0.0001,1e-05,100,5,,
60,model_type.euclidean,activation.dmelu,0.5255,1.3599019,0.61861795,1.0704987,60,0.0001,1e-05,100,5,,
61,model_type.euclidean,activation.dmelu,0.53929996,1.321399,0.6191381,1.0626398,61,0.0001,1e-05,100,5,,
62,model_type.euclidean,activation.dmelu,0.54109997,1.3336147,0.62283933,1.0612808,62,0.0001,1e-05,100,5,,
63,model_type.euclidean,activation.dmelu,0.5316,1.3451449,0.6243998,1.0526474,63,0.0001,1e-05,100,5,,
64,model_type.euclidean,activation.dmelu,0.5412,1.3251125,0.6262604,1.0485901,64,0.0001,1e-05,100,5,,
65,model_type.euclidean,activation.dmelu,0.532,1.3537935,0.6308219,1.0407715,65,0.0001,1e-05,100,5,,
66,model_type.euclidean,activation.dmelu,0.5399,1.3356539,0.6283011,1.0376465,66,0.0001,1e-05,100,5,,
67,model_type.euclidean,activation.dmelu,0.53139997,1.3825123,0.6320422,1.0334618,67,0.0001,1e-05,100,5,,
68,model_type.euclidean,activation.dmelu,0.5387,1.3321751,0.63298255,1.0297049,68,0.0001,1e-05,100,5,,
