,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.2916,1.9385742,0.23819622,2.0678601,0,0.0001,1e-05,20,3,,
1,model_type.euclidean,activation.dmelu,0.3312,1.8661957,0.31109956,1.902626,1,0.0001,1e-05,20,3,,
2,model_type.euclidean,activation.dmelu,0.35079998,1.8157308,0.33862835,1.8446698,2,0.0001,1e-05,20,3,,
3,model_type.euclidean,activation.dmelu,0.36069998,1.7857372,0.35567382,1.8005822,3,0.0001,1e-05,20,3,,
4,model_type.euclidean,activation.dmelu,0.3667,1.7548853,0.36571702,1.7699357,4,0.0001,1e-05,20,3,,
5,model_type.euclidean,activation.dmelu,0.37129998,1.7355893,0.37285933,1.7450128,5,0.0001,1e-05,20,3,,
6,model_type.euclidean,activation.dmelu,0.3845,1.7131414,0.38044176,1.7253894,6,0.0001,1e-05,20,3,,
7,model_type.euclidean,activation.dmelu,0.38619998,1.7048906,0.38728392,1.7085155,7,0.0001,1e-05,20,3,,
8,model_type.euclidean,activation.dmelu,0.392,1.6961683,0.39158532,1.6979682,8,0.0001,1e-05,20,3,,
9,model_type.euclidean,activation.dmelu,0.3947,1.6817805,0.39460626,1.6862855,9,0.0001,1e-05,20,3,,
10,model_type.euclidean,activation.dmelu,0.3964,1.678602,0.39892766,1.6768194,10,0.0001,1e-05,20,3,,
11,model_type.euclidean,activation.dmelu,0.4067,1.6641053,0.40310898,1.6649754,11,0.0001,1e-05,20,3,,
12,model_type.euclidean,activation.dmelu,0.4044,1.6524068,0.40647006,1.6553477,12,0.0001,1e-05,20,3,,
13,model_type.euclidean,activation.dmelu,0.401,1.6632367,0.4099912,1.6469796,13,0.0001,1e-05,20,3,,
14,model_type.euclidean,activation.dmelu,0.4121,1.641218,0.4122119,1.6395631,14,0.0001,1e-05,20,3,,
15,model_type.euclidean,activation.dmelu,0.4134,1.6368933,0.41623318,1.6300381,15,0.0001,1e-05,20,3,,
16,model_type.euclidean,activation.dmelu,0.4168,1.6329186,0.4200544,1.6235265,16,0.0001,1e-05,20,3,,
17,model_type.euclidean,activation.dmelu,0.41599998,1.62553,0.42143485,1.6173915,17,0.0001,1e-05,20,3,,
18,model_type.euclidean,activation.dmelu,0.42339998,1.6230655,0.42409572,1.6086279,18,0.0001,1e-05,20,3,,
19,model_type.euclidean,activation.dmelu,0.41979998,1.6251717,0.42793694,1.6019427,19,0.0001,1e-05,20,3,,
20,model_type.euclidean,activation.dmelu,0.42499998,1.6064371,0.4290773,1.5945157,20,0.0001,1e-05,20,3,,
21,model_type.euclidean,activation.dmelu,0.42819998,1.6017315,0.43137804,1.5885564,21,0.0001,1e-05,20,3,,
22,model_type.euclidean,activation.dmelu,0.43159997,1.6011806,0.4355994,1.5817335,22,0.0001,1e-05,20,3,,
23,model_type.euclidean,activation.dmelu,0.42999998,1.595032,0.43830025,1.5753084,23,0.0001,1e-05,20,3,,
24,model_type.euclidean,activation.dmelu,0.4344,1.5879867,0.43776008,1.5704538,24,0.0001,1e-05,20,3,,
25,model_type.euclidean,activation.dmelu,0.43879998,1.5840514,0.4393606,1.5650262,25,0.0001,1e-05,20,3,,
26,model_type.euclidean,activation.dmelu,0.43559998,1.5803012,0.44326183,1.5594368,26,0.0001,1e-05,20,3,,
27,model_type.euclidean,activation.dmelu,0.435,1.5858736,0.44424215,1.5540338,27,0.0001,1e-05,20,3,,
28,model_type.euclidean,activation.dmelu,0.4437,1.5695225,0.44604275,1.5498554,28,0.0001,1e-05,20,3,,
29,model_type.euclidean,activation.dmelu,0.4403,1.5694261,0.44858354,1.5437831,29,0.0001,1e-05,20,3,,
30,model_type.euclidean,activation.dmelu,0.44599998,1.5610319,0.45112437,1.5404165,30,0.0001,1e-05,20,3,,
31,model_type.euclidean,activation.dmelu,0.4385,1.5721252,0.4509443,1.5358752,31,0.0001,1e-05,20,3,,
32,model_type.euclidean,activation.dmelu,0.4359,1.5785494,0.45332506,1.5320197,32,0.0001,1e-05,20,3,,
33,model_type.euclidean,activation.dmelu,0.4516,1.5507313,0.45548576,1.5271703,33,0.0001,1e-05,20,3,,
34,model_type.euclidean,activation.dmelu,0.45099998,1.5552772,0.45694622,1.5231327,34,0.0001,1e-05,20,3,,
35,model_type.euclidean,activation.dmelu,0.433,1.5887712,0.45888683,1.5192538,35,0.0001,1e-05,20,3,,
36,model_type.euclidean,activation.dmelu,0.4497,1.5462422,0.4615677,1.5161476,36,0.0001,1e-05,20,3,,
37,model_type.euclidean,activation.dmelu,0.45369998,1.543184,0.46106753,1.5127803,37,0.0001,1e-05,20,3,,
38,model_type.euclidean,activation.dmelu,0.4466,1.557175,0.46336827,1.5088462,38,0.0001,1e-05,20,3,,
39,model_type.euclidean,activation.dmelu,0.44799998,1.5579679,0.46354833,1.5063516,39,0.0001,1e-05,20,3,,
40,model_type.euclidean,activation.dmelu,0.4455,1.5534644,0.46462867,1.5022897,40,0.0001,1e-05,20,3,,
41,model_type.euclidean,activation.dmelu,0.4569,1.5365747,0.4649688,1.5007546,41,0.0001,1e-05,20,3,,
42,model_type.euclidean,activation.dmelu,0.4553,1.5381314,0.4678097,1.4984627,42,0.0001,1e-05,20,3,,
43,model_type.euclidean,activation.dmelu,0.457,1.5340436,0.4662292,1.495413,43,0.0001,1e-05,20,3,,
44,model_type.euclidean,activation.dmelu,0.4576,1.5424016,0.46538892,1.4929171,44,0.0001,1e-05,20,3,,
45,model_type.euclidean,activation.dmelu,0.459,1.5346138,0.46730953,1.4889269,45,0.0001,1e-05,20,3,,
46,model_type.euclidean,activation.dmelu,0.45979998,1.5302457,0.46985036,1.4874874,46,0.0001,1e-05,20,3,,
47,model_type.euclidean,activation.dmelu,0.4606,1.5304552,0.4693302,1.48509,47,0.0001,1e-05,20,3,,
48,model_type.euclidean,activation.dmelu,0.4592,1.5449404,0.47247118,1.4815042,48,0.0001,1e-05,20,3,,
49,model_type.euclidean,activation.dmelu,0.4605,1.5242916,0.47353154,1.479263,49,0.0001,1e-05,20,3,,
50,model_type.euclidean,activation.dmelu,0.45619997,1.5335324,0.47459188,1.4773465,50,0.0001,1e-05,20,3,,
51,model_type.euclidean,activation.dmelu,0.4628,1.5287225,0.47509202,1.4761422,51,0.0001,1e-05,20,3,,
52,model_type.euclidean,activation.dmelu,0.4592,1.5279506,0.47547215,1.4714828,52,0.0001,1e-05,20,3,,
53,model_type.euclidean,activation.dmelu,0.4513,1.565188,0.47803298,1.4707432,53,0.0001,1e-05,20,3,,
54,model_type.euclidean,activation.dmelu,0.45589998,1.5394409,0.47733274,1.4687972,54,0.0001,1e-05,20,3,,
55,model_type.euclidean,activation.dmelu,0.4658,1.5191476,0.4778129,1.4668431,55,0.0001,1e-05,20,3,,
56,model_type.euclidean,activation.dmelu,0.46159998,1.5183508,0.47827303,1.4639469,56,0.0001,1e-05,20,3,,
57,model_type.euclidean,activation.dmelu,0.4622,1.5182188,0.47953346,1.4632946,57,0.0001,1e-05,20,3,,
58,model_type.euclidean,activation.dmelu,0.45909998,1.5222216,0.47951344,1.4597244,58,0.0001,1e-05,20,3,,
59,model_type.euclidean,activation.dmelu,0.46179998,1.5204154,0.47953346,1.4599965,59,0.0001,1e-05,20,3,,
60,model_type.euclidean,activation.dmelu,0.4581,1.5215545,0.48053378,1.4571798,60,0.0001,1e-05,20,3,,
61,model_type.euclidean,activation.dmelu,0.4579,1.5299369,0.48131403,1.45485,61,0.0001,1e-05,20,3,,
62,model_type.euclidean,activation.dmelu,0.4664,1.5106384,0.48321462,1.453025,62,0.0001,1e-05,20,3,,
63,model_type.euclidean,activation.dmelu,0.4599,1.5197241,0.48227432,1.4516975,63,0.0001,1e-05,20,3,,
64,model_type.euclidean,activation.dmelu,0.4569,1.5223731,0.48205426,1.451638,64,0.0001,1e-05,20,3,,
65,model_type.euclidean,activation.dmelu,0.4651,1.5114737,0.48339468,1.4470881,65,0.0001,1e-05,20,3,,
66,model_type.euclidean,activation.dmelu,0.4653,1.5172616,0.484395,1.445739,66,0.0001,1e-05,20,3,,
67,model_type.euclidean,activation.dmelu,0.46519998,1.515263,0.48433498,1.4460446,67,0.0001,1e-05,20,3,,
68,model_type.euclidean,activation.dmelu,0.4721,1.5089004,0.48743597,1.4406266,68,0.0001,1e-05,20,3,,
69,model_type.euclidean,activation.dmelu,0.46339998,1.5255717,0.48717588,1.4393609,69,0.0001,1e-05,20,3,,
70,model_type.euclidean,activation.dmelu,0.46199998,1.5159584,0.48787612,1.4388698,70,0.0001,1e-05,20,3,,
71,model_type.euclidean,activation.dmelu,0.4711,1.509908,0.48849633,1.437525,71,0.0001,1e-05,20,3,,
72,model_type.euclidean,activation.dmelu,0.4649,1.5130712,0.49113718,1.4341719,72,0.0001,1e-05,20,3,,
73,model_type.euclidean,activation.dmelu,0.46449998,1.5065018,0.48975673,1.4359767,73,0.0001,1e-05,20,3,,
74,model_type.euclidean,activation.dmelu,0.4707,1.5032516,0.4913172,1.4316792,74,0.0001,1e-05,20,3,,
75,model_type.euclidean,activation.dmelu,0.47079998,1.509814,0.49263763,1.4298944,75,0.0001,1e-05,20,3,,
76,model_type.euclidean,activation.dmelu,0.46499997,1.5191859,0.48993677,1.4297829,76,0.0001,1e-05,20,3,,
77,model_type.euclidean,activation.dmelu,0.4631,1.5133153,0.49393806,1.4276117,77,0.0001,1e-05,20,3,,
78,model_type.euclidean,activation.dmelu,0.4707,1.500172,0.49057698,1.4279608,78,0.0001,1e-05,20,3,,
79,model_type.euclidean,activation.dmelu,0.46719998,1.5075004,0.4925776,1.4237278,79,0.0001,1e-05,20,3,,
80,model_type.euclidean,activation.dmelu,0.4664,1.5063168,0.4930578,1.4233701,80,0.0001,1e-05,20,3,,
81,model_type.euclidean,activation.dmelu,0.4621,1.5189835,0.49461827,1.4216955,81,0.0001,1e-05,20,3,,
82,model_type.euclidean,activation.dmelu,0.4719,1.5005493,0.49523848,1.4189407,82,0.0001,1e-05,20,3,,
83,model_type.euclidean,activation.dmelu,0.4711,1.5035104,0.49397808,1.4197178,83,0.0001,1e-05,20,3,,
84,model_type.euclidean,activation.dmelu,0.47349998,1.4971681,0.4949784,1.4174118,84,0.0001,1e-05,20,3,,
85,model_type.euclidean,activation.dmelu,0.47,1.5089746,0.49635884,1.4154023,85,0.0001,1e-05,20,3,,
86,model_type.euclidean,activation.dmelu,0.4705,1.5088135,0.49649888,1.4142357,86,0.0001,1e-05,20,3,,
87,model_type.euclidean,activation.dmelu,0.4716,1.4969947,0.49911973,1.4122216,87,0.0001,1e-05,20,3,,
88,model_type.euclidean,activation.dmelu,0.4678,1.5088147,0.49639884,1.4117196,88,0.0001,1e-05,20,3,,
89,model_type.euclidean,activation.dmelu,0.47149998,1.4991709,0.4989797,1.4090183,89,0.0001,1e-05,20,3,,
90,model_type.euclidean,activation.dmelu,0.4622,1.5197955,0.49867958,1.4083272,90,0.0001,1e-05,20,3,,
91,model_type.euclidean,activation.dmelu,0.4755,1.4900633,0.49893966,1.4066238,91,0.0001,1e-05,20,3,,
92,model_type.euclidean,activation.dmelu,0.4748,1.4922955,0.50004,1.4056357,92,0.0001,1e-05,20,3,,
93,model_type.euclidean,activation.dmelu,0.47469997,1.493508,0.50260085,1.4040762,93,0.0001,1e-05,20,3,,
94,model_type.euclidean,activation.dmelu,0.4741,1.4931674,0.49998,1.403179,94,0.0001,1e-05,20,3,,
95,model_type.euclidean,activation.dmelu,0.4772,1.4873109,0.50198066,1.4004325,95,0.0001,1e-05,20,3,,
96,model_type.euclidean,activation.dmelu,0.4732,1.4985332,0.5006002,1.401091,96,0.0001,1e-05,20,3,,
97,model_type.euclidean,activation.dmelu,0.4764,1.4904727,0.503161,1.3997446,97,0.0001,1e-05,20,3,,
98,model_type.euclidean,activation.dmelu,0.4745,1.4929878,0.5024808,1.3951038,98,0.0001,1e-05,20,3,,
99,model_type.euclidean,activation.dmelu,0.46519998,1.5139676,0.5027209,1.3957207,99,0.0001,1e-05,20,3,,
100,model_type.euclidean,activation.dmelu,0.4779,1.4989133,0.5025008,1.3961574,100,0.0001,1e-05,20,3,,
101,model_type.euclidean,activation.dmelu,0.4721,1.4933206,0.50200063,1.3958876,101,0.0001,1e-05,20,3,,
102,model_type.euclidean,activation.dmelu,0.47329998,1.496874,0.5046815,1.3943161,102,0.0001,1e-05,20,3,,
103,model_type.euclidean,activation.dmelu,0.4693,1.5107388,0.5050016,1.392227,103,0.0001,1e-05,20,3,,
104,model_type.euclidean,activation.dmelu,0.47669998,1.484397,0.506262,1.390945,104,0.0001,1e-05,20,3,,
105,model_type.euclidean,activation.dmelu,0.47619998,1.4853864,0.5046615,1.3890423,105,0.0001,1e-05,20,3,,
106,model_type.euclidean,activation.dmelu,0.4745,1.4920901,0.506302,1.3874168,106,0.0001,1e-05,20,3,,
107,model_type.euclidean,activation.dmelu,0.47169998,1.4955523,0.5049016,1.3889,107,0.0001,1e-05,20,3,,
108,model_type.euclidean,activation.dmelu,0.47919998,1.4834129,0.50726235,1.385498,108,0.0001,1e-05,20,3,,
109,model_type.euclidean,activation.dmelu,0.47039998,1.4934558,0.5069822,1.3846174,109,0.0001,1e-05,20,3,,
110,model_type.euclidean,activation.dmelu,0.48009998,1.4845788,0.5083827,1.3816187,110,0.0001,1e-05,20,3,,
111,model_type.euclidean,activation.dmelu,0.478,1.4842461,0.5076224,1.3829592,111,0.0001,1e-05,20,3,,
112,model_type.euclidean,activation.dmelu,0.4764,1.4877728,0.5081626,1.3829551,112,0.0001,1e-05,20,3,,
113,model_type.euclidean,activation.dmelu,0.46769997,1.5047815,0.50866276,1.3798897,113,0.0001,1e-05,20,3,,
114,model_type.euclidean,activation.dmelu,0.48049998,1.4797015,0.51036334,1.3777115,114,0.0001,1e-05,20,3,,
115,model_type.euclidean,activation.dmelu,0.4754,1.4881465,0.51016325,1.3767598,115,0.0001,1e-05,20,3,,
116,model_type.euclidean,activation.dmelu,0.47739998,1.4836799,0.5103833,1.3769038,116,0.0001,1e-05,20,3,,
117,model_type.euclidean,activation.dmelu,0.4806,1.4828627,0.50988317,1.375955,117,0.0001,1e-05,20,3,,
118,model_type.euclidean,activation.dmelu,0.47509998,1.4905835,0.50986314,1.3757621,118,0.0001,1e-05,20,3,,
119,model_type.euclidean,activation.dmelu,0.48189998,1.4803951,0.5108635,1.3730061,119,0.0001,1e-05,20,3,,
120,model_type.euclidean,activation.dmelu,0.4703,1.5011384,0.51230395,1.3715746,120,0.0001,1e-05,20,3,,
121,model_type.euclidean,activation.dmelu,0.47959998,1.4827071,0.51196384,1.3747302,121,0.0001,1e-05,20,3,,
122,model_type.euclidean,activation.dmelu,0.4781,1.4848936,0.51352435,1.3705498,122,0.0001,1e-05,20,3,,
123,model_type.euclidean,activation.dmelu,0.46159998,1.5277286,0.5140245,1.3691468,123,0.0001,1e-05,20,3,,
124,model_type.euclidean,activation.dmelu,0.47559997,1.4845378,0.51456463,1.3680893,124,0.0001,1e-05,20,3,,
125,model_type.euclidean,activation.dmelu,0.4799,1.4806608,0.5150048,1.365076,125,0.0001,1e-05,20,3,,
126,model_type.euclidean,activation.dmelu,0.472,1.49477,0.5135844,1.364499,126,0.0001,1e-05,20,3,,
127,model_type.euclidean,activation.dmelu,0.4784,1.4815208,0.515665,1.3658683,127,0.0001,1e-05,20,3,,
128,model_type.euclidean,activation.dmelu,0.4818,1.4745953,0.51478475,1.3649421,128,0.0001,1e-05,20,3,,
129,model_type.euclidean,activation.dmelu,0.4784,1.485791,0.5143246,1.3625624,129,0.0001,1e-05,20,3,,
130,model_type.euclidean,activation.dmelu,0.4789,1.4805856,0.51668537,1.3623781,130,0.0001,1e-05,20,3,,
131,model_type.euclidean,activation.dmelu,0.47419998,1.486662,0.515585,1.3628829,131,0.0001,1e-05,20,3,,
132,model_type.euclidean,activation.dmelu,0.477,1.485836,0.51754564,1.3617376,132,0.0001,1e-05,20,3,,
133,model_type.euclidean,activation.dmelu,0.48229998,1.4845657,0.51638526,1.3582941,133,0.0001,1e-05,20,3,,
134,model_type.euclidean,activation.dmelu,0.4822,1.478055,0.515605,1.3589796,134,0.0001,1e-05,20,3,,
135,model_type.euclidean,activation.dmelu,0.4822,1.4812335,0.5197463,1.3569402,135,0.0001,1e-05,20,3,,
136,model_type.euclidean,activation.dmelu,0.48049998,1.4791925,0.51652527,1.3557943,136,0.0001,1e-05,20,3,,
137,model_type.euclidean,activation.dmelu,0.48499998,1.4756048,0.51740557,1.3557135,137,0.0001,1e-05,20,3,,
138,model_type.euclidean,activation.dmelu,0.4777,1.4837092,0.51852596,1.3565704,138,0.0001,1e-05,20,3,,
139,model_type.euclidean,activation.dmelu,0.47649997,1.481712,0.51760566,1.3534087,139,0.0001,1e-05,20,3,,
140,model_type.euclidean,activation.dmelu,0.477,1.4858857,0.51996636,1.3517414,140,0.0001,1e-05,20,3,,
141,model_type.euclidean,activation.dmelu,0.4689,1.5005095,0.52016646,1.3516713,141,0.0001,1e-05,20,3,,
142,model_type.euclidean,activation.dmelu,0.48189998,1.4816881,0.5194662,1.351439,142,0.0001,1e-05,20,3,,
