,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3516,1.8292031,0.31087947,1.9332513,0,0.0001,1e-05,100,2,,
1,model_type.euclidean,activation.dmelu,0.3811,1.7434443,0.36935818,1.7864703,1,0.0001,1e-05,100,2,,
2,model_type.euclidean,activation.dmelu,0.40129998,1.6995033,0.3940661,1.7232127,2,0.0001,1e-05,100,2,,
3,model_type.euclidean,activation.dmelu,0.4132,1.6605066,0.41267204,1.6704367,3,0.0001,1e-05,100,2,,
4,model_type.euclidean,activation.dmelu,0.424,1.6261309,0.4283971,1.6300372,4,0.0001,1e-05,100,2,,
5,model_type.euclidean,activation.dmelu,0.4262,1.6184154,0.43651968,1.5995183,5,0.0001,1e-05,100,2,,
6,model_type.euclidean,activation.dmelu,0.4403,1.580425,0.44520247,1.5752057,6,0.0001,1e-05,100,2,,
7,model_type.euclidean,activation.dmelu,0.4484,1.5609739,0.4540453,1.5528638,7,0.0001,1e-05,100,2,,
8,model_type.euclidean,activation.dmelu,0.45459998,1.5468786,0.4628281,1.530486,8,0.0001,1e-05,100,2,,
9,model_type.euclidean,activation.dmelu,0.4646,1.5327686,0.4691101,1.5132036,9,0.0001,1e-05,100,2,,
10,model_type.euclidean,activation.dmelu,0.4658,1.5044246,0.4737716,1.4969406,10,0.0001,1e-05,100,2,,
11,model_type.euclidean,activation.dmelu,0.4725,1.4974099,0.47765285,1.4826807,11,0.0001,1e-05,100,2,,
12,model_type.euclidean,activation.dmelu,0.4723,1.4892617,0.48359475,1.4679059,12,0.0001,1e-05,100,2,,
13,model_type.euclidean,activation.dmelu,0.4809,1.4793338,0.4890565,1.4545377,13,0.0001,1e-05,100,2,,
14,model_type.euclidean,activation.dmelu,0.4745,1.4946617,0.4915773,1.4419488,14,0.0001,1e-05,100,2,,
15,model_type.euclidean,activation.dmelu,0.4825,1.4734375,0.4971791,1.4297439,15,0.0001,1e-05,100,2,,
16,model_type.euclidean,activation.dmelu,0.47869998,1.4668508,0.49917975,1.4202873,16,0.0001,1e-05,100,2,,
17,model_type.euclidean,activation.dmelu,0.48889998,1.4545033,0.50322104,1.4074134,17,0.0001,1e-05,100,2,,
18,model_type.euclidean,activation.dmelu,0.494,1.4401205,0.5077225,1.3982568,18,0.0001,1e-05,100,2,,
19,model_type.euclidean,activation.dmelu,0.4847,1.4461796,0.5091229,1.3903481,19,0.0001,1e-05,100,2,,
20,model_type.euclidean,activation.dmelu,0.49519998,1.4248233,0.5126641,1.3788215,20,0.0001,1e-05,100,2,,
21,model_type.euclidean,activation.dmelu,0.498,1.429854,0.5152249,1.3715216,21,0.0001,1e-05,100,2,,
22,model_type.euclidean,activation.dmelu,0.4892,1.4269222,0.51976633,1.3639263,22,0.0001,1e-05,100,2,,
23,model_type.euclidean,activation.dmelu,0.5056,1.4106712,0.52214706,1.3538296,23,0.0001,1e-05,100,2,,
24,model_type.euclidean,activation.dmelu,0.4994,1.411815,0.5262684,1.3425509,24,0.0001,1e-05,100,2,,
25,model_type.euclidean,activation.dmelu,0.4994,1.4131613,0.5253481,1.3384017,25,0.0001,1e-05,100,2,,
26,model_type.euclidean,activation.dmelu,0.5067,1.3978854,0.5309299,1.3299474,26,0.0001,1e-05,100,2,,
27,model_type.euclidean,activation.dmelu,0.4939,1.4153613,0.5326104,1.3205311,27,0.0001,1e-05,100,2,,
28,model_type.euclidean,activation.dmelu,0.4996,1.4094568,0.534351,1.3165858,28,0.0001,1e-05,100,2,,
29,model_type.euclidean,activation.dmelu,0.5053,1.3893846,0.5382922,1.3061533,29,0.0001,1e-05,100,2,,
30,model_type.euclidean,activation.dmelu,0.5098,1.3876332,0.54199344,1.2969162,30,0.0001,1e-05,100,2,,
31,model_type.euclidean,activation.dmelu,0.51129997,1.3804951,0.5442542,1.2937715,31,0.0001,1e-05,100,2,,
32,model_type.euclidean,activation.dmelu,0.5001,1.4205791,0.54505444,1.2875333,32,0.0001,1e-05,100,2,,
33,model_type.euclidean,activation.dmelu,0.51629996,1.3686095,0.5489957,1.2789247,33,0.0001,1e-05,100,2,,
34,model_type.euclidean,activation.dmelu,0.5165,1.3757415,0.54991597,1.2746227,34,0.0001,1e-05,100,2,,
35,model_type.euclidean,activation.dmelu,0.5118,1.3820128,0.55107635,1.2669613,35,0.0001,1e-05,100,2,,
36,model_type.euclidean,activation.dmelu,0.5248,1.3588991,0.55339706,1.2611183,36,0.0001,1e-05,100,2,,
37,model_type.euclidean,activation.dmelu,0.5193,1.3623861,0.5597391,1.2516558,37,0.0001,1e-05,100,2,,
38,model_type.euclidean,activation.dmelu,0.5154,1.368279,0.5611396,1.2475501,38,0.0001,1e-05,100,2,,
39,model_type.euclidean,activation.dmelu,0.5097,1.3932177,0.5634403,1.2409965,39,0.0001,1e-05,100,2,,
40,model_type.euclidean,activation.dmelu,0.5128,1.375769,0.56644124,1.2362,40,0.0001,1e-05,100,2,,
41,model_type.euclidean,activation.dmelu,0.5203,1.3625053,0.56540096,1.2303152,41,0.0001,1e-05,100,2,,
42,model_type.euclidean,activation.dmelu,0.5176,1.357436,0.57112277,1.2224642,42,0.0001,1e-05,100,2,,
43,model_type.euclidean,activation.dmelu,0.5194,1.3592364,0.5709627,1.2205501,43,0.0001,1e-05,100,2,,
44,model_type.euclidean,activation.dmelu,0.51339996,1.3955448,0.5733835,1.2129778,44,0.0001,1e-05,100,2,,
45,model_type.euclidean,activation.dmelu,0.52059996,1.352695,0.5736036,1.208485,45,0.0001,1e-05,100,2,,
46,model_type.euclidean,activation.dmelu,0.5197,1.360241,0.57868516,1.1996363,46,0.0001,1e-05,100,2,,
47,model_type.euclidean,activation.dmelu,0.5121,1.3754934,0.57922536,1.196664,47,0.0001,1e-05,100,2,,
48,model_type.euclidean,activation.dmelu,0.514,1.3845073,0.5806258,1.1918375,48,0.0001,1e-05,100,2,,
49,model_type.euclidean,activation.dmelu,0.5194,1.3700444,0.58154607,1.187732,49,0.0001,1e-05,100,2,,
50,model_type.euclidean,activation.dmelu,0.5269,1.3412399,0.58320665,1.1813409,50,0.0001,1e-05,100,2,,
51,model_type.euclidean,activation.dmelu,0.5212,1.3541836,0.5860275,1.1785132,51,0.0001,1e-05,100,2,,
52,model_type.euclidean,activation.dmelu,0.5216,1.3493495,0.5878281,1.1708825,52,0.0001,1e-05,100,2,,
53,model_type.euclidean,activation.dmelu,0.5243,1.347032,0.58798814,1.1676197,53,0.0001,1e-05,100,2,,
54,model_type.euclidean,activation.dmelu,0.53029996,1.3458275,0.5879281,1.1658299,54,0.0001,1e-05,100,2,,
55,model_type.euclidean,activation.dmelu,0.5335,1.33249,0.59328985,1.1583488,55,0.0001,1e-05,100,2,,
56,model_type.euclidean,activation.dmelu,0.5342,1.3347139,0.5945703,1.1509634,56,0.0001,1e-05,100,2,,
57,model_type.euclidean,activation.dmelu,0.5327,1.336385,0.5964109,1.1477913,57,0.0001,1e-05,100,2,,
58,model_type.euclidean,activation.dmelu,0.5216,1.3630866,0.5966709,1.1451502,58,0.0001,1e-05,100,2,,
59,model_type.euclidean,activation.dmelu,0.5327,1.3338269,0.5984315,1.1434343,59,0.0001,1e-05,100,2,,
60,model_type.euclidean,activation.dmelu,0.5198,1.3696221,0.60105234,1.1338259,60,0.0001,1e-05,100,2,,
61,model_type.euclidean,activation.dmelu,0.5258,1.3527586,0.60319304,1.1305656,61,0.0001,1e-05,100,2,,
62,model_type.euclidean,activation.dmelu,0.5275,1.3468252,0.6040333,1.1260444,62,0.0001,1e-05,100,2,,
63,model_type.euclidean,activation.dmelu,0.5284,1.3548845,0.6043734,1.1246092,63,0.0001,1e-05,100,2,,
64,model_type.euclidean,activation.dmelu,0.529,1.3596818,0.60595393,1.118824,64,0.0001,1e-05,100,2,,
65,model_type.euclidean,activation.dmelu,0.5197,1.3763684,0.6065741,1.1170592,65,0.0001,1e-05,100,2,,
66,model_type.euclidean,activation.dmelu,0.5148,1.3898108,0.6099952,1.1103164,66,0.0001,1e-05,100,2,,
67,model_type.euclidean,activation.dmelu,0.5311,1.3348118,0.60895485,1.1084614,67,0.0001,1e-05,100,2,,
68,model_type.euclidean,activation.dmelu,0.5309,1.3517421,0.61169577,1.1016454,68,0.0001,1e-05,100,2,,
69,model_type.euclidean,activation.dmelu,0.5329,1.342779,0.61201584,1.1000237,69,0.0001,1e-05,100,2,,
