,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.35119998,1.8452971,0.30791855,1.9402071,0,0.0001,1e-05,100,2,,
1,model_type.euclidean,activation.dmelu,0.3904,1.7364465,0.3703185,1.7864116,1,0.0001,1e-05,100,2,,
2,model_type.euclidean,activation.dmelu,0.4023,1.6929191,0.39360595,1.7230817,2,0.0001,1e-05,100,2,,
3,model_type.euclidean,activation.dmelu,0.41279998,1.6576558,0.4105714,1.6753047,3,0.0001,1e-05,100,2,,
4,model_type.euclidean,activation.dmelu,0.42479998,1.628382,0.4240557,1.6364846,4,0.0001,1e-05,100,2,,
5,model_type.euclidean,activation.dmelu,0.43559998,1.5931058,0.43411893,1.6066886,5,0.0001,1e-05,100,2,,
6,model_type.euclidean,activation.dmelu,0.44399998,1.5762469,0.44414213,1.5809481,6,0.0001,1e-05,100,2,,
7,model_type.euclidean,activation.dmelu,0.44309998,1.5664846,0.45274487,1.5596863,7,0.0001,1e-05,100,2,,
8,model_type.euclidean,activation.dmelu,0.4511,1.5462828,0.45824665,1.5385892,8,0.0001,1e-05,100,2,,
9,model_type.euclidean,activation.dmelu,0.4561,1.5490779,0.46574903,1.5203516,9,0.0001,1e-05,100,2,,
10,model_type.euclidean,activation.dmelu,0.45999998,1.5274067,0.46975031,1.5049871,10,0.0001,1e-05,100,2,,
11,model_type.euclidean,activation.dmelu,0.4637,1.5170139,0.47511202,1.4914429,11,0.0001,1e-05,100,2,,
12,model_type.euclidean,activation.dmelu,0.4692,1.4991946,0.48115396,1.4758185,12,0.0001,1e-05,100,2,,
13,model_type.euclidean,activation.dmelu,0.4834,1.4771963,0.48731595,1.4619833,13,0.0001,1e-05,100,2,,
14,model_type.euclidean,activation.dmelu,0.4809,1.4762454,0.48943663,1.4505258,14,0.0001,1e-05,100,2,,
15,model_type.euclidean,activation.dmelu,0.4791,1.4714397,0.49207747,1.4383612,15,0.0001,1e-05,100,2,,
16,model_type.euclidean,activation.dmelu,0.4806,1.462323,0.4993598,1.426358,16,0.0001,1e-05,100,2,,
17,model_type.euclidean,activation.dmelu,0.4818,1.4556031,0.5016005,1.41538,17,0.0001,1e-05,100,2,,
18,model_type.euclidean,activation.dmelu,0.48929998,1.4502928,0.50434136,1.403768,18,0.0001,1e-05,100,2,,
19,model_type.euclidean,activation.dmelu,0.4901,1.4394891,0.5084627,1.3942082,19,0.0001,1e-05,100,2,,
20,model_type.euclidean,activation.dmelu,0.49199998,1.4335935,0.5128641,1.3821177,20,0.0001,1e-05,100,2,,
21,model_type.euclidean,activation.dmelu,0.4924,1.4319943,0.51390445,1.3732824,21,0.0001,1e-05,100,2,,
22,model_type.euclidean,activation.dmelu,0.4904,1.4415268,0.5192662,1.3624367,22,0.0001,1e-05,100,2,,
23,model_type.euclidean,activation.dmelu,0.49969998,1.4208167,0.5229474,1.3516116,23,0.0001,1e-05,100,2,,
24,model_type.euclidean,activation.dmelu,0.5107,1.4033127,0.52510804,1.3444331,24,0.0001,1e-05,100,2,,
25,model_type.euclidean,activation.dmelu,0.5042,1.4064778,0.5266085,1.3367469,25,0.0001,1e-05,100,2,,
26,model_type.euclidean,activation.dmelu,0.50229996,1.4110693,0.5274288,1.3316327,26,0.0001,1e-05,100,2,,
27,model_type.euclidean,activation.dmelu,0.5093,1.3962018,0.53269047,1.3202674,27,0.0001,1e-05,100,2,,
28,model_type.euclidean,activation.dmelu,0.5054,1.3937098,0.53637165,1.3118938,28,0.0001,1e-05,100,2,,
29,model_type.euclidean,activation.dmelu,0.5067,1.3999436,0.5398928,1.305672,29,0.0001,1e-05,100,2,,
30,model_type.euclidean,activation.dmelu,0.49859998,1.4220595,0.5410531,1.2965144,30,0.0001,1e-05,100,2,,
31,model_type.euclidean,activation.dmelu,0.5076,1.3902698,0.543674,1.2880951,31,0.0001,1e-05,100,2,,
32,model_type.euclidean,activation.dmelu,0.506,1.3969834,0.546835,1.2842231,32,0.0001,1e-05,100,2,,
33,model_type.euclidean,activation.dmelu,0.51159996,1.3867493,0.54887563,1.2770598,33,0.0001,1e-05,100,2,,
34,model_type.euclidean,activation.dmelu,0.50839996,1.3953881,0.5514365,1.268542,34,0.0001,1e-05,100,2,,
35,model_type.euclidean,activation.dmelu,0.5025,1.4100213,0.5528969,1.2633067,35,0.0001,1e-05,100,2,,
36,model_type.euclidean,activation.dmelu,0.5175,1.367355,0.556238,1.2587243,36,0.0001,1e-05,100,2,,
37,model_type.euclidean,activation.dmelu,0.51919997,1.3694067,0.55931896,1.2504531,37,0.0001,1e-05,100,2,,
38,model_type.euclidean,activation.dmelu,0.5186,1.3598819,0.55989915,1.2447792,38,0.0001,1e-05,100,2,,
39,model_type.euclidean,activation.dmelu,0.524,1.3684689,0.5628801,1.2373323,39,0.0001,1e-05,100,2,,
40,model_type.euclidean,activation.dmelu,0.52059996,1.3630579,0.5620599,1.2341015,40,0.0001,1e-05,100,2,,
41,model_type.euclidean,activation.dmelu,0.50479996,1.4124218,0.5653209,1.2284143,41,0.0001,1e-05,100,2,,
42,model_type.euclidean,activation.dmelu,0.52309996,1.3499721,0.5682218,1.2228765,42,0.0001,1e-05,100,2,,
43,model_type.euclidean,activation.dmelu,0.5238,1.3519691,0.5697823,1.2148198,43,0.0001,1e-05,100,2,,
44,model_type.euclidean,activation.dmelu,0.5063,1.3902996,0.5711428,1.2112384,44,0.0001,1e-05,100,2,,
45,model_type.euclidean,activation.dmelu,0.5189,1.3766412,0.57262325,1.2047447,45,0.0001,1e-05,100,2,,
46,model_type.euclidean,activation.dmelu,0.5226,1.3539335,0.5760043,1.1986878,46,0.0001,1e-05,100,2,,
47,model_type.euclidean,activation.dmelu,0.5184,1.37994,0.5759843,1.1944313,47,0.0001,1e-05,100,2,,
48,model_type.euclidean,activation.dmelu,0.525,1.3507302,0.57848513,1.1909583,48,0.0001,1e-05,100,2,,
49,model_type.euclidean,activation.dmelu,0.5254,1.3530378,0.5805058,1.1868923,49,0.0001,1e-05,100,2,,
50,model_type.euclidean,activation.dmelu,0.5244,1.3552653,0.581286,1.1814966,50,0.0001,1e-05,100,2,,
51,model_type.euclidean,activation.dmelu,0.5248,1.352373,0.5849072,1.176086,51,0.0001,1e-05,100,2,,
52,model_type.euclidean,activation.dmelu,0.5311,1.3522371,0.5854474,1.1694747,52,0.0001,1e-05,100,2,,
53,model_type.euclidean,activation.dmelu,0.5162,1.3894097,0.58746797,1.1673377,53,0.0001,1e-05,100,2,,
54,model_type.euclidean,activation.dmelu,0.52779996,1.354919,0.5877681,1.1644007,54,0.0001,1e-05,100,2,,
55,model_type.euclidean,activation.dmelu,0.5276,1.3469939,0.59198946,1.1579028,55,0.0001,1e-05,100,2,,
56,model_type.euclidean,activation.dmelu,0.5259,1.3716905,0.59084904,1.1544989,56,0.0001,1e-05,100,2,,
57,model_type.euclidean,activation.dmelu,0.5189,1.3619251,0.59356993,1.1484928,57,0.0001,1e-05,100,2,,
58,model_type.euclidean,activation.dmelu,0.533,1.3326719,0.5971511,1.1423265,58,0.0001,1e-05,100,2,,
59,model_type.euclidean,activation.dmelu,0.52709997,1.3399571,0.5965309,1.1411393,59,0.0001,1e-05,100,2,,
60,model_type.euclidean,activation.dmelu,0.5312,1.3391218,0.5997119,1.1355263,60,0.0001,1e-05,100,2,,
61,model_type.euclidean,activation.dmelu,0.52959996,1.3438923,0.60081226,1.1299882,61,0.0001,1e-05,100,2,,
62,model_type.euclidean,activation.dmelu,0.5298,1.3404905,0.60269284,1.1257615,62,0.0001,1e-05,100,2,,
63,model_type.euclidean,activation.dmelu,0.5238,1.3617394,0.6028329,1.1233151,63,0.0001,1e-05,100,2,,
64,model_type.euclidean,activation.dmelu,0.5187,1.3632686,0.60303295,1.1204014,64,0.0001,1e-05,100,2,,
65,model_type.euclidean,activation.dmelu,0.52709997,1.3536035,0.6056338,1.1126374,65,0.0001,1e-05,100,2,,
66,model_type.euclidean,activation.dmelu,0.5262,1.3445557,0.6072943,1.1094252,66,0.0001,1e-05,100,2,,
67,model_type.euclidean,activation.dmelu,0.5348,1.3458086,0.60711426,1.1043198,67,0.0001,1e-05,100,2,,
68,model_type.euclidean,activation.dmelu,0.522,1.3638655,0.60891485,1.101974,68,0.0001,1e-05,100,2,,
69,model_type.euclidean,activation.dmelu,0.5287,1.3471786,0.6133563,1.098054,69,0.0001,1e-05,100,2,,
70,model_type.euclidean,activation.dmelu,0.5219,1.3695862,0.61207587,1.093601,70,0.0001,1e-05,100,2,,
71,model_type.euclidean,activation.dmelu,0.5312,1.3439809,0.61395645,1.092769,71,0.0001,1e-05,100,2,,
72,model_type.euclidean,activation.dmelu,0.5372,1.3323513,0.6152769,1.0854244,72,0.0001,1e-05,100,2,,
73,model_type.euclidean,activation.dmelu,0.5266,1.3407028,0.61761767,1.0797125,73,0.0001,1e-05,100,2,,
74,model_type.euclidean,activation.dmelu,0.5351,1.3400195,0.6181578,1.0794011,74,0.0001,1e-05,100,2,,
