,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.12720352564102563,4.0384288262098265,0.086167574,4.405933,0,0.1,0.0005,203.2480731010437
1,model_type.resnet18,0.21394230769230768,3.46791654978043,0.19853354,3.5723467,1,0.1,0.0005,406.1987464427948
2,model_type.resnet18,0.26482371794871795,3.1665828869893002,0.27449784,3.1257758,2,0.1,0.0005,606.9668929576874
3,model_type.resnet18,0.3329326923076923,2.811286131540934,0.33233634,2.8288345,3,0.1,0.0005,809.2802088260651
4,model_type.resnet18,0.37159455128205127,2.647066299731915,0.3775508,2.6035414,4,0.1,0.0005,1008.9211962223053
5,model_type.resnet18,0.39342948717948717,2.5513112208782096,0.4121519,2.4334404,5,0.1,0.0005,1213.22438454628
6,model_type.resnet18,0.3842147435897436,2.5819527430412097,0.44173136,2.2888424,6,0.1,0.0005,1419.0268392562866
7,model_type.resnet18,0.38782051282051283,2.5649289993139415,0.46675935,2.162394,7,0.1,0.0005,1624.4967000484467
8,model_type.resnet18,0.41626602564102566,2.470599579505431,0.49177736,2.057979,8,0.1,0.0005,1829.5003490447998
9,model_type.resnet18,0.44350961538461536,2.3238310920886502,0.51201385,1.9613817,9,0.1,0.0005,2027.5728161334991
10,model_type.resnet18,0.4411057692307692,2.3358095471675577,0.5319002,1.8707267,10,0.1,0.0005,2225.850711584091
11,model_type.resnet18,0.453525641025641,2.2401940868451047,0.5492558,1.790558,11,0.1,0.0005,2428.5641798973083
12,model_type.resnet18,0.49278846153846156,2.0677166474171176,0.5653009,1.7144655,12,0.1,0.0005,2636.520676136017
13,model_type.resnet18,0.484775641025641,2.147291126923683,0.5803057,1.6491418,13,0.1,0.0005,2848.80802154541
14,model_type.resnet18,0.47596153846153844,2.2040417148516727,0.59319985,1.5916039,14,0.1,0.0005,3056.3035345077515
15,model_type.resnet18,0.4969951923076923,2.129596072893876,0.60866475,1.5332081,15,0.1,0.0005,3255.2156131267548
16,model_type.resnet18,0.4933894230769231,2.1004195228601112,0.61784774,1.4823371,16,0.1,0.0005,3456.8265652656555
17,model_type.resnet18,0.5058092948717948,2.071102117880797,0.62944144,1.4356211,17,0.1,0.0005,3657.935928583145
18,model_type.resnet18,0.5220352564102564,1.957402298083672,0.6387244,1.3878658,18,0.1,0.0005,3858.7387158870697
19,model_type.resnet18,0.5048076923076923,2.0514990320572486,0.6497879,1.3388819,19,0.1,0.0005,4057.990350008011
20,model_type.resnet18,0.5136217948717948,2.0193459452726903,0.6597011,1.3003742,20,0.1,0.0005,4257.50249004364
21,model_type.resnet18,0.5060096153846154,2.0648108950028052,0.6671935,1.2659243,21,0.1,0.0005,4458.791243553162
22,model_type.resnet18,0.5036057692307693,2.1041832596827774,0.67700666,1.2201451,22,0.1,0.0005,4655.384473085403
23,model_type.resnet18,0.4983974358974359,2.1420792723313355,0.68272847,1.1891719,23,0.1,0.0005,4856.367929697037
24,model_type.resnet18,0.4987980769230769,2.142322315619542,0.6928417,1.1554964,24,0.1,0.0005,5058.50137424469
25,model_type.resnet18,0.5060096153846154,2.104006513571128,0.70110434,1.1241347,25,0.1,0.0005,5256.215723276138
26,model_type.resnet18,0.5004006410256411,2.174399589880919,0.70577586,1.09648,26,0.1,0.0005,5456.7117393016815
27,model_type.resnet18,0.5110176282051282,2.079393886602842,0.7129781,1.0632304,27,0.1,0.0005,5655.841205835342
28,model_type.resnet18,0.48056891025641024,2.25337959252871,0.71838987,1.0427004,28,0.1,0.0005,5856.516269207001
29,model_type.resnet18,0.5078125,2.136932065853706,0.7262224,1.0134286,29,0.1,0.0005,6061.284905195236
30,model_type.resnet18,0.6067708333333334,1.6328026010439947,0.8599752,0.56355083,30,0.1,0.0005,6258.693156003952
31,model_type.resnet18,0.6119791666666666,1.6251567013752766,0.90253884,0.42936754,31,0.1,0.0005,6455.739834785461
32,model_type.resnet18,0.6121794871794872,1.6362465344942534,0.91821384,0.37520066,32,0.1,0.0005,6652.585319757462
33,model_type.resnet18,0.6091746794871795,1.6396369842382579,0.9307078,0.33639726,33,0.1,0.0005,6849.45503282547
34,model_type.resnet18,0.6039663461538461,1.658173490793277,0.9387004,0.30380812,34,0.1,0.0005,7048.330647945404
35,model_type.resnet18,0.6049679487179487,1.6595063637464473,0.9471731,0.27999228,35,0.1,0.0005,7251.66685628891
36,model_type.resnet18,0.6087740384615384,1.6534045873544154,0.9523448,0.25898352,36,0.1,0.0005,7453.780766963959
37,model_type.resnet18,0.608573717948718,1.6787213530295935,0.95852673,0.23816265,37,0.1,0.0005,7654.15548825264
38,model_type.resnet18,0.6097756410256411,1.6867695114551446,0.96291816,0.22176445,38,0.1,0.0005,7854.486684799194
39,model_type.resnet18,0.6079727564102564,1.6793077160150578,0.9675196,0.2065416,39,0.1,0.0005,8060.80109167099
40,model_type.resnet18,0.6055689102564102,1.6923678333942707,0.97052056,0.1922277,40,0.1,0.0005,8264.37346315384
41,model_type.resnet18,0.608573717948718,1.709082332941202,0.97446185,0.1790489,41,0.1,0.0005,8464.469113588333
42,model_type.resnet18,0.6061698717948718,1.697799713183672,0.9768626,0.16956928,42,0.1,0.0005,8663.477903604507
43,model_type.resnet18,0.6041666666666666,1.7161259269103026,0.9790733,0.16024753,43,0.1,0.0005,8863.672045946121
44,model_type.resnet18,0.6039663461538461,1.7319153509078882,0.98211426,0.1496692,44,0.1,0.0005,9062.229929447174
45,model_type.resnet18,0.6065705128205128,1.7356990331258528,0.9837848,0.14063255,45,0.1,0.0005,9259.088990926743
