,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.13060897435897437,4.054462387011601,0.09014885,4.3634667,0,0.1,0.0005,396.4508559703827
1,model_type.resnet18,0.21033653846153846,3.510976186165443,0.20056418,3.5414352,1,0.1,0.0005,599.8491439819336
2,model_type.resnet18,0.26382211538461536,3.2699925563274284,0.27965948,3.1014216,2,0.1,0.0005,801.6939661502838
3,model_type.resnet18,0.3072916666666667,2.9680390174572286,0.33761802,2.8058991,3,0.1,0.0005,1006.6785731315613
4,model_type.resnet18,0.3239182692307692,2.9160576233497033,0.38088188,2.5866907,4,0.1,0.0005,1209.971444606781
5,model_type.resnet18,0.3613782051282051,2.6588025154211583,0.41639325,2.4155836,5,0.1,0.0005,1415.1384840011597
6,model_type.resnet18,0.4030448717948718,2.4892099576118665,0.44401208,2.2745304,6,0.1,0.0005,1620.9275486469269
7,model_type.resnet18,0.38361378205128205,2.6138175145173683,0.46984035,2.1597078,7,0.1,0.0005,1825.4742522239685
8,model_type.resnet18,0.45693108974358976,2.2935939201941857,0.4922375,2.0511785,8,0.1,0.0005,2028.2878804206848
9,model_type.resnet18,0.4501201923076923,2.2779428286430163,0.5130642,1.9569403,9,0.1,0.0005,2234.887066602707
10,model_type.resnet18,0.4286858974358974,2.4265433702713404,0.53176016,1.870076,10,0.1,0.0005,2441.496036052704
11,model_type.resnet18,0.4667467948717949,2.204663152878101,0.54554456,1.7950381,11,0.1,0.0005,2645.2619853019714
12,model_type.resnet18,0.4987980769230769,2.069032901372665,0.56316024,1.7210858,12,0.1,0.0005,2853.324198484421
13,model_type.resnet18,0.4723557692307692,2.2177108312264466,0.57897526,1.6575029,13,0.1,0.0005,3054.908394098282
14,model_type.resnet18,0.4667467948717949,2.1630786825449038,0.5918894,1.5958105,14,0.1,0.0005,3257.311848640442
15,model_type.resnet18,0.49819711538461536,2.0855395136735377,0.6042234,1.5401697,15,0.1,0.0005,3462.945649623871
16,model_type.resnet18,0.5028044871794872,2.066337709243481,0.61484677,1.487703,16,0.1,0.0005,3670.633533477783
17,model_type.resnet18,0.48838141025641024,2.1729851410939145,0.62447983,1.4436864,17,0.1,0.0005,3876.1646342277527
18,model_type.resnet18,0.5038060897435898,2.1008236408233643,0.6381942,1.3912374,18,0.1,0.0005,4082.5530037879944
19,model_type.resnet18,0.5098157051282052,2.0646999447773666,0.6479573,1.3491255,19,0.1,0.0005,4290.147131443024
20,model_type.resnet18,0.516426282051282,2.045294871697059,0.65797055,1.3045366,20,0.1,0.0005,4499.121518611908
21,model_type.resnet18,0.5158253205128205,2.04260124762853,0.66640323,1.2677807,21,0.1,0.0005,4708.986783027649
22,model_type.resnet18,0.5062099358974359,2.1214077854767823,0.67572623,1.2281498,22,0.1,0.0005,4916.985752820969
23,model_type.resnet18,0.4933894230769231,2.1607920053677683,0.68344873,1.196132,23,0.1,0.0005,5120.858788013458
24,model_type.resnet18,0.5024038461538461,2.089913317790398,0.690591,1.164366,24,0.1,0.0005,5329.384184837341
25,model_type.resnet18,0.5014022435897436,2.1529087806359315,0.6963828,1.1314478,25,0.1,0.0005,5532.304234743118
26,model_type.resnet18,0.5274439102564102,2.062236255560166,0.7055958,1.1024946,26,0.1,0.0005,5738.2608597278595
27,model_type.resnet18,0.5094150641025641,2.0984710378524585,0.71289814,1.0662516,27,0.1,0.0005,5944.377838850021
28,model_type.resnet18,0.4985977564102564,2.15272478109751,0.71918017,1.0471131,28,0.1,0.0005,6148.7935795784
29,model_type.resnet18,0.49238782051282054,2.2202487924160104,0.725072,1.0200814,29,0.1,0.0005,6352.564217805862
30,model_type.resnet18,0.5100160256410257,2.1159271338047128,0.7279229,1.0026976,30,0.1,0.0005,6557.030417442322
31,model_type.resnet18,0.5166266025641025,2.1565703321725893,0.73891646,0.9647639,31,0.1,0.0005,6764.910152196884
32,model_type.resnet18,0.508613782051282,2.16359652311374,0.7412672,0.95104975,32,0.1,0.0005,6971.671972751617
33,model_type.resnet18,0.609375,1.660893250734378,0.8784411,0.49778455,33,0.1,0.0005,7177.72656083107
34,model_type.resnet18,0.6129807692307693,1.6530165030406072,0.91645324,0.37465107,34,0.1,0.0005,7383.754403352737
35,model_type.resnet18,0.6089743589743589,1.6562229310854888,0.93169814,0.32602885,35,0.1,0.0005,7583.631484270096
36,model_type.resnet18,0.6077724358974359,1.667294626816725,0.94363195,0.29020676,36,0.1,0.0005,7787.919898986816
37,model_type.resnet18,0.6105769230769231,1.672054173090519,0.94994396,0.2635516,37,0.1,0.0005,7996.29211974144
