,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.resnet18,0.11899038461538461,4.052978839629736,0.08727793,4.4102645,0,0.1,0.0005,205.05702233314514
1,model_type.resnet18,0.1919070512820513,3.6581692420519314,0.20290492,3.5445337,1,0.1,0.0005,406.1527509689331
2,model_type.resnet18,0.2598157051282051,3.2427158783643675,0.2796195,3.1027398,2,0.1,0.0005,608.5736064910889
3,model_type.resnet18,0.319911858974359,2.8879337433056955,0.33697784,2.8012526,3,0.1,0.0005,811.7644531726837
4,model_type.resnet18,0.3561698717948718,2.712880233923594,0.37984154,2.585189,4,0.1,0.0005,1014.3275587558746
5,model_type.resnet18,0.3735977564102564,2.6450358292995353,0.41463268,2.4121819,5,0.1,0.0005,1217.737445116043
6,model_type.resnet18,0.413661858974359,2.4112811424793343,0.44422215,2.2753582,6,0.1,0.0005,1421.8822429180145
7,model_type.resnet18,0.4188701923076923,2.4379346401263504,0.46931016,2.155323,7,0.1,0.0005,1622.8635714054108
8,model_type.resnet18,0.42427884615384615,2.3957532216341066,0.49324784,2.04886,8,0.1,0.0005,1824.346263408661
9,model_type.resnet18,0.46314102564102566,2.2678097104414916,0.51395446,1.9600714,9,0.1,0.0005,2026.5371434688568
10,model_type.resnet18,0.4697516025641026,2.2183893491060305,0.53195024,1.8700969,10,0.1,0.0005,2228.869364261627
11,model_type.resnet18,0.46113782051282054,2.266006900713994,0.54919577,1.787694,11,0.1,0.0005,2429.945892095566
12,model_type.resnet18,0.484775641025641,2.134571063212859,0.5634103,1.7191291,12,0.1,0.0005,2628.423368692398
13,model_type.resnet18,0.4983974358974359,2.0973653823901444,0.58013564,1.6560987,13,0.1,0.0005,2829.5612642765045
14,model_type.resnet18,0.483974358974359,2.132403444021176,0.59230953,1.594924,14,0.1,0.0005,3033.900102853775
15,model_type.resnet18,0.48717948717948717,2.1310886343320212,0.6055738,1.5381663,15,0.1,0.0005,3236.628846168518
16,model_type.resnet18,0.47475961538461536,2.227402219405541,0.61673737,1.4868406,16,0.1,0.0005,3441.209085226059
17,model_type.resnet18,0.4935897435897436,2.1425294066086793,0.6275108,1.4379638,17,0.1,0.0005,3642.895751476288
18,model_type.resnet18,0.5020032051282052,2.053533671758114,0.6365437,1.3956443,18,0.1,0.0005,3850.4303748607635
19,model_type.resnet18,0.5056089743589743,2.0804452911401405,0.64762723,1.3472286,19,0.1,0.0005,4053.397255897522
20,model_type.resnet18,0.5172275641025641,2.0181682660029483,0.6579005,1.3091582,20,0.1,0.0005,4256.943076848984
21,model_type.resnet18,0.5076121794871795,2.110253775731111,0.6671335,1.2606306,21,0.1,0.0005,4463.974959850311
22,model_type.resnet18,0.49939903846153844,2.1334923459933353,0.671885,1.2340986,22,0.1,0.0005,4665.69242310524
23,model_type.resnet18,0.5162259615384616,2.0524680064274716,0.68233836,1.1948372,23,0.1,0.0005,4870.636789560318
24,model_type.resnet18,0.5112179487179487,2.128302360192323,0.6904209,1.1633335,24,0.1,0.0005,5075.199354887009
25,model_type.resnet18,0.5214342948717948,2.0623638339531727,0.6983735,1.134408,25,0.1,0.0005,5281.070925474167
26,model_type.resnet18,0.5140224358974359,2.100274179226313,0.70607597,1.1041116,26,0.1,0.0005,5488.124294042587
27,model_type.resnet18,0.5128205128205128,2.1045785210071464,0.71149766,1.0759392,27,0.1,0.0005,5696.187871932983
28,model_type.resnet18,0.5022035256410257,2.157616364650237,0.7161692,1.0490819,28,0.1,0.0005,5900.958560466766
29,model_type.resnet18,0.5276442307692307,2.04771802517084,0.72388166,1.0209692,29,0.1,0.0005,6107.440012216568
30,model_type.resnet18,0.5138221153846154,2.1260988223247037,0.72992355,0.9917397,30,0.1,0.0005,6315.378319978714
31,model_type.resnet18,0.5240384615384616,2.0904144109823766,0.73590547,0.9742804,31,0.1,0.0005,6516.142832994461
