,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3426,1.8184428,0.2924336,1.9468622,0,0.0001,1e-05,100,4,,
1,model_type.euclidean,activation.dmelu,0.38009998,1.7408266,0.36225593,1.7779095,1,0.0001,1e-05,100,4,,
2,model_type.euclidean,activation.dmelu,0.4025,1.6693718,0.38808417,1.7062032,2,0.0001,1e-05,100,4,,
3,model_type.euclidean,activation.dmelu,0.4267,1.6164926,0.40570983,1.6568452,3,0.0001,1e-05,100,4,,
4,model_type.euclidean,activation.dmelu,0.43159997,1.599535,0.42229512,1.6148874,4,0.0001,1e-05,100,4,,
5,model_type.euclidean,activation.dmelu,0.438,1.5744183,0.4346591,1.5854037,5,0.0001,1e-05,100,4,,
6,model_type.euclidean,activation.dmelu,0.4535,1.5464956,0.44190142,1.5606085,6,0.0001,1e-05,100,4,,
7,model_type.euclidean,activation.dmelu,0.46199998,1.516248,0.45200464,1.5330247,7,0.0001,1e-05,100,4,,
8,model_type.euclidean,activation.dmelu,0.4597,1.5206583,0.46148768,1.5088122,8,0.0001,1e-05,100,4,,
9,model_type.euclidean,activation.dmelu,0.4676,1.4970938,0.46618918,1.4913803,9,0.0001,1e-05,100,4,,
10,model_type.euclidean,activation.dmelu,0.4669,1.5143986,0.47327146,1.4718132,10,0.0001,1e-05,100,4,,
11,model_type.euclidean,activation.dmelu,0.47349998,1.4716961,0.48171416,1.4528762,11,0.0001,1e-05,100,4,,
12,model_type.euclidean,activation.dmelu,0.4777,1.4617599,0.48667574,1.4385291,12,0.0001,1e-05,100,4,,
13,model_type.euclidean,activation.dmelu,0.4786,1.4545686,0.49107715,1.4230801,13,0.0001,1e-05,100,4,,
14,model_type.euclidean,activation.dmelu,0.4781,1.4596028,0.49693903,1.4129057,14,0.0001,1e-05,100,4,,
15,model_type.euclidean,activation.dmelu,0.48049998,1.4575055,0.50070024,1.4016465,15,0.0001,1e-05,100,4,,
16,model_type.euclidean,activation.dmelu,0.4948,1.4369439,0.50546175,1.385626,16,0.0001,1e-05,100,4,,
17,model_type.euclidean,activation.dmelu,0.4926,1.4310347,0.5101833,1.3761872,17,0.0001,1e-05,100,4,,
18,model_type.euclidean,activation.dmelu,0.5031,1.4041237,0.5139645,1.3630425,18,0.0001,1e-05,100,4,,
19,model_type.euclidean,activation.dmelu,0.4987,1.4212708,0.5171655,1.3555129,19,0.0001,1e-05,100,4,,
20,model_type.euclidean,activation.dmelu,0.5026,1.4016982,0.5212468,1.3468009,20,0.0001,1e-05,100,4,,
21,model_type.euclidean,activation.dmelu,0.50549996,1.4030018,0.52292734,1.3360521,21,0.0001,1e-05,100,4,,
22,model_type.euclidean,activation.dmelu,0.50729996,1.392762,0.5285291,1.3262547,22,0.0001,1e-05,100,4,,
23,model_type.euclidean,activation.dmelu,0.5021,1.408649,0.53102994,1.3163234,23,0.0001,1e-05,100,4,,
24,model_type.euclidean,activation.dmelu,0.5097,1.3817632,0.5328105,1.3119608,24,0.0001,1e-05,100,4,,
25,model_type.euclidean,activation.dmelu,0.51309997,1.381449,0.5381722,1.2994788,25,0.0001,1e-05,100,4,,
26,model_type.euclidean,activation.dmelu,0.5158,1.3737345,0.5431538,1.2900347,26,0.0001,1e-05,100,4,,
27,model_type.euclidean,activation.dmelu,0.5053,1.3877386,0.5426136,1.2829169,27,0.0001,1e-05,100,4,,
28,model_type.euclidean,activation.dmelu,0.5207,1.3675005,0.5487156,1.2735391,28,0.0001,1e-05,100,4,,
29,model_type.euclidean,activation.dmelu,0.5082,1.4007233,0.55011606,1.2677445,29,0.0001,1e-05,100,4,,
30,model_type.euclidean,activation.dmelu,0.5153,1.3731551,0.55179656,1.2595198,30,0.0001,1e-05,100,4,,
31,model_type.euclidean,activation.dmelu,0.51669997,1.3610365,0.55513763,1.2513168,31,0.0001,1e-05,100,4,,
32,model_type.euclidean,activation.dmelu,0.51989996,1.3596816,0.5583787,1.2415321,32,0.0001,1e-05,100,4,,
33,model_type.euclidean,activation.dmelu,0.5172,1.3678728,0.56197983,1.2358669,33,0.0001,1e-05,100,4,,
34,model_type.euclidean,activation.dmelu,0.5248,1.3420364,0.5608995,1.2293893,34,0.0001,1e-05,100,4,,
35,model_type.euclidean,activation.dmelu,0.5241,1.3520954,0.565641,1.2220248,35,0.0001,1e-05,100,4,,
36,model_type.euclidean,activation.dmelu,0.5212,1.3652134,0.56554097,1.2164896,36,0.0001,1e-05,100,4,,
37,model_type.euclidean,activation.dmelu,0.5211,1.3670326,0.57140285,1.2040192,37,0.0001,1e-05,100,4,,
38,model_type.euclidean,activation.dmelu,0.52779996,1.3376931,0.57504404,1.1978685,38,0.0001,1e-05,100,4,,
39,model_type.euclidean,activation.dmelu,0.5158,1.3771724,0.58010566,1.1892613,39,0.0001,1e-05,100,4,,
40,model_type.euclidean,activation.dmelu,0.5237,1.3572468,0.5799656,1.1850647,40,0.0001,1e-05,100,4,,
41,model_type.euclidean,activation.dmelu,0.53389996,1.3245134,0.57922536,1.1830167,41,0.0001,1e-05,100,4,,
42,model_type.euclidean,activation.dmelu,0.5308,1.3473334,0.5831666,1.1727941,42,0.0001,1e-05,100,4,,
43,model_type.euclidean,activation.dmelu,0.5269,1.3353862,0.5846871,1.1662867,43,0.0001,1e-05,100,4,,
44,model_type.euclidean,activation.dmelu,0.5132,1.3912789,0.5868878,1.1620213,44,0.0001,1e-05,100,4,,
45,model_type.euclidean,activation.dmelu,0.53249997,1.3383855,0.5893286,1.155822,45,0.0001,1e-05,100,4,,
46,model_type.euclidean,activation.dmelu,0.5355,1.3266246,0.59142923,1.1493976,46,0.0001,1e-05,100,4,,
47,model_type.euclidean,activation.dmelu,0.5323,1.3372967,0.59543055,1.1433084,47,0.0001,1e-05,100,4,,
48,model_type.euclidean,activation.dmelu,0.5355,1.331844,0.59567064,1.1394922,48,0.0001,1e-05,100,4,,
49,model_type.euclidean,activation.dmelu,0.5392,1.3312962,0.5984315,1.1295226,49,0.0001,1e-05,100,4,,
50,model_type.euclidean,activation.dmelu,0.5376,1.3221729,0.5985515,1.1255803,50,0.0001,1e-05,100,4,,
51,model_type.euclidean,activation.dmelu,0.5392,1.3308994,0.6009923,1.1216788,51,0.0001,1e-05,100,4,,
52,model_type.euclidean,activation.dmelu,0.5288,1.3513491,0.60337305,1.115571,52,0.0001,1e-05,100,4,,
53,model_type.euclidean,activation.dmelu,0.5394,1.3271207,0.6047135,1.1112584,53,0.0001,1e-05,100,4,,
