,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.35099998,1.8184592,0.2925336,1.9522482,0,0.0001,1e-05,100,4,,
1,model_type.euclidean,activation.dmelu,0.37579998,1.7424062,0.36451665,1.7790321,1,0.0001,1e-05,100,4,,
2,model_type.euclidean,activation.dmelu,0.4048,1.6748197,0.39014485,1.7065636,2,0.0001,1e-05,100,4,,
3,model_type.euclidean,activation.dmelu,0.42229998,1.6187774,0.41019127,1.6545486,3,0.0001,1e-05,100,4,,
4,model_type.euclidean,activation.dmelu,0.42549998,1.6071353,0.42263526,1.6198852,4,0.0001,1e-05,100,4,,
5,model_type.euclidean,activation.dmelu,0.43039998,1.5931897,0.43489918,1.5891476,5,0.0001,1e-05,100,4,,
6,model_type.euclidean,activation.dmelu,0.445,1.558163,0.44460228,1.5624095,6,0.0001,1e-05,100,4,,
7,model_type.euclidean,activation.dmelu,0.4456,1.5492085,0.45270488,1.5385611,7,0.0001,1e-05,100,4,,
8,model_type.euclidean,activation.dmelu,0.4531,1.5365928,0.45992717,1.5168728,8,0.0001,1e-05,100,4,,
9,model_type.euclidean,activation.dmelu,0.4466,1.5414634,0.4660091,1.4975245,9,0.0001,1e-05,100,4,,
10,model_type.euclidean,activation.dmelu,0.47039998,1.4838156,0.47553217,1.4738253,10,0.0001,1e-05,100,4,,
11,model_type.euclidean,activation.dmelu,0.47079998,1.4823928,0.48055378,1.4579068,11,0.0001,1e-05,100,4,,
12,model_type.euclidean,activation.dmelu,0.48209998,1.4547722,0.48675576,1.4434218,12,0.0001,1e-05,100,4,,
13,model_type.euclidean,activation.dmelu,0.47149998,1.4797103,0.4925776,1.4262052,13,0.0001,1e-05,100,4,,
14,model_type.euclidean,activation.dmelu,0.489,1.4445838,0.49639884,1.41087,14,0.0001,1e-05,100,4,,
15,model_type.euclidean,activation.dmelu,0.4818,1.4536337,0.50200063,1.4000992,15,0.0001,1e-05,100,4,,
16,model_type.euclidean,activation.dmelu,0.49429998,1.4269282,0.50400126,1.3913932,16,0.0001,1e-05,100,4,,
17,model_type.euclidean,activation.dmelu,0.48389998,1.4723208,0.5100432,1.3774445,17,0.0001,1e-05,100,4,,
18,model_type.euclidean,activation.dmelu,0.4985,1.4124274,0.5130042,1.3671182,18,0.0001,1e-05,100,4,,
19,model_type.euclidean,activation.dmelu,0.49049997,1.4429625,0.5169454,1.3579105,19,0.0001,1e-05,100,4,,
20,model_type.euclidean,activation.dmelu,0.50479996,1.3943943,0.5190861,1.3479651,20,0.0001,1e-05,100,4,,
21,model_type.euclidean,activation.dmelu,0.5018,1.4093179,0.5213468,1.340004,21,0.0001,1e-05,100,4,,
22,model_type.euclidean,activation.dmelu,0.5064,1.3908265,0.52676857,1.3283331,22,0.0001,1e-05,100,4,,
23,model_type.euclidean,activation.dmelu,0.5136,1.3777659,0.5297495,1.3202301,23,0.0001,1e-05,100,4,,
24,model_type.euclidean,activation.dmelu,0.5099,1.3817656,0.53409094,1.3109108,24,0.0001,1e-05,100,4,,
25,model_type.euclidean,activation.dmelu,0.5162,1.3739172,0.5373119,1.3007864,25,0.0001,1e-05,100,4,,
